src_Geographer_2202,src_FuzzyTemporalInterval_2317
src_Pamphlet_2229,src_Commodity_2478
src_Church-Reformer_459,src_TemporalInterval_2889
src_Newspaper_4332,src_Book_4409
src_Book_4899,src_Film-Maker_291
src_Political-Organisation_1034,src_Educational-Organisation_441
src_VicodiOI_2572,src_Piece-of-Music_4033
src_Time-Dependent_3271,src_Category_4758
src_Non-Military-Conflict_1576,src_Train_4673
src_Treaty_2321,src_Clerical-Leader_3683
src_Religious-Movement_2581,src_Train_777
src_Head-of-State_2476,src_Painting_1340
src_Trades-Unionist_202,src_Newspaper_3427
src_Ideology_1482,src_Event_2000
src_Event_1625,src_Military-Unit_2093
src_Scandal_1853,src_Creator_3297
src_Prince_2019,src_Engineer_538
src_Scientific-Instrument_2503,src_Category_3816
src_Political-Organisation_646,src_Cathedral_788
src_Church_1024,src_Philosopher_1979
src_Art-Form_1802,src_Food_4212
src_Category_375,src_Ethnic-Group_1241
src_Actor_2623,src_Settlement_4005
src_University_3111,src_Leader_4851
src_Conductor_64,src_Pamphlet_4198
src_Sculptor_124,src_Politician_2682
src_Discoverer_2930,src_Clothing_2198
src_Work-of-Art_3611,src_Ritual_3877
src_Secular-Ideology_4341,src_Scientist_4416
src_Sculpture_333,src_Period-in-Office_521
src_Time_369,src_Astronaut_1054
src_Management-Organisation_3139,src_Clerical-Leader_4441
src_Dancer_1058,src_Abbey_3600
src_International-Alliance_675,src_Writing_701
src_Economic-Enterprise_2165,src_Disease_692
src_Time_89,src_Religious-Organisation_4292
src_Armament_4576,src_FuzzyTemporalInterval_972
src_Creator_2774,src_Armament_4252
src_Sultan_2277,src_Intellectual-Movement_733
src_Badge_2557,src_Trade-Association_118
src_Public-Oration_2678,src_Secular-Leader_2836
src_Composer_4224,src_Politician_493
src_Food_3170,src_Pamphlet_2409
src_Time-Dependent_655,src_Religious-Community_4293
src_Symbol_582,src_Field-of-Knowledge_3909
src_Journalist_3136,src_Secular-Movement_4581
src_Location-Part-Relation_3549,src_Economic-Organisation_3797
src_Religious-Ideology_4319,src_Economic-Enterprise_2031
src_Conductor_360,src_Crime_1126
src_Minister_2984,src_Sculptor_1917
src_Country_4158,src_Other-Religious-Person_217
src_Clerical-Leader_3327,src_Fictional-Person_475
src_Building_2517,src_Pamphlet_2310
src_Emperor_3951,src_Artistic-Style_777
src_Dancer_4782,src_Measurable-Trend_554
src_Church_4031,src_VicodiOI_3136
src_Architect_2900,src_Board_4387
src_Person-Role_357,src_Dynasty_2802
src_Artistic-Style_4325,src_Election_2960
src_Election_663,src_Magnate_2891
src_Publisher_3103,src_Dynasty_1067
src_Professor_4501,src_Location_1412
src_Location-Part-Relation_1636,src_Religious-Symbol_1296
src_Religious-Order_2696,src_Landmark_1084
src_Pastime_2878,src_Abbey_2149
src_Geographer_3422,src_Ideology_2847
src_Work-of-Art_4707,src_Cleric_4634
src_Journal_2243,src_Village_2361
src_Economist_1561,src_FuzzyTemporalInterval_3360
src_Pope_640,src_VicodiOI_2137
src_Abstract-Notion_1514,src_Philosopher_4611
src_Painting_4271,src_Journalist_536
src_Jurist_3601,src_Engineer_2474
src_Diplomat_2956,src_Cathedral_921
src_King_603,src_Location_4651
src_Painting_3149,src_Queen_3993
src_Artistic-Style_2671,src_Economist_1225
src_Public-Oration_1307,src_Church-Reformer_1669
src_Magnate_3134,src_Food_1600
src_Symbol_4710,src_Badge_3000
src_Geographical-Region_4394,src_Dynasty_2213
src_Sultan_3949,src_Foreign-Minister_1348
src_Treaty_634,src_Structure_4512
src_Politician_4987,src_Artistic-Movement_622
src_Prince_4276,src_Saint_3203
src_Movement_3194,src_Dramaturge_3364
src_Engineer_4986,src_Environment_673
src_Religious-Symbol_820,src_Armament_2376
src_Masonic-Lodge_2533,src_Cathedral_2970
src_Other-Religious-Leader_3780,src_Military-Unit_2771
src_Population-Movement_1828,src_Educational-Organisation_3267
src_Person-Role_3424,src_Jurist_1516
src_War_2630,src_Educational-Organisation_3720
src_Economic-Symbol_1298,src_Professor_4057
src_Ethnic-Group_2099,src_Commodity_1092
src_Cultural-Organisation_2890,src_Discoverer_1395
src_Intellectual-Construct_3934,src_Actor_3893
src_Conceptual-Object_1285,src_Dynasty_1420
src_Philanthropist_2693,src_Political-Symbol_2914
src_Physician_977,src_Environment_4113
src_Symbol_767,src_Military-Person_4558
src_Ship_445,src_Painting_2273
src_Cultural-Organisation_2636,src_Religious-Movement_1140
src_Election_3493,src_Individual_525
src_National-Symbol_488,src_Role_2738
src_Disease_3092,src_Artefact_1536
src_Economic-Organisation_3265,src_Author_1352
src_Ecclesiarch_2672,src_Conceptual-Object_3847
src_Representative-Institution_2020,src_Church_4808
src_Politician_1106,src_Pamphlet_328
src_Painter_1035,src_Actor_1261
src_Badge_2770,src_Journal_3180
src_Military-Unit_1561,src_Art-Form_3358
src_Masonic-Lodge_3542,src_Management-Organisation_3734
src_Pollution_4899,src_Fictional-Event_4329
src_Military-Person_3307,src_Conceptual-Object_3779
src_Economic-Process_4136,src_Ideology_2098
src_Crime_1426,src_Representative-Institution_4985
src_Economic-Enterprise_314,src_Symbol_3443
src_Other-Religious-Person_1756,src_Minister_274
src_Social-Group_2667,src_Religious-Practice_2939
src_Intellectual-Construct_934,src_Political-Organisation_2936
src_Pastime_3520,src_Person_362
src_Psychologist_3526,src_Intellectual-Movement_2720
src_Pollution_2849,src_Leader_1368
src_FuzzyTemporalInterval_1131,src_Minister_3897
src_Philosopher_2534,src_Trade-Association_3547
src_Economic-Organisation_3024,src_Religious-Community_2443
src_Prince_4667,src_Stereotype-Group_2303
src_Creator_600,src_VicodiOI_3299
src_Sculpture_3836,src_Business-Leader_1933
src_Church_195,src_Environment_579
src_Structure_2273,src_Train_319
src_Economic-Enterprise_3000,src_Geographical-Discovery_1819
src_Prince_4243,src_Religious-Ideology_415
src_Illness_3952,src_Functionary_4725
src_Artistic-Style_2308,src_Person-Role_133
src_Author_1065,src_Film-Maker_1650
src_Monastery_3899,src_Animal_3320
src_Head-of-Government_608,src_Secular-Leader_3432
src_Politician_2869,src_Treaty_649
src_Head-of-Government_1333,src_Fictional-Person_853
src_Other-Religious-Person_3588,src_Cultural-Agreement_4285
src_Political-Region_3258,src_Ecclesiarch_2130
src_Abbey_4356,src_Dancer_3505
src_Ritual_4860,src_Relic_4514
src_Educational-Organisation_224,src_Intellectual-Movement_3342
src_Creator_4624,src_Location_810
src_Religious-Movement_545,src_Economic-Enterprise_28
src_Diplomat_4223,src_Other-Religious-Leader_3696
src_International-Alliance_4439,src_Public-Oration_624
src_Ideology_4618,src_Cultural-Agreement_2278
src_Functionary_4293,src_Village_1815
src_Language_4061,src_Criminal_2175
src_Clerical-Leader_1776,src_Intellectual-Movement_3794
src_Professor_4287,src_Clerical-Leader_4198
src_Jurist_3192,src_Journalist_4443
src_Geographical-Feature_1992,src_Cultural-Agreement_1747
src_Church-Reformer_278,src_Water_972
src_Liturgical-Object_26,src_Pollution_1503
src_Trades-Union_3148,src_Cultural-Organisation_3764
src_Clothing_4793,src_Category_788
src_Jurist_3695,src_Cultural-Organisation_107
src_Economic-Symbol_3146,src_Political-Region_4912
src_Stereotype-Group_1888,src_Philanthropist_3042
src_Liturgical-Object_799,src_Cathedral_2152
src_Religious-Symbol_4982,src_Actor_4213
src_League_2832,src_Structure_3671
src_Pastime_4245,src_Water_1106
src_Conductor_3082,src_Newspaper_1662
src_Economic-Enterprise_4889,src_Legislation_4026
src_Individual_3988,src_League_4131
src_Economic-Symbol_187,src_Other-Religious-Leader_2005
src_Time-Dependent_3213,src_Cathedral_1596
src_Village_3091,src_Journal_4439
src_Party_3335,src_Intellectual-Construct_4114
src_Trade-Association_1835,src_Trades-Union_3039
src_Inventor_2519,src_Economic-Enterprise_4937
src_Book_3482,src_Public-Oration_3532
src_Dynasty_3169,src_Sportsman_2316
src_City_2142,src_Secular-Leader_1848
src_Population-Movement_1800,src_Psychologist_266
src_Diplomat_3720,src_Object_3711
src_Technical-Scientific-Advance_3651,src_Monastery_462
src_Religious-Movement_4899,src_Monastery_998
src_Church-Reformer_553,src_Secular-Ideology_1248
src_Armament_2069,src_Water_3430
src_Cathedral_1878,src_Time_2126
src_Structure_2749,src_Battle_1464
src_Film-Maker_1971,src_Armament_2680
src_Secular-Leader_2082,src_Geographer_591
src_Politician_4481,src_Art-Form_4925
src_Church-Reformer_770,src_Trades-Unionist_3275
src_Conductor_4181,src_Publisher_3328
src_Entertainer_423,src_Business-Leader_3162
src_Educational-Organisation_878,src_Painting_319
src_Treaty_2371,src_Technical-Scientific-Advance_183
src_Uprising_4058,src_War_1799
src_Piece-of-Music_4773,src_Location_4397
src_Astronaut_44,src_Psychologist_3899
src_Abstract-Notion_1089,src_Newspaper_3570
src_Life-Event_2640,src_Legislation_2885
src_Astronaut_4764,src_Political-Organisation_3958
src_Political-Organisation_3949,src_Economic-Organisation_313
src_Location-Part-Relation_2653,src_Environment_4155
src_Other-Religious-Person_4793,src_Painting_1366
src_Event_4837,src_Board_756
src_Economist_200,src_Leader_501
src_Abbey_2191,src_Ship_4896
src_Diplomat_2053,src_Intra-State-Group_2290
src_War_1776,src_Saint_4957
src_Secular-Ideology_2639,src_Head-of-State_3864
src_Train_4799,src_Writing_4111
src_Time-Dependent_2061,src_Publisher_4351
src_Religious-Ideology_4246,src_Animal_3288
src_Religious-Community_738,src_Public-Oration_3343
src_Election_3343,src_Political-Symbol_1471
src_Military-Person_2225,src_Location-Part-Relation_324
src_Disaster_3247,src_Secular-Ideology_4611
src_Functionary_529,src_Badge_1521
src_Saint_2837,src_Inventor_4207
src_Uprising_817,src_Location-Part-Relation_2199
src_Painter_1691,src_Sultan_2950
src_Astronaut_4621,src_Politician_2021
src_Educational-Organisation_4284,src_Journalist_3269
src_Measurable-Trend_2143,src_Geographer_2190
src_Environment_1396,src_Person_661
src_Liturgical-Object_158,src_Fictional-Person_1240
src_Population-Movement_3179,src_Religious-Leader_4423
src_Intellectual-Movement_1466,src_Fictional-Event_321
src_Person-Role_4961,src_Sportsman_2680
src_Economist_1685,src_Public-Oration_1954
src_Symbol_1579,src_Illness_1253
src_Jurist_3443,src_Diplomat_4534
src_Settlement_1716,src_Religious-Ideology_4437
src_Landmark_946,src_Political-Organisation_4561
src_Entertainer_516,src_Journal_1460
src_Armament_4810,src_Structure_2490
src_Artist_3220,src_Art-Form_2292
src_Cathedral_3478,src_Social-Group_3235
src_Social-Group_1144,src_Trade-Association_1619
src_Management-Organisation_2305,src_Secular-Ideology_3374
src_Actor_427,src_Structure_505
src_Ideology_1001,src_Pamphlet_279
src_Environment_2845,src_King_2656
src_Social-Stratum_3519,src_Party_134
src_Leader_760,src_Trades-Union_4196
src_Theologian_3845,src_Field-of-Knowledge_2883
src_Military-Organisation_3646,src_Structure_323
src_Engineer_2830,src_Emperor_2858
src_Dynasty_2277,src_University_2516
src_Publisher_4104,src_Prince_4047
src_Other-Religious-Person_1754,src_Artistic-Movement_3409
src_Period_700,src_Leader_1880
src_Landmark_937,src_Election_1262
src_Philanthropist_2356,src_Philanthropist_4352
src_Life-Event_4194,src_Economic-Symbol_4313
src_Other-Religious-Person_3436,src_Disaster_4359
src_Trial_253,src_Governmental-Organisation_1698
src_Ideology_4634,src_Film-Maker_1284
src_Journal_3855,src_Political-Symbol_1258
src_Religious-Practice_1750,src_Trade-Association_3541
src_Professor_2650,src_Cathedral_1325
src_Treaty_4306,src_Intellectual-Movement_4491
src_Secular-Leader_1785,src_Intra-State-Group_3458
src_Cleric_3802,src_Water_4905
src_Pollution_2808,src_Jurist_1023
src_Astronaut_2675,src_Social-Group_3316
src_Painting_56,src_Geographer_767
src_Film-Maker_4664,src_Military-Unit_4161
src_Philanthropist_3360,src_Illness_181
src_Philanthropist_3672,src_Functionary_4123
src_Natural-Object_3037,src_Film-Maker_4712
src_Religious-Order_3465,src_Illness_1900
src_Painting_418,src_Painter_4303
src_Publisher_712,src_Secular-Ideology_2760
src_Representative-Institution_1920,src_Physician_2780
src_Film-Maker_1862,src_Water_3856
src_Economist_4519,src_FuzzyTemporalInterval_3531
src_TemporalInterval_356,src_International-Organisation_4714
src_Religious-Ideology_4338,src_Time-Dependent-Relation_3337
src_Movement_4215,src_Disease_4883
src_Social-Group_3583,src_Geographical-Region_2855
src_Economic-Enterprise_3204,src_League_3375
src_Fictional-Event_4108,src_Religious-Symbol_2173
src_Secular-Leader_884,src_Symbol_3253
src_Monastery_427,src_Meeting_2937
src_Trades-Unionist_3089,src_Politician_4605
src_Art-Form_1390,src_Time-Dependent-Relation_3520
src_Sculpture_4959,src_Country_2763
src_Head-of-State_4346,src_Art-Form_4257
src_Armament_3699,src_Vehicle_4811
src_Head-of-State_3368,src_TemporalInterval_1871
src_Illness_247,src_Religious-Leader_1484
src_Astronaut_2335,src_Board_613
src_Psychologist_4723,src_Sculptor_1751
src_Clerical-Leader_3099,src_Painter_3473
src_Church_2669,src_Stereotype-Group_2959
src_Social-Group_201,src_Country_163
src_Flavour_4826,src_Role_345
src_Technical-Scientific-Advance_495,src_Entertainer_2525
src_Intra-State-Group_4170,src_Role_1315
src_Public-Oration_3144,src_Pastime_2402
src_Intellectual-Movement_1031,src_Battle_2366
src_Fictional-Person_1118,src_Village_3456
src_Village_1349,src_Management-Organisation_612
src_Business-Leader_4086,src_Food_1072
src_Artefact_3931,src_Political-Organisation_2636
src_Political-Organisation_4255,src_Head-of-Government_1290
src_Event_4761,src_Ritual_2692
src_Scandal_4514,src_Category_4052
src_Scandal_2824,src_Secular-Movement_4315
src_Artefact_4139,src_TemporalInterval_4218
src_Disaster_4244,src_Saint_2534
src_Military-Person_2438,src_Flavour_3396
src_Artistic-Style_2140,src_Leader_1233
src_Sultan_3266,src_Church-Reformer_324
src_Governmental-Organisation_4832,src_Party_2083
src_Time-Dependent-Relation_3881,src_Cleric_2575
src_Symbol_3218,src_Abstract-Notion_477
src_Religious-Order_4589,src_Ship_3897
src_Conceptual-Object_3661,src_Building_2857
src_Structure_4612,src_Philanthropist_2675
src_Water_409,src_Artefact_2164
src_Diplomat_797,src_Uprising_1134
src_Geographical-Discovery_3708,src_Trades-Union_2253
src_Political-Region_2001,src_Criminal_1839
src_Secular-Leader_233,src_Public-Oration_4142
src_Criminal_3330,src_Pamphlet_4275
src_Water_4037,src_Political-Symbol_2608
src_Secular-Movement_4950,src_Sculptor_713
src_Religious-Community_756,src_Crime_1440
src_Masonic-Lodge_228,src_Disease_133
src_War_3128,src_Religious-Community_4862
src_Religious-Leader_4325,src_Painter_2177
src_Trial_3058,src_Political-Organisation_2491
src_Object_2284,src_Illness_611
src_Social-Stratum_1262,src_Landmark_1520
src_Military-Organisation_398,src_Artist_1291
src_Individual_1387,src_Country_4427
src_Meeting_714,src_Abbey_4915
src_Secular-Leader_3440,src_Entertainer_1746
src_Psychologist_3570,src_Illness_1647
src_Astronaut_944,src_Language_4007
src_Non-Military-Conflict_4000,src_Fictional-Person_3533
src_Publisher_2958,src_Geographer_4988
src_Clothing_2001,src_League_2908
src_International-Organisation_1041,src_Election_2230
src_Religious-Practice_1637,src_Educational-Organisation_2278
src_Conductor_2721,src_Religious-Organisation_500
src_Journal_172,src_Musician_4023
src_Disaster_4007,src_Entertainer_3959
src_Vehicle_3330,src_Monastery_2221
src_Painter_4065,src_Disease_1505
src_Painter_1131,src_Armament_2399
src_Theologian_4939,src_Commodity_1256
src_Time-Dependent_1431,src_Cleric_1016
src_Political-Organisation_518,src_Conceptual-Object_1321
src_Commodity_1511,src_Building_1132
src_Philosopher_3828,src_Secular-Leader_175
src_Abbey_3333,src_Political-Organisation_991
src_Creator_4857,src_Religious-Ideology_2539
src_Queen_3639,src_Structure_586
src_Politician_3195,src_Religious-Symbol_2891
src_Meeting_4261,src_Business-Leader_3351
src_Badge_2891,src_Magnate_981
src_Jurist_2798,src_Secular-Movement_34
src_Measurable-Trend_2434,src_Population-Movement_938
src_Party_470,src_Geographical-Feature_824
src_Politician_2804,src_Politician_589
src_TemporalInterval_107,src_Water_2849
src_Leader_2183,src_Social-Stratum_1891
src_Technical-Scientific-Advance_538,src_Period-in-Office_3302
src_Time-Dependent_2484,src_Pope_3875
src_VicodiOI_2678,src_Artist_4685
src_Other-Religious-Leader_2309,src_Discoverer_477
src_Event_2793,src_Treaty_1178
src_Illness_1437,src_Commodity_1044
src_Intellectual-Construct_4953,src_League_3622
src_Psychologist_3771,src_Relic_3142
src_Environment_2708,src_Religious-Practice_986
src_Entertainer_3414,src_Intra-State-Group_3040
src_Cultural-Agreement_3067,src_Person_1489
src_Individual_4505,src_Psychologist_1572
src_Disaster_946,src_Meeting_275
src_Time-Dependent-Relation_4416,src_Governmental-Organisation_4916
src_Church-Reformer_3942,src_Discoverer_1638
src_Badge_3857,src_Landmark_1446
src_Military-Person_2989,src_Country_341
src_Journal_4556,src_Ship_4999
src_Symbol_2889,src_Geographical-Region_3803
src_Fictional-Event_4003,src_Movement_3994
src_Stereotype-Group_1757,src_Author_254
src_Meeting_3906,src_Badge_505
src_Masonic-Lodge_422,src_Cleric_4214
src_Ecclesiarch_3919,src_Film-Maker_767
src_Minister_2202,src_Publisher_765
src_Representative-Institution_3466,src_Vehicle_934
src_Person_1996,src_Military-Organisation_2214
src_Religious-Symbol_4526,src_Fictional-Event_2236
src_Fictional-Person_581,src_Politician_2687
src_Conceptual-Object_2790,src_Conductor_2166
src_Pollution_1028,src_Sculptor_3505
src_Artistic-Movement_4424,src_Work-of-Art_2447
src_Life-Event_1623,src_Life-Event_1892
src_Village_1813,src_Life-Event_2623
src_Pamphlet_2095,src_Illness_2422
src_Conductor_3974,src_Landmark_3662
src_Social-Stratum_704,src_Population-Movement_1138
src_Philanthropist_3368,src_Functionary_3007
src_Social-Stratum_4589,src_Stereotype-Group_51
src_Governmental-Organisation_1792,src_Stereotype-Group_1792
src_Cleric_4440,src_Military-Organisation_2696
src_Secular-Ideology_216,src_Religious-Organisation_1470
src_Person-Role_4215,src_Stereotype-Group_1599
src_Flavour_0,src_Pope_1891
src_Other-Religious-Leader_4728,src_Painter_4076
src_Pope_2316,src_Scandal_2522
src_Minister_1309,src_Person-Role_1528
src_Politician_2228,src_City_3774
src_Field-of-Knowledge_4832,src_Artistic-Style_900
src_Clothing_1767,src_Abstract-Notion_3784
src_Cultural-Agreement_64,src_Military-Unit_2757
src_Meeting_382,src_Political-Region_1016
src_Trades-Unionist_4377,src_Conceptual-Object_4959
src_Politician_4295,src_Publisher_4905
src_Pollution_4056,src_Head-of-Government_4604
src_Conductor_2207,src_Time-Dependent-Relation_3455
src_Economic-Enterprise_3948,src_Party_484
src_FuzzyTemporalInterval_1846,src_Journalist_361
src_Sculptor_4926,src_Period_4076
src_Leader_847,src_Ship_3697
src_Religious-Order_2289,src_Natural-Object_4849
src_Dancer_468,src_Work-of-Art_3664
src_Criminal_3730,src_Philosopher_1595
src_Engineer_2317,src_Painter_2269
src_Ritual_4320,src_Professor_2213
src_Secular-Leader_1082,src_Saint_157
src_National-Symbol_1620,src_Stereotype-Group_1113
src_Painting_4028,src_Geographical-Feature_2385
src_Economic-Organisation_2210,src_War_3541
src_Sportsman_3504,src_Economic-Enterprise_1917
src_Magnate_3214,src_Dancer_3874
src_Film-Maker_2627,src_Geographical-Discovery_1340
src_Ideology_2656,src_VicodiOI_2121
src_Time_3790,src_Military-Person_1375
src_Armament_184,src_Other-Religious-Leader_854
src_Location_4939,src_Work-of-Art_1189
src_Relic_4841,src_Intellectual-Movement_519
src_Geographical-Region_3173,src_Religious-Practice_1266
src_Intellectual-Movement_4185,src_Educational-Organisation_4132
src_Book_2884,src_Ideology_1601
src_Country_535,src_Disease_4102
src_Individual_2262,src_Badge_1236
src_Religious-Symbol_4556,src_Work-of-Art_4601
src_Inventor_2175,src_Population-Movement_4104
src_Artefact_3842,src_Foreign-Minister_379
src_University_41,src_Trial_19
src_Diplomat_4007,src_Philosopher_397
src_Environment_2356,src_Location-Part-Relation_2288
src_Disease_2130,src_Economic-Symbol_4502
src_Uprising_4111,src_Trade-Association_4511
src_Trades-Unionist_2565,src_Life-Event_2565
src_Trade-Association_3732,src_Religious-Ideology_4832
src_Clerical-Leader_721,src_Building_1718
src_Idea_4623,src_Painting_3101
src_International-Organisation_1684,src_Geographer_793
src_Religious-Leader_3151,src_Organisation_4357
src_Scandal_365,src_Party_695
src_Treaty_3955,src_Category_3445
src_Physician_1694,src_Other-Religious-Person_4718
src_Jurist_454,src_Badge_535
src_Animal_833,src_Water_362
src_Village_988,src_Life-Event_484
src_Cathedral_3364,src_Musician_868
src_Armament_4530,src_Disease_3755
src_Publisher_1324,src_Time-Dependent_2732
src_Musician_1969,src_Event_2386
src_VicodiOI_1797,src_Commodity_3232
src_Pastime_4090,src_Geographer_4609
src_Religious-Community_4079,src_Geographical-Feature_2141
src_Building_418,src_Other-Religious-Person_428
src_Inventor_3122,src_Liturgical-Object_2610
src_Physician_2992,src_Minister_431
src_Location-Part-Relation_2635,src_Entertainer_3434
src_Uprising_2,src_Building_1505
src_Painter_220,src_Geographical-Discovery_4000
src_Magnate_3387,src_Intra-State-Group_3803
src_Scientist_1303,src_Time-Dependent-Relation_2162
src_Representative-Institution_2223,src_Conceptual-Object_3536
src_Secular-Leader_1667,src_Professor_1976
src_Artefact_1597,src_Head-of-Government_437
src_Scientific-Instrument_3341,src_Badge_211
src_Conceptual-Object_2940,src_Philosopher_4823
src_Clothing_1840,src_Philosopher_3800
src_Period-in-Office_4389,src_Business-Leader_3401
src_Legislation_3093,src_Disaster_925
src_Conductor_4199,src_Inventor_269
src_Time-Dependent_4787,src_Theologian_4864
src_Commodity_1693,src_Newspaper_1880
src_Idea_328,src_Battle_325
src_Trade-Association_1969,src_Uprising_1248
src_Building_28,src_Board_1014
src_Non-Military-Conflict_941,src_Party_4999
src_Organisation_3469,src_War_1538
src_Fictional-Event_2404,src_VicodiOI_623
src_Natural-Object_2013,src_Conceptual-Object_2552
src_Conductor_3189,src_Sportsman_4509
src_Magnate_3653,src_Commodity_2874
src_Trades-Unionist_3080,src_Environment_2471
src_Conductor_2934,src_Scandal_2109
src_Architect_4110,src_Dynasty_4104
src_Management-Organisation_2194,src_Idea_1877
src_Landmark_724,src_Composer_2265
src_Religious-Movement_3143,src_Entertainer_163
src_Flavour_2104,src_Ideology_847
src_Country_1963,src_Journal_2872
src_Leader_4490,src_Religious-Community_922
src_Religious-Practice_2176,src_Economic-Process_2489
src_Discoverer_340,src_Educational-Organisation_329
src_Category_1161,src_Religious-Leader_3795
src_Time-Dependent-Relation_2850,src_Disease_2192
src_Economic-Enterprise_1859,src_Stereotype-Group_2173
src_Functionary_314,src_Dramaturge_427
src_Secular-Movement_2341,src_Election_2050
src_Religious-Symbol_3237,src_King_514
src_Battle_1319,src_Secular-Ideology_6
src_Intellectual-Construct_4876,src_Movement_3885
src_Foreign-Minister_3454,src_Structure_3622
src_Natural-Object_2163,src_Other-Religious-Leader_2783
src_Uprising_862,src_Magnate_2026
src_Trial_816,src_Idea_2997
src_Prince_1590,src_Illness_805
src_Professor_4748,src_Intellectual-Movement_1238
src_Ethnic-Group_2703,src_Clerical-Leader_3240
src_Train_4448,src_Geographer_897
src_League_133,src_Religious-Symbol_2020
src_TemporalInterval_2401,src_Religious-Practice_1788
src_Professor_3156,src_Ideology_1895
src_Dramaturge_1405,src_Publisher_4697
src_Work-of-Art_4131,src_Battle_523
src_Saint_2643,src_Political-Symbol_464
src_Theologian_1756,src_Religious-Practice_2852
src_Trial_2406,src_Pollution_1369
src_Ethnic-Group_4289,src_Commodity_2416
src_Journal_3810,src_Abstract-Notion_4944
src_Scientific-Instrument_4840,src_Minister_198
src_Book_1837,src_King_2802
src_Movement_1040,src_Intra-State-Group_3937
src_Location-Part-Relation_2751,src_Dynasty_4980
src_Person-Role_1961,src_Composer_3773
src_Church_2290,src_Public-Oration_2041
src_Settlement_1752,src_Economic-Process_2310
src_Landmark_1426,src_Newspaper_650
src_Ecclesiarch_3120,src_Public-Oration_3325
src_Public-Oration_1445,src_Train_4789
src_Geographer_4225,src_Pollution_2620
src_Secular-Movement_1939,src_Party_4752
src_Functionary_3660,src_Technical-Scientific-Advance_750
src_Philanthropist_198,src_Artistic-Style_3124
src_Location-Part-Relation_4724,src_Food_2354
src_Queen_1259,src_Queen_3204
src_Organisation_3646,src_Book_2407
src_Technical-Scientific-Advance_4007,src_Economic-Organisation_557
src_Location-Part-Relation_1745,src_Commodity_615
src_Political-Organisation_755,src_Battle_4694
src_Magnate_1207,src_Treaty_2973
src_Head-of-Government_72,src_Dramaturge_871
src_Ship_2889,src_Conductor_1537
src_Musician_1203,src_Religious-Practice_4043
src_Organisation_2543,src_Liturgical-Object_3480
src_Painting_2137,src_Location_4383
src_Social-Group_157,src_Ethnic-Group_1694
src_Secular-Ideology_1699,src_Magnate_1290
src_Period-in-Office_854,src_Organisation_286
src_National-Symbol_595,src_Meeting_4021
src_Clothing_2861,src_Natural-Object_1365
src_Discoverer_4421,src_Sculptor_3314
src_Landmark_2766,src_Governmental-Organisation_4740
src_Sultan_2031,src_Painter_1791
src_National-Symbol_1113,src_Religious-Organisation_4101
src_Other-Religious-Leader_4544,src_Artist_466
src_Political-Symbol_2807,src_Leader_1595
src_Non-Military-Conflict_4476,src_Food_2435
src_Environment_1034,src_Political-Region_4396
src_Stereotype-Group_1109,src_Water_2678
src_Object_1089,src_Badge_1088
src_Ideology_155,src_Abstract-Notion_2224
src_Pastime_4985,src_Social-Group_4736
src_Category_3229,src_International-Organisation_296
src_Jurist_884,src_Film-Maker_817
src_City_3942,src_Church_2845
src_Dynasty_4382,src_Field-of-Knowledge_1353
src_Train_3688,src_Environment_1971
src_Composer_3474,src_Village_4694
src_Ship_1531,src_FuzzyTemporalInterval_1511
src_Economic-Organisation_2929,src_Political-Symbol_2308
src_King_4679,src_Educational-Organisation_2680
src_Ship_1362,src_Board_1773
src_War_4557,src_Military-Unit_2198
src_International-Organisation_1003,src_Management-Organisation_1648
src_Disease_3473,src_Measurable-Trend_1813
src_Composer_3374,src_Landmark_4212
src_Emperor_3186,src_Journal_128
src_Psychologist_1788,src_Head-of-Government_2091
src_Disaster_1616,src_Election_263
src_Intellectual-Movement_3885,src_Military-Organisation_3450
src_Secular-Leader_2829,src_Time-Dependent_4883
src_Queen_2133,src_Economic-Enterprise_2901
src_Life-Event_3076,src_Abbey_4951
src_City_713,src_Structure_1077
src_Country_557,src_Social-Group_439
src_Other-Religious-Person_1495,src_Period-in-Office_1547
src_VicodiOI_414,src_Military-Unit_1089
src_Abbey_3033,src_Pollution_3684
src_Physician_2802,src_Sculptor_1320
src_Person_3634,src_Food_4396
src_Uprising_3934,src_Pope_3550
src_Country_4198,src_Painting_2437
src_Scientific-Instrument_6,src_Astronaut_4607
src_Role_30,src_Political-Organisation_4839
src_Church_4700,src_Flavour_2026
src_Governmental-Organisation_2777,src_Animal_503
src_Journalist_1721,src_Intra-State-Group_2600
src_Discoverer_3804,src_Illness_2650
src_Measurable-Trend_3210,src_Queen_341
src_Trial_4323,src_Intra-State-Group_360
src_Cleric_4699,src_Artefact_4316
src_Political-Organisation_3861,src_Dramaturge_4435
src_Location_1423,src_Battle_2629
src_Cultural-Organisation_3483,src_Economic-Organisation_4591
src_Other-Religious-Person_1565,src_Political-Organisation_2848
src_Journalist_3920,src_Philanthropist_2801
src_Religious-Ideology_4476,src_Ecclesiarch_3705
src_Ship_3338,src_Animal_1314
src_Location_648,src_Military-Organisation_2516
src_Trade-Association_127,src_Architect_1331
src_Masonic-Lodge_1601,src_Piece-of-Music_4255
src_Environment_1257,src_Battle_1304
src_Writing_3843,src_Economic-Enterprise_4516
src_Governmental-Organisation_2394,src_Social-Stratum_2527
src_Treaty_2640,src_League_4038
