src_Engineer_298,src_Language_4326
src_Piece-of-Music_4912,src_Cultural-Organisation_638
src_Military-Person_1517,src_Period_802
src_Social-Group_747,src_Building_1292
src_Life-Event_3649,src_City_772
src_Representative-Institution_2960,src_Meeting_2792
src_Sultan_142,src_Military-Organisation_3265
src_Business-Leader_1361,src_Sultan_2631
src_Jurist_3317,src_Fictional-Person_4482
src_Conductor_873,src_Election_4814
src_Legislation_2724,src_Animal_105
src_Secular-Movement_3021,src_Management-Organisation_1245
src_Organisation_3024,src_Scandal_4909
src_Measurable-Trend_3380,src_Crime_2885
src_Publisher_521,src_Badge_2082
src_Uprising_1391,src_Church_1411
src_Emperor_353,src_Philosopher_235
src_Head-of-State_4097,src_Scandal_4924
src_Election_3517,src_Movement_3098
src_Board_4791,src_Food_2009
src_Leader_3986,src_Functionary_307
src_Fictional-Event_4752,src_Abbey_394
src_Artefact_1112,src_Trades-Union_703
src_Life-Event_557,src_Commodity_1996
src_Pastime_1954,src_Pope_2964
src_Public-Oration_4802,src_Art-Form_21
src_Category_1236,src_Creator_1159
src_Economic-Symbol_4411,src_Ship_628
src_Social-Group_619,src_Religious-Practice_1332
src_Actor_3111,src_Management-Organisation_1139
src_Journalist_1336,src_Educational-Organisation_777
src_Cleric_4552,src_Cathedral_679
src_Ethnic-Group_4477,src_Dancer_545
src_Legislation_2240,src_Management-Organisation_2476
src_Abbey_2229,src_Cultural-Organisation_3341
src_Ritual_2558,src_Election_747
src_Political-Symbol_2696,src_Treaty_4354
src_Intellectual-Movement_190,src_Artistic-Style_4813
src_Clothing_2916,src_Dramaturge_3095
src_Settlement_1124,src_Professor_1606
src_Discoverer_4876,src_Armament_2589
src_Dramaturge_3729,src_Church_2229
src_Time-Dependent_4445,src_Social-Group_2119
src_Leader_795,src_Church-Reformer_2744
src_Ethnic-Group_1307,src_Religious-Organisation_1489
src_Person_1457,src_Functionary_3402
src_Work-of-Art_1128,src_Period-in-Office_3371
src_Cleric_380,src_Physician_3039
src_Non-Military-Conflict_3261,src_International-Organisation_501
src_Head-of-Government_3376,src_Dramaturge_1388
src_City_2663,src_Clothing_1250
src_Geographical-Discovery_4888,src_War_4617
src_Economic-Process_2315,src_Village_3847
src_Prince_4228,src_Meeting_2768
src_Fictional-Person_2025,src_Stereotype-Group_4986
src_Sculpture_3454,src_Politician_1485
src_Head-of-Government_2820,src_Minister_3365
src_Political-Symbol_3272,src_Board_4525
src_Idea_1943,src_Painting_794
src_Uprising_4271,src_Abbey_17
src_Vehicle_2801,src_Time_2206
src_Food_99,src_Scandal_3122
src_Commodity_418,src_Political-Symbol_1152
src_Philosopher_4052,src_Geographical-Region_1332
src_Fictional-Person_427,src_Piece-of-Music_4472
src_Artefact_4918,src_Saint_4325
src_Musician_1009,src_Pope_4242
src_Governmental-Organisation_4381,src_Entertainer_2036
src_Battle_2235,src_Badge_4506
src_Artistic-Movement_2169,src_Religious-Community_4828
src_Journalist_1671,src_TemporalInterval_4816
src_Engineer_3907,src_Geographical-Region_3304
src_Armament_4760,src_Economic-Symbol_3275
src_Sultan_813,src_Military-Unit_2110
src_Natural-Object_4666,src_Ideology_4575
src_Treaty_142,src_Sculptor_4558
src_Book_156,src_Religious-Organisation_4953
src_Period-in-Office_3755,src_Period-in-Office_402
src_Secular-Leader_4124,src_City_447
src_Badge_1111,src_Journal_2341
src_Conceptual-Object_1846,src_Period_3514
src_Jurist_3987,src_Religious-Symbol_4542
src_Journalist_869,src_Religious-Organisation_4309
src_VicodiOI_1493,src_Fictional-Person_3540
src_Technical-Scientific-Advance_3288,src_Foreign-Minister_2501
src_Environment_2837,src_Clerical-Leader_72
src_Sultan_4918,src_Trades-Union_440
src_Work-of-Art_4107,src_Geographical-Region_376
src_Idea_3529,src_Environment_3936
src_Ecclesiarch_930,src_Prince_1544
src_Architect_223,src_Painter_3119
src_Natural-Object_360,src_Ethnic-Group_320
src_Role_3107,src_Philosopher_1090
src_Field-of-Knowledge_699,src_Liturgical-Object_1651
src_Village_3744,src_Natural-Object_2184
src_Painter_460,src_Person_1643
src_Trades-Union_262,src_Public-Oration_3842
src_Religious-Movement_4231,src_Pope_4176
src_Professor_4034,src_Flavour_3922
src_Intra-State-Group_729,src_Masonic-Lodge_3512
src_Intellectual-Construct_4722,src_Clerical-Leader_3317
src_Geographer_4952,src_Publisher_3965
src_Country_2702,src_Magnate_1379
src_Abstract-Notion_2094,src_Role_188
src_Church-Reformer_3160,src_Queen_3107
src_Liturgical-Object_3614,src_Disaster_4018
src_Measurable-Trend_484,src_Criminal_3418
src_Liturgical-Object_4637,src_Pope_3455
src_Village_3504,src_Country_3962
src_Representative-Institution_4050,src_Church_3788
src_Queen_4085,src_Secular-Ideology_2900
src_Dynasty_437,src_Artefact_1254
src_Event_4443,src_Treaty_4737
src_Disaster_4915,src_Emperor_1682
src_Musician_832,src_Board_146
src_Dynasty_2616,src_Train_121
src_Badge_202,src_Person_1141
src_Category_2531,src_Philanthropist_4843
src_Geographer_4671,src_Sportsman_3865
src_Military-Unit_1149,src_Physician_2573
src_Pastime_1732,src_Religious-Community_2710
src_Life-Event_4225,src_Public-Oration_1429
src_Village_1035,src_Illness_1599
src_Category_3821,src_Village_3178
src_Conceptual-Object_818,src_Book_17
src_Diplomat_3168,src_Cleric_4902
src_Natural-Object_3082,src_Population-Movement_587
src_International-Alliance_921,src_Clothing_485
src_Economic-Process_2485,src_Engineer_1134
src_Newspaper_2270,src_Population-Movement_1542
src_Composer_31,src_Scientist_3308
src_Geographical-Discovery_3074,src_Relic_3334
src_Party_3366,src_Pollution_899
src_Intellectual-Movement_380,src_Religious-Ideology_2257
src_Liturgical-Object_2162,src_Ecclesiarch_857
src_Other-Religious-Leader_1822,src_Conductor_2307
src_Building_4189,src_Stereotype-Group_862
src_Ritual_3948,src_Pope_120
src_Astronaut_3290,src_Economist_2527
src_Cultural-Organisation_2425,src_Leader_3418
src_Secular-Leader_2753,src_Religious-Practice_1783
src_Food_13,src_Pope_2041
src_Astronaut_361,src_Time-Dependent-Relation_1581
src_Church_288,src_Building_3529
src_International-Alliance_85,src_Election_2002
src_Church_1759,src_Work-of-Art_3393
src_Trades-Union_4120,src_Idea_642
src_Economic-Enterprise_2214,src_Architect_1272
src_Idea_656,src_Political-Symbol_3928
src_VicodiOI_4973,src_Cleric_2048
src_Location-Part-Relation_3157,src_Journalist_1620
src_Military-Unit_1771,src_Ideology_4917
src_Diplomat_658,src_Piece-of-Music_4838
src_Political-Symbol_4805,src_Intellectual-Construct_4725
src_Sultan_3067,src_League_3425
src_Scientific-Instrument_3415,src_Liturgical-Object_1446
src_Abbey_1230,src_Economic-Process_1347
src_Language_473,src_Business-Leader_44
src_Artefact_3466,src_Religious-Leader_4177
src_Newspaper_2051,src_Public-Oration_2138
src_Intra-State-Group_665,src_Location-Part-Relation_3813
src_Religious-Community_1256,src_Journalist_454
src_Educational-Organisation_1033,src_Emperor_1777
src_Painting_3238,src_Person-Role_2343
src_Conceptual-Object_3695,src_Sportsman_3323
src_Pope_3116,src_Landmark_4752
src_Author_4386,src_Political-Symbol_321
src_Treaty_4075,src_Astronaut_2996
src_Ecclesiarch_150,src_Fictional-Person_460
src_Religious-Movement_3701,src_Trades-Union_3193
src_Actor_3581,src_Clothing_1654
src_Life-Event_2441,src_Abstract-Notion_4055
src_Queen_3871,src_Cultural-Agreement_4621
src_Other-Religious-Leader_1196,src_Church-Reformer_2512
src_Location-Part-Relation_3,src_Social-Stratum_992
src_Educational-Organisation_4168,src_Economic-Process_1383
src_Astronaut_475,src_Building_4390
src_Relic_128,src_Religious-Ideology_2771
src_Cultural-Agreement_2204,src_Artistic-Movement_3268
src_Role_4002,src_Object_2883
src_TemporalInterval_1235,src_Work-of-Art_2245
src_Work-of-Art_1411,src_Masonic-Lodge_200
src_Entertainer_3512,src_Ideology_1617
src_Conceptual-Object_1598,src_Train_1944
src_Secular-Ideology_2990,src_Religious-Order_936
src_Trades-Unionist_4261,src_Musician_1111
src_Queen_2192,src_Geographical-Region_2454
src_Newspaper_389,src_Military-Organisation_3013
src_Location_1813,src_Business-Leader_3943
src_Work-of-Art_1390,src_Conceptual-Object_4757
src_Religious-Organisation_4349,src_National-Symbol_4809
src_Foreign-Minister_3329,src_VicodiOI_2809
src_Foreign-Minister_4594,src_Location_4558
src_Field-of-Knowledge_591,src_Artistic-Style_577
src_Journal_4759,src_Sultan_2793
src_Artistic-Movement_3144,src_Entertainer_4355
src_Sportsman_2420,src_Social-Stratum_2446
src_TemporalInterval_1337,src_Life-Event_4513
src_Magnate_351,src_Entertainer_1484
src_Dramaturge_372,src_Pamphlet_2696
src_Work-of-Art_4051,src_Secular-Leader_2140
src_Legislation_4580,src_Secular-Leader_1789
src_Queen_4821,src_Pollution_2600
src_Religious-Movement_3621,src_Trades-Unionist_1711
src_Time-Dependent-Relation_1665,src_Treaty_4159
src_Building_128,src_Pastime_242
src_Political-Symbol_265,src_Geographer_2765
src_Food_3380,src_Actor_2016
src_Public-Oration_1150,src_Uprising_3813
src_Religious-Movement_4974,src_Military-Unit_1663
src_Economist_860,src_Language_4969
src_Leader_777,src_Masonic-Lodge_1871
src_Flavour_1906,src_Armament_4933
src_Person-Role_2830,src_Ideology_2059
src_Building_4943,src_Organisation_4089
src_Ritual_4837,src_Technical-Scientific-Advance_1997
src_Emperor_3366,src_Structure_558
src_Criminal_4410,src_Politician_3219
src_Idea_3978,src_Military-Organisation_4029
src_Dramaturge_3224,src_Economic-Symbol_150
src_Person_1490,src_Composer_3405
src_Economic-Symbol_3080,src_Country_1176
src_Structure_4829,src_War_4964
src_Artefact_1435,src_Actor_4987
src_Period_1855,src_Language_146
src_Philosopher_3891,src_Artistic-Movement_2910
src_National-Symbol_2666,src_Magnate_2379
src_Natural-Object_2790,src_Art-Form_921
src_Social-Stratum_1301,src_Water_195
src_University_1066,src_Secular-Movement_2381
src_Category_1536,src_Clerical-Leader_4577
src_Geographical-Feature_754,src_Scientific-Instrument_3302
src_Religious-Leader_2117,src_Management-Organisation_3102
src_VicodiOI_2031,src_Scientific-Instrument_1883
src_Conceptual-Object_952,src_Religious-Ideology_2557
src_Food_2070,src_Public-Oration_1114
src_Dramaturge_4592,src_Location_74
src_Location-Part-Relation_2592,src_Armament_958
src_Trial_2475,src_Animal_2245
src_Painter_4477,src_Geographer_202
src_Leader_1693,src_Meeting_246
src_Saint_3984,src_Building_837
src_Cathedral_793,src_Magnate_96
src_Field-of-Knowledge_2414,src_Masonic-Lodge_3654
src_Ship_4350,src_Psychologist_3519
src_Relic_638,src_Dramaturge_335
src_Stereotype-Group_1594,src_Trades-Union_3580
src_Organisation_913,src_Fictional-Person_3876
src_Period_898,src_Religious-Movement_2829
src_Piece-of-Music_3795,src_Water_986
src_Psychologist_664,src_Water_4679
src_Train_1432,src_Philosopher_4274
src_Political-Organisation_2731,src_Religious-Leader_1358
src_Ideology_1239,src_Author_1061
src_Political-Symbol_1154,src_Object_1625
src_Publisher_3642,src_Cultural-Organisation_3143
src_Religious-Ideology_2632,src_Battle_2088
src_Building_3323,src_Economist_3606
src_Language_2865,src_Role_2055
src_Intellectual-Construct_2296,src_Relic_145
src_Representative-Institution_3307,src_Field-of-Knowledge_3802
src_Intellectual-Construct_3624,src_Intra-State-Group_3083
src_Natural-Object_2846,src_Inventor_3177
src_Inventor_4876,src_Sultan_223
src_Location_1708,src_Conceptual-Object_3683
src_Event_1342,src_Geographical-Region_4339
src_Artist_673,src_Business-Leader_4876
src_Business-Leader_1620,src_Newspaper_543
src_Country_2675,src_Military-Person_2041
src_Event_77,src_Settlement_4893
src_Leader_4546,src_City_479
src_Political-Organisation_1298,src_Fictional-Event_1168
src_Psychologist_4193,src_Jurist_4665
src_Sultan_1918,src_Writing_3390
src_Cathedral_4739,src_Philosopher_2937
src_Stereotype-Group_1950,src_Cleric_1496
src_Queen_6,src_Geographical-Feature_4748
src_Governmental-Organisation_1946,src_Military-Unit_159
src_Economic-Symbol_467,src_Dynasty_4177
src_Military-Person_4209,src_Military-Person_654
src_International-Organisation_2091,src_Category_3983
src_Inventor_3912,src_Scandal_4116
src_Painter_563,src_Educational-Organisation_2884
src_Organisation_1780,src_Actor_4352
src_Liturgical-Object_3536,src_Time-Dependent_1626
src_Military-Person_378,src_Saint_2853
src_Dancer_4643,src_Creator_4217
src_Ecclesiarch_3501,src_Idea_3901
src_Cathedral_1278,src_Artefact_105
src_Legislation_3000,src_Settlement_1968
src_Non-Military-Conflict_3989,src_Artist_1774
src_Water_295,src_Criminal_628
src_Time_3238,src_Architect_2389
src_Time-Dependent_4554,src_Ethnic-Group_2291
src_Trade-Association_1064,src_Trial_251
src_Village_1346,src_Management-Organisation_2546
src_Monastery_3423,src_Stereotype-Group_1642
src_Cleric_4682,src_Painting_1966
src_Representative-Institution_3182,src_Religious-Movement_1470
src_Liturgical-Object_3702,src_Conductor_4830
src_Commodity_962,src_Artistic-Style_4545
src_Period-in-Office_1406,src_Role_3430
src_Artistic-Style_2541,src_Geographical-Feature_1340
src_Representative-Institution_2956,src_Movement_4936
src_Economic-Organisation_217,src_Political-Region_1575
src_Saint_4001,src_Saint_450
src_Fictional-Event_792,src_Diplomat_2006
src_Educational-Organisation_4932,src_Event_4916
src_Crime_3403,src_Social-Stratum_2572
src_Governmental-Organisation_2018,src_TemporalInterval_184
src_Artist_1223,src_Organisation_4744
src_Ritual_2054,src_Meeting_1731
src_Intellectual-Movement_3352,src_Art-Form_2588
src_Actor_306,src_Secular-Leader_488
src_Scientist_1386,src_Management-Organisation_1474
src_Life-Event_4388,src_Symbol_313
src_Ship_4538,src_Religious-Organisation_4520
src_Cleric_3570,src_Magnate_2375
src_FuzzyTemporalInterval_145,src_Geographical-Region_4835
src_Political-Region_1533,src_Art-Form_4039
src_Head-of-State_177,src_War_1820
src_Liturgical-Object_1017,src_Trial_3861
src_Physician_4053,src_Water_2856
src_Dramaturge_1915,src_Measurable-Trend_4337
src_Badge_773,src_Sportsman_3545
src_Piece-of-Music_2425,src_Newspaper_974
src_Animal_1423,src_Crime_1632
src_National-Symbol_3413,src_Geographical-Discovery_3336
src_Musician_374,src_Ideology_3748
src_Writing_4082,src_Military-Person_2923
src_Architect_159,src_Country_874
src_Philosopher_3445,src_Object_4176
src_Dramaturge_151,src_Category_3885
src_Economic-Symbol_2484,src_Legislation_4273
src_Journal_1837,src_Philanthropist_2164
src_Economic-Enterprise_874,src_Theologian_2034
src_Time-Dependent_622,src_Non-Military-Conflict_3296
src_Train_1609,src_Sculptor_936
src_Educational-Organisation_459,src_Scandal_3916
src_Theologian_1445,src_Religious-Community_4451
src_Scientific-Instrument_4260,src_Journalist_4325
src_Time-Dependent-Relation_2255,src_Secular-Ideology_189
src_Politician_1408,src_Monastery_4154
src_Journalist_4463,src_Social-Stratum_4889
src_Religious-Community_802,src_Military-Person_2891
src_Structure_961,src_Category_2807
src_Ritual_3293,src_Environment_4348
src_Train_4769,src_Educational-Organisation_3748
src_City_1920,src_Artistic-Movement_4776
src_Philanthropist_4486,src_Diplomat_3948
src_Idea_307,src_Educational-Organisation_2127
src_Armament_3618,src_War_3890
src_Trial_3608,src_Functionary_4882
src_Disaster_2439,src_Artistic-Movement_4172
src_Publisher_674,src_Professor_108
src_Settlement_2171,src_FuzzyTemporalInterval_3257
src_Head-of-State_152,src_Actor_3160
src_Entertainer_1404,src_Crime_564
src_Trades-Unionist_4170,src_Election_303
src_Physician_1005,src_FuzzyTemporalInterval_2096
src_Sportsman_3402,src_FuzzyTemporalInterval_601
src_Train_2535,src_Engineer_4131
src_FuzzyTemporalInterval_573,src_Minister_2000
src_Armament_4416,src_Idea_2149
src_Military-Organisation_39,src_Building_2986
src_Psychologist_4279,src_Religious-Organisation_800
src_Economic-Organisation_42,src_Trades-Unionist_1686
src_Governmental-Organisation_3533,src_Legislation_2311
src_Economic-Enterprise_4415,src_Armament_1139
src_Geographical-Region_2957,src_Geographer_2264
src_Ideology_626,src_Religious-Community_3622
src_Cleric_2756,src_Trial_3708
src_Idea_1762,src_Economic-Symbol_3666
src_Landmark_2233,src_Individual_292
src_Functionary_310,src_Artefact_2871
src_Religious-Leader_773,src_Trades-Unionist_4707
src_Art-Form_896,src_Scientist_2885
src_Public-Oration_2932,src_Geographical-Region_120
src_Trades-Union_4925,src_Legislation_215
src_Engineer_4514,src_Discoverer_378
src_Economic-Process_3579,src_Food_3675
src_Uprising_2679,src_Abstract-Notion_4740
src_Painter_4034,src_Piece-of-Music_1934
src_Discoverer_2627,src_Measurable-Trend_2112
src_Vehicle_259,src_Natural-Object_2603
src_Religious-Ideology_393,src_Religious-Practice_1166
src_Flavour_875,src_Management-Organisation_3818
src_Politician_3007,src_International-Organisation_2796
src_Field-of-Knowledge_3632,src_Leader_114
src_Ship_1412,src_Politician_2308
src_Religious-Order_4378,src_Category_1225
src_Engineer_2769,src_Party_1827
src_Environment_1827,src_Public-Oration_3624
src_Category_4272,src_Religious-Ideology_1973
src_Period_4543,src_Party_3553
src_Religious-Symbol_3903,src_Pollution_4092
src_Composer_1100,src_Person_4346
src_Abstract-Notion_270,src_Ecclesiarch_4112
src_Intellectual-Movement_451,src_Country_3514
src_Entertainer_3100,src_Structure_4286
src_Uprising_4916,src_Economist_3753
src_Art-Form_2437,src_Liturgical-Object_2811
src_Clerical-Leader_3373,src_Election_2345
src_Professor_4158,src_Non-Military-Conflict_480
src_Military-Organisation_4364,src_Criminal_4449
src_Engineer_4447,src_Cleric_3957
src_Legislation_1472,src_Church-Reformer_1830
src_National-Symbol_4792,src_Disease_959
src_Military-Organisation_2531,src_Religious-Movement_3057
src_Church-Reformer_2092,src_Pastime_4467
src_International-Alliance_2802,src_Cathedral_1078
src_Life-Event_632,src_Flavour_754
src_International-Alliance_4339,src_Scandal_3737
src_Monastery_84,src_Movement_1286
src_Philanthropist_2109,src_Actor_4408
src_Scientific-Instrument_2224,src_Other-Religious-Leader_3145
src_Category_4795,src_Trade-Association_541
src_VicodiOI_2704,src_Trade-Association_2594
src_Engineer_4009,src_Physician_4043
src_Emperor_2632,src_Artistic-Movement_1952
src_Foreign-Minister_1701,src_Professor_1102
src_Church-Reformer_4753,src_Secular-Ideology_1623
src_Period_806,src_Stereotype-Group_3733
src_Creator_1761,src_Artefact_3784
src_Ethnic-Group_3128,src_Military-Unit_1649
src_Saint_3566,src_Trial_1114
src_Water_2206,src_Uprising_3725
src_Head-of-State_2660,src_Psychologist_2294
src_Publisher_1990,src_City_2965
src_Cultural-Organisation_1729,src_Armament_1860
src_Commodity_4968,src_Social-Group_4473
src_Trades-Unionist_175,src_Entertainer_4912
src_Intellectual-Construct_383,src_Economic-Enterprise_2889
src_Object_770,src_Location-Part-Relation_2617
src_Church_2541,src_City_111
src_Secular-Movement_3502,src_Criminal_1094
src_King_2715,src_Religious-Movement_1370
src_Trial_2297,src_Intra-State-Group_2753
src_War_3318,src_Political-Organisation_375
src_Dynasty_1022,src_Religious-Movement_4733
src_Uprising_2666,src_Journalist_2160
src_Religious-Movement_3816,src_Treaty_4698
src_Natural-Object_2891,src_Intellectual-Construct_3807
src_Period_3938,src_Theologian_21
src_Religious-Ideology_1166,src_Geographical-Discovery_2600
src_Military-Person_2245,src_Pollution_2082
src_Actor_1597,src_Actor_60
src_Theologian_794,src_Village_3452
src_Psychologist_1311,src_Politician_2683
src_Public-Oration_1635,src_Masonic-Lodge_49
src_Secular-Leader_619,src_Geographical-Feature_2726
src_Physician_1614,src_Religious-Organisation_2264
src_Scientist_4238,src_Pollution_869
src_Engineer_3153,src_Inventor_964
src_Newspaper_3823,src_Pope_4604
src_Ritual_1134,src_Environment_888
src_Board_2346,src_Emperor_1685
src_Foreign-Minister_2304,src_Population-Movement_3850
src_Foreign-Minister_281,src_Head-of-Government_2315
src_Ecclesiarch_588,src_Church_4930
src_Dancer_4764,src_Landmark_1578
src_Publisher_4761,src_Meeting_3529
src_Economic-Symbol_2970,src_Geographical-Discovery_4426
src_Economic-Symbol_4480,src_Structure_1628
src_Ship_3813,src_Meeting_3099
src_Entertainer_4875,src_Clothing_1793
src_Battle_1242,src_Professor_32
src_Political-Organisation_4985,src_Professor_174
src_Religious-Practice_4462,src_Journalist_734
src_National-Symbol_4424,src_Representative-Institution_2055
src_Cultural-Agreement_849,src_Architect_2843
src_Actor_762,src_Location_2782
src_Cathedral_1134,src_Diplomat_4201
src_Artefact_2320,src_Stereotype-Group_818
src_Population-Movement_825,src_Physician_786
src_Person-Role_2449,src_Fictional-Person_4971
src_Author_687,src_Dynasty_2851
src_Vehicle_764,src_Ritual_1401
src_Minister_521,src_Diplomat_3235
src_Artefact_3888,src_Pollution_4801
src_Religious-Ideology_312,src_Conductor_2074
src_Representative-Institution_4579,src_Magnate_1426
src_Publisher_2250,src_Field-of-Knowledge_2988
src_Cultural-Agreement_456,src_Measurable-Trend_1618
src_Commodity_1139,src_Religious-Practice_2846
src_Journal_4807,src_Event_1475
src_Organisation_212,src_Symbol_1397
src_Technical-Scientific-Advance_3880,src_Queen_2074
src_Secular-Ideology_4056,src_City_4019
src_League_1495,src_Language_3515
src_Artistic-Style_1881,src_Philosopher_1780
src_Vehicle_137,src_Musician_4880
src_Symbol_2391,src_Location_482
src_Secular-Movement_45,src_Meeting_3321
src_Publisher_2464,src_Abstract-Notion_4622
src_Cleric_1892,src_Architect_2123
src_Cultural-Organisation_1816,src_Natural-Object_1560
src_Engineer_1673,src_Meeting_1635
src_Election_3019,src_Foreign-Minister_835
src_Technical-Scientific-Advance_4850,src_Dancer_402
src_Battle_4470,src_Religious-Symbol_4204
src_Life-Event_804,src_National-Symbol_3512
src_Sculpture_1673,src_Religious-Order_4738
src_Commodity_1841,src_Religious-Organisation_4578
src_Animal_3150,src_Movement_4621
src_Discoverer_3109,src_Minister_3757
src_TemporalInterval_3467,src_FuzzyTemporalInterval_680
src_Time-Dependent_4365,src_Religious-Community_4746
src_Philanthropist_1692,src_Abstract-Notion_1712
src_Discoverer_1686,src_Ship_1754
src_Educational-Organisation_3617,src_Economic-Process_3692
src_Management-Organisation_859,src_Water_506
src_Measurable-Trend_2166,src_Dynasty_4709
src_Period-in-Office_3391,src_Cultural-Agreement_2982
src_Philosopher_717,src_Time_4765
src_Badge_1102,src_Head-of-State_2662
src_Technical-Scientific-Advance_3069,src_Location_329
src_Astronaut_1408,src_Prince_3693
src_Prince_4742,src_Diplomat_1337
src_Political-Organisation_3110,src_Governmental-Organisation_3406
src_Country_4474,src_Event_284
src_Painting_3843,src_Church_2896
src_Liturgical-Object_3077,src_Political-Symbol_2999
src_Representative-Institution_2931,src_Artefact_3137
src_Economic-Process_1670,src_Water_2228
src_Geographical-Feature_2174,src_Ethnic-Group_4092
src_Stereotype-Group_307,src_Conductor_2109
src_VicodiOI_1085,src_Dramaturge_1389
src_Location-Part-Relation_768,src_Ideology_1008
src_Head-of-State_2420,src_Cultural-Organisation_4920
src_Book_3824,src_Election_3857
src_Trial_4358,src_Composer_919
src_Individual_34,src_Religious-Leader_3221
src_Secular-Ideology_3436,src_TemporalInterval_4395
src_Functionary_3109,src_Other-Religious-Person_1075
src_Food_1206,src_Politician_3832
src_Cultural-Agreement_2235,src_Period-in-Office_2283
src_Religious-Community_551,src_Masonic-Lodge_3771
src_Field-of-Knowledge_4665,src_Location_2184
src_Artistic-Movement_108,src_Organisation_4661
src_Battle_1709,src_Ecclesiarch_3167
src_Creator_1733,src_Religious-Community_2838
src_Party_1606,src_Location_3600
src_Head-of-Government_4603,src_Journal_588
src_Political-Organisation_968,src_Organisation_3401
src_Military-Unit_488,src_Public-Oration_36
src_Idea_2917,src_Life-Event_3280
src_Diplomat_2217,src_Dynasty_4861
src_Criminal_732,src_Representative-Institution_2119
src_Economic-Symbol_1143,src_Creator_418
src_Trade-Association_1324,src_Scientist_2895
src_Business-Leader_857,src_Location_542
src_Geographical-Feature_3025,src_Cultural-Organisation_1800
src_Secular-Ideology_1194,src_Ritual_2631
src_Building_3118,src_Magnate_2268
src_Philosopher_4513,src_Head-of-Government_861
src_Clerical-Leader_2633,src_Economic-Process_2801
src_Psychologist_3044,src_International-Alliance_1169
src_Prince_2419,src_Symbol_3485
src_Conductor_3675,src_Landmark_2832
src_Artefact_140,src_Treaty_4026
src_Astronaut_3395,src_Newspaper_1480
src_Business-Leader_3714,src_Pollution_2457
src_Military-Organisation_2248,src_Commodity_335
src_League_3395,src_Flavour_2344
src_Writing_4328,src_Ecclesiarch_65
src_Magnate_1053,src_Economic-Organisation_2150
src_Time-Dependent-Relation_2767,src_Journal_1088
src_Military-Organisation_1373,src_Cathedral_2947
src_Board_1677,src_Clothing_3851
src_Ecclesiarch_2228,src_Commodity_3443
src_Meeting_4369,src_Trades-Unionist_3249
src_Election_4515,src_Crime_2657
src_Conductor_2505,src_Political-Symbol_1701
src_International-Alliance_3296,src_Badge_4654
src_Building_895,src_Geographical-Discovery_1137
src_Philanthropist_4758,src_Time_729
src_Secular-Leader_4125,src_Military-Unit_4437
src_Water_1041,src_League_4685
src_Abbey_4873,src_Artistic-Style_1550
src_Other-Religious-Person_2383,src_Armament_4640
src_Crime_1129,src_Geographer_4305
src_Fictional-Event_4583,src_Philanthropist_4672
src_Uprising_3352,src_Public-Oration_1319
src_Location-Part-Relation_2557,src_Social-Group_3454
src_Philanthropist_3471,src_Magnate_3680
src_Magnate_4236,src_Relic_180
src_Piece-of-Music_4092,src_Emperor_1435
src_Work-of-Art_930,src_Journalist_496
src_Location-Part-Relation_3485,src_Dramaturge_761
src_Religious-Community_2647,src_Fictional-Event_4321
src_Individual_3149,src_Book_4927
src_Ethnic-Group_1901,src_Ship_2870
src_Non-Military-Conflict_646,src_Role_4442
src_Actor_4233,src_Actor_772
src_Engineer_3653,src_Theologian_1890
src_Secular-Leader_3304,src_Religious-Leader_430
src_Dramaturge_1593,src_Head-of-Government_3321
src_Stereotype-Group_4250,src_Religious-Community_940
src_Other-Religious-Leader_3628,src_Artistic-Style_243
src_Crime_4578,src_Ship_1263
src_Water_4168,src_Prince_3134
src_Ritual_1380,src_Location-Part-Relation_4040
src_Commodity_3138,src_Masonic-Lodge_273
src_Fictional-Event_3997,src_Religious-Leader_4198
src_Other-Religious-Leader_1705,src_Author_2094
src_Time-Dependent-Relation_262,src_Composer_70
src_University_3135,src_Religious-Leader_1769
src_Piece-of-Music_737,src_Masonic-Lodge_611
src_Secular-Ideology_847,src_Landmark_3912
src_Structure_1442,src_Dramaturge_3589
src_Environment_3645,src_Jurist_4698
src_Artefact_4046,src_Musician_2987
src_Artist_2705,src_Life-Event_738
src_Abstract-Notion_71,src_Organisation_3331
src_Idea_771,src_Religious-Order_1340
src_Train_1853,src_Trade-Association_286
src_Inventor_2872,src_Psychologist_4916
src_Professor_4566,src_Religious-Leader_3207
src_Inventor_2115,src_International-Organisation_3875
src_Musician_4518,src_Art-Form_1562
src_Politician_4364,src_Representative-Institution_4307
src_Governmental-Organisation_2575,src_Person-Role_1143
src_Jurist_3260,src_Composer_2728
src_Theologian_730,src_Disaster_1053
src_Structure_3918,src_Educational-Organisation_398
src_Church_2812,src_Life-Event_4481
src_Geographical-Region_2559,src_Pamphlet_4159
src_Party_3482,src_Commodity_4919
src_Politician_4727,src_Physician_4164
src_Art-Form_1396,src_Intellectual-Construct_2517
src_Location-Part-Relation_1534,src_Composer_2897
src_Cultural-Agreement_3061,src_Economic-Process_588
src_Church_3391,src_Functionary_1251
src_Dancer_2680,src_Writing_3880
src_Food_4399,src_Religious-Practice_1882
src_Publisher_4372,src_Artistic-Style_2373
src_Physician_1942,src_Political-Region_4641
src_Minister_4897,src_Fictional-Person_762
src_Geographical-Feature_2628,src_Artistic-Style_4979
src_Commodity_2776,src_Religious-Organisation_3543
