src_Religious-Community_4248,src_Sportsman_501
src_Pamphlet_217,src_Social-Group_350
src_Population-Movement_874,src_Sculptor_2729
src_Party_2820,src_Painter_1896
src_Physician_3220,src_Political-Symbol_4446
src_Party_2660,src_Cultural-Agreement_3499
src_Social-Stratum_4791,src_Trial_532
src_Functionary_4109,src_Actor_1954
src_Philanthropist_466,src_Badge_1117
src_FuzzyTemporalInterval_3681,src_Crime_3948
src_Time_4543,src_Disease_4
src_Book_4930,src_Trades-Union_4307
src_Artistic-Style_3935,src_Time-Dependent_1631
src_Clothing_4802,src_Trades-Unionist_2032
src_Time-Dependent_432,src_Object_911
src_Dramaturge_2713,src_Secular-Movement_106
src_Philanthropist_3994,src_Board_309
src_Secular-Movement_3286,src_Time_1910
src_Religious-Movement_1812,src_Musician_2332
src_Author_3300,src_City_2797
src_Architect_3028,src_Country_419
src_Disease_3751,src_Saint_1739
src_Battle_1044,src_Crime_82
src_Train_516,src_Governmental-Organisation_843
src_Political-Symbol_1541,src_Sportsman_3777
src_Animal_1852,src_Train_150
src_Diplomat_3671,src_Political-Symbol_2894
src_Ecclesiarch_3128,src_Sportsman_2723
src_Prince_1598,src_Conductor_1725
src_Economic-Organisation_1158,src_Legislation_2453
src_Political-Region_3774,src_Animal_1015
src_Event_1034,src_Object_4394
src_Pamphlet_1096,src_Dramaturge_1830
src_Business-Leader_4709,src_Head-of-Government_2848
src_Military-Unit_3323,src_Pastime_948
src_Abstract-Notion_2346,src_Intellectual-Movement_64
src_Prince_4474,src_Landmark_3865
src_Leader_1491,src_Masonic-Lodge_4653
src_Ideology_1052,src_Painting_3300
src_Time-Dependent-Relation_2752,src_Ethnic-Group_4211
src_Conductor_1542,src_Clothing_1766
src_Other-Religious-Leader_3975,src_Treaty_2186
src_Period-in-Office_427,src_Management-Organisation_1468
src_Church_4020,src_Location_1305
src_Painter_1588,src_Pope_2763
src_Period_11,src_VicodiOI_3141
src_Political-Organisation_2424,src_Painting_2652
src_International-Organisation_1064,src_Religious-Ideology_1802
src_Governmental-Organisation_3013,src_Location-Part-Relation_3431
src_Clothing_3925,src_Prince_2318
src_Head-of-State_1940,src_Treaty_3033
src_International-Alliance_4372,src_Criminal_3330
src_Other-Religious-Leader_4928,src_Theologian_2296
src_Jurist_2352,src_Party_2370
src_Armament_1207,src_League_4219
src_Artefact_120,src_Party_602
src_Representative-Institution_3727,src_Representative-Institution_1372
src_Train_3356,src_Person-Role_1968
src_Geographical-Feature_4490,src_Dynasty_1655
src_Measurable-Trend_1469,src_Relic_4367
src_Writing_314,src_Technical-Scientific-Advance_3378
src_Party_4712,src_Category_2103
src_Organisation_748,src_Artist_4461
src_Painting_3828,src_Flavour_4639
src_Symbol_273,src_Sportsman_3265
src_Theologian_2287,src_Vehicle_3150
src_Intra-State-Group_3760,src_Leader_3811
src_Artefact_2244,src_Other-Religious-Leader_4947
src_Pope_4341,src_Secular-Ideology_4415
src_Philanthropist_2935,src_Trades-Unionist_657
src_Settlement_3333,src_Public-Oration_4246
src_Uprising_1222,src_City_2055
src_Crime_3023,src_Dramaturge_1834
src_Secular-Leader_3354,src_Discoverer_2554
src_Landmark_1355,src_Cleric_2823
src_Artistic-Style_4371,src_Prince_4506
src_Dynasty_1966,src_Measurable-Trend_2378
src_Event_312,src_Economic-Enterprise_2540
src_Abbey_1404,src_Population-Movement_395
src_Religious-Community_2892,src_Religious-Practice_4484
src_Leader_932,src_International-Organisation_4796
src_Economist_249,src_Fictional-Event_3664
src_Entertainer_968,src_Time_553
src_Intra-State-Group_1880,src_Scandal_2466
src_Symbol_3441,src_Artistic-Movement_3895
src_Magnate_3470,src_Social-Group_4612
src_Prince_1302,src_Creator_4383
src_Representative-Institution_4057,src_Food_2523
src_Movement_1886,src_Language_1001
src_Treaty_441,src_Magnate_61
src_Water_3376,src_Governmental-Organisation_4043
src_Intellectual-Construct_495,src_Disease_3725
src_Economic-Symbol_4058,src_Non-Military-Conflict_1970
src_Astronaut_624,src_Work-of-Art_4756
src_Settlement_1871,src_Political-Organisation_3677
src_National-Symbol_2226,src_Landmark_2055
src_Art-Form_3775,src_Philanthropist_143
src_Theologian_2644,src_Dynasty_925
src_Abstract-Notion_1162,src_Trades-Unionist_4235
src_Life-Event_1018,src_Political-Organisation_3920
src_Cleric_1484,src_Person_4471
src_National-Symbol_1831,src_Jurist_4609
src_Public-Oration_4379,src_Film-Maker_2811
src_Cleric_689,src_Economic-Enterprise_3141
src_Secular-Ideology_3012,src_Fictional-Event_417
src_Commodity_2225,src_Landmark_4084
src_Person_4137,src_FuzzyTemporalInterval_860
src_Foreign-Minister_1919,src_Dramaturge_1926
src_Individual_4149,src_Geographical-Region_3379
src_Political-Region_3641,src_Artistic-Style_206
src_Diplomat_1085,src_Fictional-Event_1269
src_King_2132,src_TemporalInterval_3289
src_Environment_4184,src_Political-Region_4747
src_Role_4049,src_Disease_725
src_Book_1248,src_Physician_3179
src_Geographical-Region_1177,src_Economic-Process_772
src_Time-Dependent-Relation_735,src_Person_3785
src_Commodity_2913,src_Political-Symbol_3984
src_Philosopher_4714,src_Jurist_4349
src_Religious-Leader_2823,src_Battle_3822
src_Election_1201,src_Train_913
src_Social-Stratum_570,src_Badge_3189
src_Art-Form_3204,src_Religious-Leader_2842
src_Building_701,src_Stereotype-Group_3910
src_City_1263,src_Battle_3372
src_Animal_1371,src_Criminal_4699
src_Symbol_1446,src_Religious-Practice_1536
src_Location_2172,src_University_97
src_Person_4169,src_Pope_4296
src_Field-of-Knowledge_1415,src_International-Organisation_776
src_Role_753,src_Ship_174
src_Trial_1765,src_Foreign-Minister_431
src_Clothing_4688,src_Military-Person_706
src_Party_3524,src_Dynasty_2754
src_Philanthropist_3997,src_Journal_1747
src_Religious-Practice_3697,src_Pope_1702
src_Philanthropist_1005,src_Emperor_4114
src_Church-Reformer_4148,src_Scandal_393
src_Ship_850,src_Minister_1764
src_Other-Religious-Person_727,src_Trades-Unionist_3756
src_Trial_4032,src_Pope_3462
src_Piece-of-Music_183,src_Person_3042
src_Village_1330,src_International-Alliance_3657
src_Battle_2161,src_Abbey_2856
src_Religious-Community_3705,src_Other-Religious-Person_3101
src_Vehicle_4782,src_League_4405
src_Geographical-Discovery_781,src_Scientific-Instrument_119
src_Board_3463,src_Economic-Enterprise_2913
src_Abstract-Notion_3025,src_Astronaut_1005
src_Economic-Enterprise_3184,src_Role_4007
src_Building_3586,src_Physician_614
src_Ship_1840,src_Dancer_3204
src_Time-Dependent-Relation_416,src_Non-Military-Conflict_3500
src_Politician_1087,src_Armament_1839
src_War_164,src_Work-of-Art_3691
src_Creator_3319,src_Emperor_1881
src_Commodity_4344,src_Village_2313
src_Crime_1116,src_Population-Movement_2588
src_Water_2569,src_Piece-of-Music_3462
src_Prince_4491,src_Economic-Symbol_3398
src_Commodity_1640,src_Political-Symbol_1907
src_League_2677,src_Author_3276
src_Sultan_2804,src_Military-Unit_3556
src_Object_1445,src_Conductor_1937
src_Period_1657,src_Economic-Organisation_144
src_Clothing_3541,src_Journal_670
src_Landmark_2987,src_Symbol_4709
src_Party_2085,src_Clerical-Leader_3369
src_Theologian_3579,src_Musician_3142
src_Meeting_644,src_Event_4504
src_Period-in-Office_4944,src_Conceptual-Object_2631
src_Party_2796,src_Religious-Movement_3005
src_Scientific-Instrument_959,src_Work-of-Art_2708
src_Non-Military-Conflict_2993,src_War_3353
src_Natural-Object_3844,src_Crime_1959
src_Psychologist_3842,src_International-Alliance_3914
src_Foreign-Minister_3862,src_Dancer_3497
src_Jurist_191,src_Painter_615
src_Psychologist_2550,src_National-Symbol_726
src_TemporalInterval_2352,src_Secular-Movement_4768
src_Board_4911,src_Sculptor_4827
src_Measurable-Trend_996,src_FuzzyTemporalInterval_616
src_Journal_2751,src_Art-Form_3633
src_Artistic-Movement_1143,src_Economic-Symbol_3389
src_Author_4820,src_City_4241
src_FuzzyTemporalInterval_4434,src_Abstract-Notion_348
src_Journal_400,src_Artistic-Style_791
src_National-Symbol_1070,src_Clerical-Leader_2327
src_Piece-of-Music_2686,src_Dynasty_1192
src_Psychologist_3616,src_Journalist_2976
src_Individual_929,src_Governmental-Organisation_1654
src_Measurable-Trend_2271,src_Geographical-Feature_3533
src_Artistic-Style_2379,src_Painting_3272
src_Technical-Scientific-Advance_121,src_Author_4396
src_Train_1563,src_Meeting_2748
src_Role_4337,src_Settlement_1077
src_Movement_4701,src_Idea_3568
src_Architect_1995,src_Other-Religious-Person_1605
src_Social-Stratum_1534,src_Painter_1833
src_Dynasty_3150,src_Badge_3111
src_Landmark_2373,src_Non-Military-Conflict_3388
src_Cathedral_1816,src_Newspaper_4490
src_Train_1515,src_Religious-Organisation_819
src_University_3277,src_League_4376
src_Economic-Process_2467,src_Prince_1453
src_Role_2400,src_City_1778
src_Diplomat_4618,src_Sportsman_3649
src_Non-Military-Conflict_3856,src_Church_3102
src_Theologian_1255,src_Representative-Institution_2624
src_Intra-State-Group_708,src_Person_2803
src_Artist_2916,src_Prince_3439
src_Religious-Leader_1799,src_Train_2721
src_Governmental-Organisation_474,src_Film-Maker_1812
src_Leader_3428,src_Life-Event_4564
src_Public-Oration_1769,src_Disease_1639
src_Individual_4770,src_Conductor_400
src_Economic-Organisation_4637,src_Village_3224
src_Head-of-State_4712,src_Military-Person_243
src_Religious-Order_1513,src_Economist_4365
src_Pope_1489,src_Time-Dependent_1951
src_Engineer_3736,src_Film-Maker_2138
src_Geographical-Region_3394,src_Party_1839
src_Prince_2790,src_Social-Stratum_4440
src_Building_3911,src_Scandal_2774
src_Symbol_4275,src_Monastery_800
src_Election_1313,src_Board_189
src_Abbey_4999,src_Management-Organisation_967
src_Illness_4962,src_Architect_2668
src_University_2375,src_Economic-Symbol_3930
src_Geographer_150,src_Ethnic-Group_4006
src_Head-of-State_2598,src_Head-of-State_3681
src_Professor_3507,src_Clothing_463
src_Time-Dependent-Relation_2484,src_Piece-of-Music_2525
src_Discoverer_3457,src_Conductor_3702
src_Landmark_4754,src_Social-Group_2363
src_Political-Region_4339,src_Scientific-Instrument_4501
src_Economic-Process_4972,src_National-Symbol_2880
src_Board_684,src_Educational-Organisation_230
src_Badge_4213,src_Treaty_1732
src_Badge_3154,src_Uprising_4021
src_Military-Unit_1349,src_Armament_105
src_Trades-Union_2374,src_Armament_3002
src_Philanthropist_2302,src_Public-Oration_3251
src_Creator_3194,src_Inventor_2950
src_Food_4906,src_Election_2864
src_Political-Organisation_4496,src_League_3538
src_Badge_4670,src_Cathedral_1751
src_Dynasty_41,src_Book_1093
src_Ship_2474,src_Pastime_1794
src_Philosopher_1147,src_Technical-Scientific-Advance_3717
src_Location_3783,src_Sportsman_13
src_Disaster_385,src_Political-Symbol_4298
src_Politician_4638,src_Scientist_3118
src_Idea_2295,src_Religious-Order_4920
src_Religious-Practice_2031,src_Meeting_4277
src_Pastime_1043,src_Life-Event_2155
src_Trade-Association_303,src_Trades-Unionist_4179
src_Sultan_3861,src_Pollution_1626
src_Creator_4136,src_Cultural-Organisation_3332
src_Journal_1943,src_Social-Group_3526
src_Landmark_3269,src_International-Alliance_2055
src_Astronaut_636,src_Symbol_4049
src_Settlement_2602,src_Election_50
src_Artistic-Style_660,src_Economic-Symbol_1114
src_TemporalInterval_4504,src_Ideology_712
src_Economist_4967,src_Conceptual-Object_1949
src_Battle_4582,src_Object_781
src_Trade-Association_381,src_Other-Religious-Leader_4877
src_Writing_2160,src_Ethnic-Group_4949
src_Uprising_2828,src_Illness_2124
src_Painting_1148,src_Field-of-Knowledge_50
src_Fictional-Person_2177,src_Pope_4351
src_Armament_1864,src_Scientist_2725
src_Educational-Organisation_3405,src_Commodity_3540
src_Fictional-Event_885,src_Geographer_1058
src_Social-Stratum_4641,src_Leader_2596
src_Geographical-Feature_1550,src_Pope_2046
src_Technical-Scientific-Advance_2666,src_Life-Event_1451
src_Time-Dependent_1593,src_Sculptor_3922
src_Flavour_1421,src_Ideology_3797
src_Trades-Unionist_1844,src_Journalist_3663
src_Ideology_1003,src_Ethnic-Group_1969
src_Actor_4912,src_Idea_4416
src_Event_2054,src_Economic-Enterprise_3095
src_Cultural-Organisation_3330,src_Secular-Movement_3237
src_Composer_3362,src_Philosopher_3499
src_Non-Military-Conflict_836,src_Military-Unit_4268
src_Artistic-Movement_2396,src_Artistic-Style_3457
src_Intellectual-Construct_1512,src_Treaty_672
src_Philanthropist_4278,src_Sportsman_224
src_Measurable-Trend_4149,src_Religious-Order_3924
src_Entertainer_2816,src_Clerical-Leader_4050
src_Economic-Symbol_4943,src_Astronaut_4102
src_League_2672,src_Field-of-Knowledge_1279
src_Treaty_4419,src_Fictional-Person_1630
src_Economist_2811,src_Politician_3487
src_Geographical-Discovery_207,src_Dynasty_4006
src_Functionary_513,src_Ecclesiarch_191
src_Economic-Organisation_38,src_Political-Region_1025
src_Social-Stratum_548,src_Landmark_4392
src_Period-in-Office_3922,src_Fictional-Event_3933
src_Ship_1736,src_Economic-Process_2613
src_Journalist_296,src_Badge_3443
src_Actor_1068,src_Geographer_138
src_Religious-Symbol_759,src_Liturgical-Object_4724
src_Cleric_4000,src_Legislation_2144
src_Ideology_632,src_Uprising_179
src_Theologian_2117,src_Intra-State-Group_3653
src_Economic-Symbol_1647,src_Work-of-Art_3231
src_Ethnic-Group_2415,src_Other-Religious-Person_22
src_Secular-Leader_3520,src_Social-Stratum_159
src_Language_1677,src_Management-Organisation_4487
src_Entertainer_1370,src_Ethnic-Group_4669
src_Illness_3447,src_Language_2735
src_Geographical-Feature_1127,src_Piece-of-Music_1854
src_Film-Maker_1791,src_Politician_727
src_Non-Military-Conflict_169,src_Dancer_606
src_Ship_2928,src_Treaty_3145
src_Landmark_3086,src_Painter_2518
src_Ship_4010,src_Measurable-Trend_2154
src_Conceptual-Object_413,src_Publisher_3936
src_Geographical-Feature_491,src_Location-Part-Relation_4234
src_Church-Reformer_998,src_Conceptual-Object_3246
src_Intellectual-Construct_1950,src_Time-Dependent-Relation_216
src_Emperor_22,src_Professor_2272
src_Emperor_1864,src_Church-Reformer_2488
src_Religious-Order_3464,src_Diplomat_4221
src_Intellectual-Movement_421,src_Category_4919
src_Scientific-Instrument_2300,src_Religious-Practice_1414
src_Natural-Object_599,src_Category_4955
src_Philanthropist_4971,src_Criminal_3296
src_Military-Unit_3943,src_Engineer_3613
src_Artistic-Style_4200,src_Physician_3640
src_Location_1153,src_Social-Stratum_4760
src_Legislation_4512,src_Trade-Association_3454
src_National-Symbol_3540,src_Actor_2385
src_Building_3682,src_Measurable-Trend_260
src_Intellectual-Construct_1559,src_Management-Organisation_6
src_Social-Group_992,src_Pollution_302
src_Idea_4685,src_Musician_2657
src_Military-Person_3668,src_Party_4858
src_Political-Symbol_2697,src_Trades-Unionist_2660
src_Population-Movement_2971,src_Newspaper_1175
src_Professor_2098,src_Clothing_4724
src_Dancer_2365,src_Idea_2135
src_Election_4360,src_Saint_1464
src_Pastime_1098,src_Stereotype-Group_4502
src_Trades-Unionist_1108,src_Engineer_3873
src_Ideology_4038,src_Location-Part-Relation_3994
src_Religious-Practice_3011,src_Conductor_4073
src_Composer_989,src_Discoverer_2835
src_Secular-Leader_2692,src_Intellectual-Movement_3582
src_Intra-State-Group_3023,src_Representative-Institution_130
src_Economist_1117,src_Trade-Association_1565
src_Physician_3469,src_Professor_1227
src_Psychologist_4409,src_Philosopher_697
src_Geographical-Region_4585,src_Church_3212
src_Measurable-Trend_428,src_Technical-Scientific-Advance_595
src_Technical-Scientific-Advance_4737,src_War_3622
src_Criminal_1436,src_Conceptual-Object_1
src_Military-Unit_1989,src_Vehicle_1009
src_Location-Part-Relation_930,src_Professor_4385
src_Artistic-Style_3724,src_Diplomat_505
src_Actor_2143,src_Artistic-Style_964
src_Economic-Process_3570,src_Newspaper_1117
src_Clerical-Leader_471,src_Flavour_590
src_TemporalInterval_3437,src_Person-Role_4036
src_Religious-Order_3032,src_Animal_922
src_Commodity_1954,src_Building_3176
src_Role_899,src_Church-Reformer_1479
src_Social-Group_2284,src_Scientific-Instrument_1300
src_Magnate_3362,src_Geographical-Region_103
src_Commodity_1301,src_Person-Role_2399
src_Flavour_264,src_Diplomat_1045
src_International-Organisation_4691,src_Intellectual-Movement_4793
src_Natural-Object_2708,src_Social-Stratum_1884
src_Physician_4924,src_Economic-Process_2323
src_Criminal_605,src_Category_4660
src_Secular-Movement_3393,src_Food_3953
src_Discoverer_1598,src_Secular-Ideology_3742
src_Painter_318,src_Artefact_3936
src_Queen_3947,src_Object_1252
src_Religious-Symbol_232,src_Foreign-Minister_4898
src_Population-Movement_2994,src_Economic-Process_4524
src_Flavour_1845,src_Work-of-Art_4158
src_Dancer_1211,src_Economic-Symbol_1380
src_League_1559,src_Pamphlet_4682
src_Village_2112,src_Sportsman_2500
src_Geographical-Feature_745,src_Military-Unit_483
src_Functionary_109,src_Artefact_2585
src_Educational-Organisation_1752,src_Queen_1209
src_Secular-Movement_3384,src_Idea_4054
src_Dynasty_4138,src_Sultan_3334
src_Writing_3569,src_Book_4418
src_National-Symbol_3586,src_Ideology_4517
src_City_3059,src_Painter_3366
src_Settlement_1281,src_Political-Region_3300
src_Inventor_1297,src_Flavour_3206
src_Painting_2422,src_Conceptual-Object_3068
src_Queen_4281,src_Author_3293
src_Work-of-Art_1903,src_Train_1341
src_Language_412,src_Village_2955
src_Professor_37,src_Scandal_3933
src_Astronaut_923,src_Individual_1496
src_Time-Dependent-Relation_899,src_Clothing_1360
src_Economic-Enterprise_11,src_TemporalInterval_1711
src_Other-Religious-Leader_391,src_Movement_710
src_Conceptual-Object_3425,src_Theologian_2094
src_Painting_3615,src_Flavour_4793
src_VicodiOI_2543,src_Economic-Symbol_2410
src_Abstract-Notion_1757,src_Artistic-Movement_3806
src_Queen_149,src_Secular-Leader_3597
src_Governmental-Organisation_1587,src_International-Alliance_4793
src_Secular-Movement_1775,src_Conceptual-Object_170
src_Period-in-Office_2559,src_Church_907
src_Writing_669,src_Liturgical-Object_2501
src_Prince_4672,src_International-Alliance_1597
src_Military-Unit_2894,src_Saint_668
src_Clerical-Leader_2174,src_Village_3020
src_Diplomat_403,src_Emperor_3906
src_Political-Organisation_3149,src_Pamphlet_2149
src_Dramaturge_4282,src_Election_2441
src_Election_1682,src_Commodity_4231
src_Saint_3056,src_Entertainer_117
src_Author_2956,src_Life-Event_3461
src_Ecclesiarch_3509,src_Minister_1309
src_Animal_1012,src_Ecclesiarch_3075
src_Economic-Process_4804,src_Liturgical-Object_115
src_Piece-of-Music_2701,src_Book_2590
src_Battle_3615,src_Period_4728
src_International-Organisation_3628,src_Psychologist_1303
src_Election_2182,src_Legislation_3099
src_Period-in-Office_4608,src_Social-Group_70
src_Role_1337,src_Trial_4041
src_Religious-Leader_2026,src_Publisher_2312
src_Professor_233,src_Idea_4467
src_Badge_4462,src_Professor_4738
src_Time-Dependent-Relation_3715,src_Other-Religious-Person_4933
src_National-Symbol_4032,src_Liturgical-Object_1605
src_Religious-Symbol_1988,src_Social-Group_58
src_Illness_1816,src_Painter_3514
src_Discoverer_3837,src_Animal_2267
src_Cultural-Organisation_3910,src_Writing_1189
src_Saint_3752,src_Newspaper_4399
src_Water_2357,src_Artistic-Style_4508
src_International-Organisation_3048,src_Pamphlet_3826
src_Scandal_4163,src_Conductor_3047
src_Public-Oration_181,src_Badge_592
src_Art-Form_807,src_Cathedral_3991
src_Economic-Symbol_1509,src_Economic-Enterprise_432
src_Minister_4810,src_Trial_704
src_Time-Dependent_2859,src_Politician_2939
src_Intellectual-Construct_4262,src_Political-Region_1352
src_Fictional-Person_2228,src_International-Alliance_971
src_Crime_2001,src_Individual_3272
src_Sculptor_2261,src_International-Alliance_2423
src_Movement_2274,src_Cultural-Agreement_344
src_Measurable-Trend_1182,src_Secular-Movement_1331
src_Trade-Association_4075,src_Natural-Object_3748
src_Period_2257,src_Legislation_4466
src_Clothing_4597,src_Crime_3091
src_Idea_3706,src_Trial_4230
src_Sultan_4006,src_Uprising_4828
src_Abstract-Notion_2952,src_Battle_2115
src_Military-Person_1589,src_Disaster_4577
src_Actor_2162,src_Philanthropist_3201
src_Criminal_316,src_Natural-Object_549
src_Ideology_2291,src_Intellectual-Movement_3473
src_Author_3029,src_Inventor_2383
src_Journal_375,src_Painter_2653
src_Stereotype-Group_2917,src_Ideology_1143
src_Cultural-Organisation_2403,src_VicodiOI_2401
src_Criminal_100,src_Legislation_270
src_Functionary_727,src_War_4886
src_Clerical-Leader_1827,src_Commodity_2463
src_Author_2423,src_Treaty_979
src_Philosopher_1115,src_Educational-Organisation_3018
src_Work-of-Art_1933,src_Cultural-Agreement_3908
src_Time-Dependent_3132,src_Business-Leader_1485
src_Economic-Symbol_3977,src_Individual_781
src_Location-Part-Relation_4867,src_Economic-Enterprise_1315
src_Journal_841,src_University_2669
src_Trades-Unionist_3594,src_Field-of-Knowledge_2551
src_Scientific-Instrument_3264,src_Flavour_4358
src_International-Organisation_2755,src_Food_4319
src_Event_2994,src_Abstract-Notion_1448
src_Trade-Association_1165,src_Management-Organisation_251
src_Artist_3038,src_Religious-Symbol_1091
src_Artist_1645,src_Period_1980
src_Composer_1322,src_Role_2892
src_Ritual_2206,src_Individual_2335
src_Management-Organisation_1874,src_Ideology_1163
src_Business-Leader_4881,src_Scientist_778
src_Abstract-Notion_1250,src_Social-Group_1613
src_Magnate_45,src_Entertainer_3475
src_Non-Military-Conflict_2046,src_Pope_2286
src_Secular-Leader_1847,src_Head-of-Government_4334
src_Ideology_4656,src_Trial_4340
src_Time-Dependent-Relation_594,src_Dancer_221
src_National-Symbol_4562,src_Business-Leader_561
src_Diplomat_4665,src_Sculpture_3455
src_Environment_2247,src_Scientist_2367
src_Time_2031,src_Scandal_3731
src_Vehicle_2870,src_Social-Stratum_2491
src_Country_1933,src_Technical-Scientific-Advance_1716
src_Artist_3191,src_Event_3852
src_Crime_1484,src_Illness_4332
src_Church-Reformer_3067,src_Flavour_1330
src_Natural-Object_1958,src_Life-Event_1602
src_Management-Organisation_3543,src_Artefact_81
src_Pamphlet_3377,src_Queen_894
src_Economic-Symbol_1,src_Disease_2429
src_Natural-Object_2467,src_Church-Reformer_3625
src_Secular-Movement_625,src_Village_2502
src_Economic-Organisation_2974,src_VicodiOI_1600
src_Landmark_9,src_Inventor_4891
src_Natural-Object_4197,src_Musician_1056
src_Food_3853,src_Settlement_4840
src_Object_4709,src_Religious-Ideology_3592
src_Geographical-Discovery_2875,src_Diplomat_4250
src_Field-of-Knowledge_3381,src_Uprising_2476
src_Disease_3188,src_Philanthropist_2174
src_Monastery_2421,src_Meeting_741
src_Party_3257,src_Meeting_4376
src_Religious-Symbol_1946,src_Religious-Order_555
src_Trial_4006,src_Ethnic-Group_2848
src_Geographical-Feature_2104,src_Trial_4230
src_Economic-Process_1673,src_Journalist_547
src_Flavour_3494,src_Person_2830
src_Landmark_1915,src_Musician_1626
src_Abstract-Notion_565,src_Inventor_1480
src_Meeting_373,src_Piece-of-Music_68
src_Religious-Leader_4201,src_Geographical-Feature_2129
src_Dynasty_2892,src_Movement_60
src_Period_2430,src_Religious-Practice_634
src_Film-Maker_998,src_Language_1079
src_Military-Unit_2059,src_Clothing_1436
src_Film-Maker_2450,src_Ideology_4964
src_Economic-Enterprise_2194,src_Religious-Community_4139
src_Category_635,src_Musician_4131
src_Scientist_2981,src_Meeting_349
src_Representative-Institution_93,src_Life-Event_3865
src_Secular-Leader_4378,src_Relic_3450
src_Time-Dependent-Relation_150,src_Artefact_1560
src_Measurable-Trend_4560,src_Author_3931
src_Foreign-Minister_4062,src_Cultural-Agreement_1920
src_Period_4759,src_Architect_3060
src_Book_1719,src_Disease_763
src_Commodity_3092,src_Trades-Unionist_1467
src_Artistic-Movement_4573,src_Other-Religious-Leader_3690
src_Disease_1882,src_Person-Role_3928
src_Management-Organisation_3574,src_Disaster_1379
src_Secular-Ideology_1889,src_Management-Organisation_3685
src_International-Alliance_3066,src_Armament_4316
src_Functionary_2178,src_Trade-Association_1862
src_Stereotype-Group_4363,src_Author_1982
src_Philosopher_1704,src_Political-Organisation_1959
src_Jurist_3158,src_Artefact_1548
src_Location-Part-Relation_2808,src_Geographical-Feature_1930
src_Psychologist_600,src_Non-Military-Conflict_2171
src_Stereotype-Group_2553,src_Social-Stratum_976
src_Trial_3986,src_Art-Form_130
src_Head-of-Government_3341,src_Intellectual-Construct_1997
src_Geographical-Region_2245,src_Illness_4793
src_Discoverer_2573,src_Author_3302
src_Vehicle_502,src_Geographical-Discovery_2731
src_International-Organisation_577,src_Scientist_675
src_Badge_2258,src_City_2477
src_Secular-Movement_1781,src_Creator_1055
src_Cathedral_250,src_Time-Dependent-Relation_2822
src_Liturgical-Object_1348,src_Environment_2741
src_Time_3344,src_Time-Dependent-Relation_4391
src_Disease_1025,src_Painting_1562
src_Disaster_2064,src_Monastery_219
src_Psychologist_1872,src_Artistic-Style_3183
src_Book_2248,src_Individual_3797
src_Idea_4473,src_War_4838
src_Person-Role_735,src_Conceptual-Object_2854
src_Musician_3805,src_National-Symbol_4474
src_Functionary_4761,src_Journalist_1981
src_Period_3566,src_Musician_1465
src_International-Organisation_1280,src_Astronaut_3703
src_Inventor_387,src_Painter_4803
src_Economist_2812,src_Cleric_1783
src_Country_4361,src_Person-Role_385
src_Governmental-Organisation_844,src_Economist_396
src_Foreign-Minister_3298,src_Head-of-Government_3808
src_City_4970,src_Symbol_4047
src_Philanthropist_978,src_Badge_2974
src_Pastime_699,src_Musician_3267
src_Religious-Movement_1380,src_Fictional-Person_4441
src_Fictional-Person_3428,src_Pastime_590
src_Ship_4593,src_Movement_4165
src_Cultural-Organisation_4029,src_Military-Person_2412
src_Non-Military-Conflict_4072,src_Badge_1188
src_Commodity_3993,src_Trial_1232
src_Religious-Order_3862,src_Water_461
src_Period-in-Office_3652,src_Ecclesiarch_1333
src_International-Alliance_384,src_Economist_3647
src_Economist_4259,src_Entertainer_2494
src_Other-Religious-Person_468,src_Cathedral_940
src_VicodiOI_2311,src_Representative-Institution_3356
src_Economic-Organisation_1051,src_Ecclesiarch_2505
src_Abbey_186,src_Journal_1918
src_Religious-Community_3305,src_TemporalInterval_466
src_Professor_4767,src_Book_4127
src_Cultural-Organisation_1243,src_Cleric_1560
src_Event_798,src_Landmark_4189
src_Public-Oration_2247,src_Sultan_1964
src_Architect_2773,src_Religious-Organisation_2806
src_Battle_4111,src_Period-in-Office_4131
src_Functionary_1703,src_Religious-Community_4866
src_Politician_4118,src_Relic_3265
src_Politician_1273,src_Piece-of-Music_3974
src_Governmental-Organisation_3016,src_Minister_2432
src_Organisation_3551,src_Criminal_1581
src_Religious-Leader_518,src_Clerical-Leader_3680
src_TemporalInterval_2115,src_Scientific-Instrument_1318
src_Intra-State-Group_4015,src_Religious-Symbol_1558
src_Commodity_2294,src_Saint_1163
src_Geographical-Discovery_4136,src_Battle_1679
src_Military-Unit_1125,src_Period-in-Office_2613
src_Actor_2981,src_Party_3891
src_Technical-Scientific-Advance_4452,src_Board_2626
src_Time-Dependent_1765,src_Non-Military-Conflict_2028
src_Fictional-Person_2182,src_Public-Oration_4697
src_Religious-Leader_1993,src_Food_510
src_Commodity_2,src_Cleric_3867
src_Fictional-Person_3684,src_Conceptual-Object_4222
src_Abbey_3279,src_Organisation_57
src_Actor_1604,src_TemporalInterval_3717
src_Election_1553,src_Trade-Association_18
src_Economic-Organisation_1775,src_Economic-Symbol_1316
src_Measurable-Trend_3544,src_Badge_4459
src_Saint_4215,src_Ethnic-Group_4367
src_League_200,src_Food_4662
src_Religious-Order_806,src_Political-Symbol_3612
src_Structure_4507,src_Dynasty_1774
src_Dynasty_1858,src_Emperor_4659
src_Political-Region_312,src_Saint_4199
src_Cathedral_2081,src_Pastime_45
