src_Sportsman_2973,src_Ecclesiarch_3392
src_Pollution_1169,src_Artefact_4484
src_Ship_2750,src_Secular-Movement_1875
src_Creator_1524,src_Language_236
src_Language_28,src_Creator_702
src_Period-in-Office_2927,src_Criminal_4939
src_Other-Religious-Leader_2901,src_Pamphlet_3921
src_Political-Symbol_3205,src_Head-of-State_2230
src_Religious-Community_43,src_Food_4014
src_Trade-Association_1655,src_Film-Maker_3203
src_City_2770,src_Cultural-Organisation_1239
src_Illness_3508,src_Work-of-Art_4888
src_Ritual_3785,src_Animal_1600
src_Scientist_3570,src_Ship_280
src_Artistic-Style_727,src_Monastery_4497
src_Time-Dependent-Relation_474,src_Structure_3927
src_Film-Maker_3726,src_Natural-Object_3123
src_Military-Unit_4911,src_Secular-Leader_3947
src_Life-Event_532,src_Artistic-Movement_4208
src_Piece-of-Music_1023,src_Disaster_4099
src_Battle_1509,src_Time_4324
src_Location-Part-Relation_2000,src_Sculptor_665
src_Economist_4993,src_Intra-State-Group_3288
src_Crime_4611,src_Measurable-Trend_3049
src_Masonic-Lodge_4236,src_Period_3979
src_Head-of-Government_3844,src_Cleric_4945
src_League_4056,src_Event_2369
src_Business-Leader_1208,src_Trade-Association_4993
src_Religious-Practice_2724,src_Emperor_3886
src_Intra-State-Group_4038,src_Crime_3018
src_Population-Movement_3112,src_Location_4505
src_Sculptor_4022,src_Meeting_2785
src_Fictional-Person_4710,src_Ideology_291
src_Representative-Institution_1476,src_Ritual_1714
src_Time-Dependent_1658,src_Food_2135
src_Criminal_4805,src_Conceptual-Object_2127
src_Trial_1834,src_FuzzyTemporalInterval_1609
src_Religious-Symbol_887,src_FuzzyTemporalInterval_1912
src_Political-Symbol_727,src_Cultural-Agreement_4225
src_Military-Unit_4141,src_Meeting_753
src_Actor_1458,src_Psychologist_4135
src_Publisher_4809,src_Creator_2793
src_Religious-Movement_1575,src_Newspaper_2726
src_Psychologist_680,src_Religious-Leader_3151
src_Social-Group_2724,src_Dramaturge_267
src_Cultural-Organisation_2521,src_Book_389
src_Board_218,src_Treaty_1492
src_Commodity_4485,src_National-Symbol_2111
src_Economic-Enterprise_2331,src_Vehicle_3322
src_Conceptual-Object_2240,src_Clerical-Leader_4826
src_Business-Leader_4674,src_Church_3337
src_Period_2742,src_Person-Role_2047
src_Fictional-Event_2717,src_Public-Oration_141
src_Intra-State-Group_1198,src_Intellectual-Construct_231
src_Governmental-Organisation_4302,src_Work-of-Art_3037
src_Battle_66,src_Pollution_2894
src_Leader_781,src_Painting_2778
src_Journal_1069,src_Sultan_289
src_Artistic-Style_879,src_Battle_3101
src_Piece-of-Music_1595,src_Language_3634
src_Party_3946,src_Water_294
src_Natural-Object_2611,src_League_1184
src_War_3974,src_Fictional-Event_4257
src_University_4688,src_Time_3385
src_Artistic-Movement_3645,src_Time-Dependent_800
src_Religious-Order_2067,src_Movement_3619
src_Scientific-Instrument_3962,src_Journalist_1174
src_Period-in-Office_3298,src_Election_3764
src_Secular-Ideology_1782,src_Religious-Organisation_1976
src_Painter_684,src_Life-Event_1806
src_Clothing_3846,src_Individual_844
src_City_4146,src_Environment_246
src_Building_1085,src_Religious-Organisation_4211
src_Intellectual-Movement_1039,src_Ship_930
src_Sportsman_3952,src_Disease_24
src_Intra-State-Group_1393,src_Geographer_385
src_Functionary_4325,src_Religious-Community_1967
src_Secular-Leader_4997,src_Idea_4804
src_Religious-Ideology_1010,src_Musician_4913
src_Trade-Association_366,src_Intellectual-Construct_1777
src_Cleric_4860,src_Time-Dependent_4325
src_Social-Group_3382,src_Queen_4084
src_Governmental-Organisation_3188,src_Ship_198
src_Location_4674,src_Astronaut_2045
src_Public-Oration_1251,src_Settlement_1585
src_Saint_105,src_Geographer_751
src_Dynasty_759,src_FuzzyTemporalInterval_29
src_Political-Symbol_1382,src_Person_2196
src_Musician_2131,src_Time-Dependent_4514
src_Environment_4153,src_Person-Role_2803
src_Psychologist_3643,src_Train_4364
src_Location_2826,src_Badge_2804
src_Technical-Scientific-Advance_68,src_Fictional-Person_4256
src_Writing_598,src_Film-Maker_889
src_Trial_4888,src_Dancer_1131
src_Intra-State-Group_2670,src_Queen_565
src_Social-Group_160,src_Geographical-Discovery_2784
src_Artist_3039,src_Secular-Leader_1677
src_Period-in-Office_1127,src_Structure_280
src_Creator_916,src_Animal_3643
src_Organisation_4437,src_International-Organisation_656
src_Philosopher_4526,src_Prince_1959
src_Scandal_1041,src_Other-Religious-Person_4712
src_Disaster_1620,src_Engineer_3030
src_Work-of-Art_62,src_Train_1745
src_Category_1706,src_Minister_4678
src_International-Organisation_2118,src_Composer_2340
src_Journal_4582,src_Board_2037
src_Sultan_841,src_Public-Oration_3231
src_Time-Dependent_2854,src_Flavour_4990
src_Symbol_2751,src_Emperor_2544
src_Disease_642,src_National-Symbol_3773
src_Election_4961,src_Treaty_4961
src_Election_4984,src_Scientist_96
src_Painting_171,src_Public-Oration_1116
src_Composer_1242,src_Category_3158
src_Legislation_437,src_Ecclesiarch_159
src_Trades-Unionist_3353,src_Animal_2177
src_Vehicle_1461,src_Publisher_2543
src_Painter_3838,src_Water_3205
src_Idea_3413,src_Animal_2582
src_Trades-Union_4155,src_Food_1112
src_Artistic-Style_363,src_Sultan_942
src_Prince_4301,src_Functionary_3170
src_TemporalInterval_2083,src_Structure_1412
src_Symbol_4980,src_Prince_3140
src_Military-Organisation_1543,src_Trial_4408
src_Abbey_1890,src_Measurable-Trend_1066
src_Idea_2375,src_FuzzyTemporalInterval_1042
src_Head-of-State_1647,src_Battle_1371
src_Book_2097,src_War_1420
src_Representative-Institution_1619,src_Legislation_2925
src_Religious-Movement_961,src_Pope_3316
src_Period_3052,src_Social-Group_2379
src_Educational-Organisation_1761,src_Meeting_3880
src_Abstract-Notion_4570,src_FuzzyTemporalInterval_2873
src_Religious-Symbol_570,src_Pastime_705
src_Theologian_3378,src_Representative-Institution_4836
src_Ritual_4809,src_Disaster_226
src_International-Organisation_3728,src_Political-Organisation_2812
src_Discoverer_2427,src_Country_4377
src_Professor_435,src_Abbey_2994
src_Clothing_4320,src_Head-of-State_3530
src_Landmark_2828,src_Commodity_1796
src_Journal_1939,src_University_2040
src_Person_726,src_Trades-Union_2414
src_Ritual_1631,src_Ecclesiarch_2950
src_Disaster_2263,src_Category_2465
src_Trades-Unionist_1451,src_Head-of-State_1791
src_Philanthropist_765,src_Life-Event_2958
src_Party_3599,src_Jurist_3115
src_Vehicle_1722,src_Country_1321
src_Water_3412,src_Dancer_1211
src_Symbol_3152,src_Religious-Practice_1511
src_Church-Reformer_3656,src_Functionary_3810
src_Sculpture_1253,src_Governmental-Organisation_1762
src_Masonic-Lodge_135,src_Political-Symbol_2867
src_Structure_2400,src_Settlement_762
src_Period_994,src_Event_1463
src_Board_2945,src_Economic-Process_4427
src_Flavour_3843,src_Event_3670
src_Meeting_2460,src_Badge_1939
src_Intellectual-Construct_4455,src_Period_1530
src_Social-Group_3750,src_Religious-Symbol_1138
src_Pollution_674,src_Magnate_3601
src_Vehicle_1558,src_Vehicle_4689
src_Religious-Movement_4982,src_Election_3738
src_Engineer_4413,src_Abstract-Notion_1918
src_Conceptual-Object_3891,src_League_4460
src_Political-Region_4054,src_Intra-State-Group_4756
src_Commodity_736,src_Entertainer_4332
src_Engineer_4838,src_Legislation_3597
src_Vehicle_3696,src_Trades-Unionist_4341
src_Clerical-Leader_2964,src_Church-Reformer_1745
src_National-Symbol_2285,src_Prince_3607
src_Functionary_2810,src_Measurable-Trend_3222
src_Sportsman_4489,src_Pope_3818
src_Functionary_121,src_Economic-Process_4232
src_Population-Movement_2591,src_Individual_610
src_Crime_3632,src_Natural-Object_4823
src_Educational-Organisation_2182,src_Ecclesiarch_4362
src_Art-Form_4806,src_Trades-Union_741
src_Pamphlet_4677,src_Physician_1067
src_Uprising_4019,src_Religious-Practice_2023
src_Sculptor_4912,src_Abstract-Notion_836
src_Religious-Leader_3587,src_Geographical-Feature_3673
src_Masonic-Lodge_4601,src_Economic-Organisation_4424
src_Fictional-Person_4490,src_Conductor_388
src_Abstract-Notion_3735,src_Village_3253
src_Educational-Organisation_2544,src_Masonic-Lodge_986
src_Art-Form_1474,src_Sportsman_2465
src_Other-Religious-Person_1509,src_Geographer_3677
src_Religious-Organisation_4300,src_Religious-Movement_1477
src_Intellectual-Movement_1286,src_Saint_4789
src_Animal_4233,src_Scientist_4099
src_Fictional-Event_2078,src_Creator_3641
src_King_3567,src_Artistic-Movement_4730
src_Queen_1909,src_Role_2
src_Leader_774,src_National-Symbol_3606
src_Military-Person_1252,src_Location-Part-Relation_573
src_Train_4673,src_Military-Person_602
src_Criminal_4670,src_Sculptor_1047
src_Political-Symbol_4211,src_Masonic-Lodge_4815
src_Secular-Leader_3897,src_Commodity_4056
src_Conceptual-Object_835,src_Religious-Order_1316
src_Management-Organisation_882,src_Church_4275
src_Queen_4231,src_Engineer_334
src_Creator_540,src_Building_2386
src_Non-Military-Conflict_1044,src_Ecclesiarch_4694
src_Creator_1089,src_Religious-Practice_3083
src_Jurist_12,src_Event_1352
src_Sportsman_1662,src_Building_3567
src_Author_149,src_Trades-Unionist_232
src_Educational-Organisation_4915,src_Theologian_783
src_FuzzyTemporalInterval_2321,src_Field-of-Knowledge_3140
src_International-Organisation_504,src_Symbol_759
src_Religious-Leader_3024,src_Public-Oration_3190
src_Badge_3945,src_Trade-Association_1757
src_Entertainer_3903,src_Animal_1305
src_Public-Oration_3787,src_Ideology_3097
src_Artistic-Style_2923,src_Ideology_2721
src_Period-in-Office_188,src_Cultural-Organisation_3324
src_Organisation_4902,src_Idea_2085
src_Dancer_2662,src_Criminal_2402
src_Painting_4881,src_Entertainer_4030
src_Person_2619,src_Water_1906
src_Magnate_2888,src_Social-Group_3991
src_Field-of-Knowledge_3482,src_Painting_2330
src_Ecclesiarch_113,src_Fictional-Person_2420
src_Military-Person_4704,src_Architect_4213
src_Idea_2412,src_Engineer_3317
src_Head-of-State_920,src_Battle_3087
src_Scientist_3443,src_Settlement_2938
src_Animal_4379,src_Artist_4685
src_Secular-Ideology_4547,src_Location-Part-Relation_1046
src_War_2144,src_Geographer_1038
src_Building_3569,src_Battle_1221
src_Location_2829,src_Trade-Association_2662
src_Philosopher_3158,src_Creator_3327
src_Sultan_4371,src_Physician_4528
src_Secular-Movement_4451,src_Artist_3685
src_Battle_3757,src_Symbol_1961
src_Ecclesiarch_1653,src_Geographical-Region_4601
src_Religious-Practice_1473,src_Category_682
src_Social-Stratum_961,src_Scandal_4584
src_Pastime_1845,src_International-Alliance_3412
src_Artist_3544,src_Military-Unit_1976
src_Geographer_1618,src_Educational-Organisation_3523
src_Economic-Enterprise_2700,src_Life-Event_1140
src_Time-Dependent-Relation_2156,src_Jurist_3764
src_Cultural-Organisation_2105,src_Movement_3509
src_Badge_4928,src_Location-Part-Relation_4176
src_Newspaper_3892,src_International-Alliance_2176
src_Sculptor_1829,src_FuzzyTemporalInterval_2569
src_Religious-Community_2103,src_Newspaper_4604
src_Time-Dependent-Relation_227,src_Ship_850
src_League_2394,src_Writing_3130
src_Dancer_2630,src_Military-Unit_1553
src_Sultan_1699,src_Work-of-Art_789
src_Time_346,src_Scientific-Instrument_1342
src_Fictional-Event_535,src_Military-Organisation_2426
src_Location-Part-Relation_2136,src_Painting_4115
src_FuzzyTemporalInterval_1990,src_Religious-Community_3446
src_Trial_3776,src_FuzzyTemporalInterval_139
src_Physician_474,src_Journal_1316
src_Treaty_293,src_Ritual_4013
src_Religious-Symbol_2088,src_Church-Reformer_4126
src_Philosopher_2172,src_Architect_1447
src_Fictional-Person_4981,src_Discoverer_2401
src_Population-Movement_3092,src_Military-Unit_501
src_Governmental-Organisation_1753,src_War_843
src_Other-Religious-Leader_798,src_Other-Religious-Leader_1905
src_Ecclesiarch_1375,src_Political-Organisation_3710
src_Art-Form_2094,src_Musician_4074
src_Head-of-Government_4938,src_Artefact_1644
src_Intra-State-Group_1735,src_Board_4391
src_Economic-Enterprise_2586,src_Cultural-Agreement_250
src_Flavour_2403,src_Church-Reformer_675
src_Church_2268,src_Technical-Scientific-Advance_4455
src_Person_377,src_Scandal_4440
src_Jurist_2189,src_Saint_4852
src_Ideology_3572,src_Time-Dependent-Relation_349
src_Cathedral_3456,src_Pope_4379
src_Economic-Symbol_4986,src_Location_210
src_Diplomat_4738,src_Economic-Organisation_2153
src_Relic_1778,src_Ethnic-Group_4905
src_Fictional-Person_3020,src_Board_1029
src_Astronaut_1516,src_Politician_2988
src_Treaty_3721,src_Magnate_3449
src_Abbey_2548,src_Geographer_4387
src_Painter_3747,src_Trades-Unionist_1326
src_Board_1248,src_Musician_3573
src_Language_2321,src_Military-Organisation_2113
src_Disaster_565,src_Village_3507
src_Management-Organisation_2940,src_Representative-Institution_3250
src_Period-in-Office_4581,src_Economic-Organisation_1714
src_Theologian_3701,src_Engineer_3617
src_Piece-of-Music_3171,src_Economic-Process_855
src_Cathedral_3553,src_Meeting_4425
src_Religious-Ideology_3612,src_Location_3482
src_Conceptual-Object_364,src_Piece-of-Music_447
src_Armament_943,src_Publisher_2653
src_Abstract-Notion_3961,src_Scientific-Instrument_1362
src_Secular-Movement_3798,src_Vehicle_3548
src_Political-Region_4271,src_Individual_1826
src_Measurable-Trend_2299,src_Event_4493
src_Battle_3117,src_Head-of-Government_1402
src_Village_2251,src_Religious-Leader_679
src_Trades-Unionist_158,src_Creator_2943
src_Religious-Symbol_141,src_Art-Form_2860
src_Secular-Movement_1421,src_Religious-Order_576
src_Philanthropist_4540,src_Conceptual-Object_2296
src_Period-in-Office_3659,src_Secular-Ideology_1494
src_Category_3416,src_Secular-Leader_2825
src_TemporalInterval_4771,src_Head-of-Government_963
src_Abbey_4769,src_Abstract-Notion_247
src_Economic-Symbol_3380,src_Party_2109
src_Book_1500,src_Object_907
src_TemporalInterval_582,src_Church-Reformer_4329
src_League_3018,src_Time-Dependent_1265
src_Religious-Community_1843,src_Psychologist_58
src_Symbol_304,src_Entertainer_4568
src_War_3719,src_Secular-Leader_2209
src_Sportsman_289,src_Queen_974
src_Idea_2737,src_Political-Symbol_4756
src_Queen_1613,src_Religious-Community_2550
src_Journal_4839,src_Population-Movement_489
src_Geographical-Region_2646,src_Intellectual-Construct_2395
src_Abstract-Notion_3125,src_Sportsman_577
src_Film-Maker_4053,src_Foreign-Minister_4332
src_Discoverer_1718,src_Pamphlet_4919
src_Object_2473,src_Economic-Enterprise_4512
src_Criminal_4745,src_Economic-Enterprise_2080
src_Geographer_1327,src_Conductor_3257
src_Dynasty_3029,src_Painter_3819
src_Public-Oration_1866,src_Trade-Association_970
src_Criminal_2548,src_Intra-State-Group_3104
src_Social-Stratum_1196,src_Religious-Ideology_2619
src_Scientist_4531,src_Measurable-Trend_2418
src_Business-Leader_2747,src_Stereotype-Group_345
src_Religious-Ideology_1200,src_Book_4599
src_Animal_4693,src_Psychologist_144
src_Creator_3970,src_Educational-Organisation_988
src_Treaty_3115,src_Astronaut_3531
src_Geographical-Region_3004,src_King_1411
src_Masonic-Lodge_2065,src_Magnate_2919
src_Other-Religious-Person_2002,src_Geographical-Discovery_3302
src_King_3156,src_Jurist_3798
src_Criminal_482,src_Intellectual-Movement_1595
src_Village_3002,src_Board_2063
src_Religious-Leader_4156,src_Time_1423
src_Business-Leader_2437,src_Public-Oration_4608
src_Abstract-Notion_2546,src_Political-Region_2717
src_Disaster_4320,src_Book_3702
src_Technical-Scientific-Advance_424,src_Liturgical-Object_3166
src_Religious-Practice_495,src_Religious-Community_4313
src_Painter_4036,src_Head-of-State_4352
src_Disaster_4211,src_Physician_2523
src_Theologian_2679,src_Period_3418
src_Economic-Enterprise_4819,src_Food_3831
src_Dynasty_489,src_Public-Oration_2779
src_Crime_4412,src_War_748
src_Building_224,src_Ethnic-Group_3311
src_Magnate_1826,src_Economic-Enterprise_2720
src_Geographical-Region_793,src_Trades-Unionist_1196
src_Musician_2844,src_Political-Region_4535
src_Social-Group_2541,src_Flavour_134
src_Field-of-Knowledge_59,src_Abbey_2923
src_Social-Group_77,src_Politician_1273
src_Armament_4218,src_Saint_3291
src_Foreign-Minister_3374,src_Ideology_797
src_Party_4919,src_International-Alliance_2006
src_Time_830,src_Entertainer_2793
src_Field-of-Knowledge_160,src_Clerical-Leader_4646
src_Ritual_2324,src_Role_1274
src_Geographical-Discovery_2991,src_Period_2000
src_City_67,src_Church-Reformer_3354
src_Artist_4790,src_Abbey_1592
src_Sculptor_2343,src_Artistic-Movement_2363
src_Trade-Association_4139,src_Ethnic-Group_4247
src_Stereotype-Group_3853,src_Painting_3195
src_Geographical-Discovery_469,src_Food_3774
src_Church-Reformer_2879,src_Monastery_712
src_Location_1676,src_Creator_4946
src_Event_1390,src_Painter_2051
src_Religious-Leader_3796,src_War_3720
src_Magnate_2413,src_City_518
src_Book_850,src_Religious-Order_639
src_Newspaper_980,src_Ideology_4920
src_Water_4869,src_Creator_4235
src_Category_3026,src_Head-of-Government_3317
src_Dynasty_2526,src_Intra-State-Group_1789
src_Election_1386,src_Time-Dependent-Relation_2776
src_Artist_1432,src_Military-Unit_1869
src_Location_2438,src_Conceptual-Object_4026
src_Representative-Institution_1552,src_Abbey_3219
src_Badge_1343,src_Church_577
src_Secular-Leader_2901,src_Religious-Organisation_4799
src_Trial_3522,src_Board_2204
src_Masonic-Lodge_680,src_Political-Region_158
src_Clothing_2707,src_Animal_2188
src_Professor_1093,src_Dramaturge_3437
src_Artistic-Movement_4366,src_Category_970
src_Pollution_2712,src_Train_3613
src_Intellectual-Movement_2928,src_Painting_3141
src_War_808,src_Artistic-Movement_3303
src_Scientific-Instrument_1250,src_Election_3131
src_Natural-Object_3271,src_Location_3736
src_Ritual_2494,src_National-Symbol_1068
src_Work-of-Art_1096,src_City_1627
src_Village_1199,src_Country_2571
src_Religious-Leader_2511,src_Painter_1315
src_Role_1773,src_Artistic-Movement_1814
src_Religious-Symbol_2708,src_Party_2408
src_Scientist_2758,src_King_3251
src_City_1583,src_Monastery_3854
src_Piece-of-Music_4870,src_Intellectual-Movement_3835
src_International-Organisation_4805,src_Liturgical-Object_4868
src_Cathedral_2383,src_Economist_113
src_Theologian_633,src_Illness_1280
src_Trades-Union_2401,src_Dramaturge_4777
src_Pollution_4187,src_Social-Stratum_1429
src_Legislation_1539,src_Church_3779
src_Pastime_2452,src_Management-Organisation_4566
src_Fictional-Person_1823,src_Crime_2487
src_Political-Symbol_47,src_Economic-Enterprise_3874
src_Cathedral_3969,src_Vehicle_735
src_Economist_378,src_Art-Form_2808
src_Period-in-Office_4192,src_Geographer_650
src_Object_290,src_VicodiOI_3618
src_Pastime_2356,src_Economic-Organisation_1725
src_Foreign-Minister_322,src_Public-Oration_4779
src_Art-Form_2533,src_Head-of-State_3529
src_Person-Role_1940,src_Meeting_891
src_Psychologist_802,src_Astronaut_4450
src_Creator_3413,src_Political-Organisation_455
src_Time-Dependent_3055,src_Leader_2772
src_Painting_1749,src_Painter_459
src_Language_2685,src_Ideology_1358
src_Category_4076,src_Religious-Order_354
src_Scientific-Instrument_4605,src_Pope_4872
src_Abstract-Notion_3110,src_Psychologist_4153
src_Period_653,src_Language_1094
src_Conductor_3200,src_Time-Dependent_4057
src_Scientific-Instrument_3745,src_Clerical-Leader_1796
src_Uprising_1136,src_Religious-Leader_2764
src_Symbol_4186,src_Animal_3801
src_Period_3992,src_Trial_3669
src_Economic-Enterprise_634,src_Art-Form_4230
src_Film-Maker_1922,src_Politician_1826
src_Emperor_502,src_Functionary_262
src_Fictional-Event_1461,src_Field-of-Knowledge_4307
src_Category_1010,src_Dancer_3669
src_Clerical-Leader_3078,src_Badge_4193
src_Pollution_2232,src_Head-of-Government_531
src_Sculptor_4943,src_Political-Symbol_4098
src_Dramaturge_4385,src_Disease_3968
src_Uprising_4988,src_Theologian_2105
src_Non-Military-Conflict_585,src_Politician_647
src_Criminal_1160,src_Political-Symbol_2032
src_Criminal_4087,src_Minister_245
src_Art-Form_2636,src_University_3463
src_Ritual_4242,src_Social-Group_832
src_Dynasty_1496,src_Armament_1355
src_Work-of-Art_4060,src_Ship_570
src_Painting_255,src_Philanthropist_1442
src_Painting_2882,src_Idea_597
src_Religious-Movement_1991,src_Social-Group_859
src_Landmark_3258,src_Book_4206
src_Economic-Process_982,src_Painter_329
src_Monastery_4060,src_Armament_2739
src_Person-Role_1822,src_Cleric_4758
src_Trade-Association_1257,src_Sportsman_1895
src_Trade-Association_2625,src_Period-in-Office_2049
src_Secular-Movement_3318,src_Psychologist_371
src_Building_3717,src_Settlement_1978
src_Board_2473,src_Period_4324
src_Economic-Process_3168,src_Religious-Organisation_3779
src_Head-of-Government_266,src_Religious-Movement_1593
src_Journal_4700,src_Cleric_4542
src_Illness_3643,src_Painting_3660
src_Management-Organisation_1620,src_Geographical-Region_763
src_University_160,src_Functionary_622
src_Clerical-Leader_677,src_Fictional-Person_1592
src_Criminal_2672,src_Minister_1108
src_Sultan_2917,src_Non-Military-Conflict_4665
src_Cultural-Agreement_3233,src_Abstract-Notion_726
src_Illness_1983,src_Time_3959
src_Trade-Association_2503,src_Sculpture_3700
src_Train_4165,src_Military-Organisation_834
src_TemporalInterval_1669,src_Ritual_4329
src_Dramaturge_3332,src_Dancer_3178
src_Minister_2113,src_Relic_4946
src_Minister_4379,src_Secular-Movement_4471
src_Location_1116,src_Settlement_3277
src_Non-Military-Conflict_491,src_Category_326
src_Intellectual-Movement_4008,src_Astronaut_4516
src_Category_1304,src_Military-Unit_4548
src_Scientific-Instrument_2112,src_Scientific-Instrument_905
src_Settlement_3133,src_Commodity_4066
src_Leader_3642,src_Theologian_1402
src_Military-Organisation_4140,src_Illness_4465
src_Economic-Organisation_3648,src_Crime_2219
src_Organisation_1260,src_Vehicle_4549
src_Other-Religious-Leader_1706,src_Other-Religious-Person_1304
src_Social-Group_4080,src_Building_244
src_Geographical-Discovery_269,src_Writing_1050
src_Criminal_4438,src_Sculpture_2086
src_Astronaut_2318,src_Creator_1839
src_Armament_2501,src_Treaty_1932
src_Country_4863,src_Crime_4620
src_Religious-Practice_3221,src_Liturgical-Object_2850
src_Person-Role_1385,src_Religious-Symbol_4748
src_Sportsman_3362,src_Creator_3686
src_Technical-Scientific-Advance_2248,src_Role_128
src_Field-of-Knowledge_689,src_Cultural-Agreement_3160
src_Religious-Movement_3506,src_Philosopher_1197
src_Category_1769,src_Creator_842
src_Role_2407,src_Masonic-Lodge_2227
src_Economic-Process_1939,src_VicodiOI_4128
src_Discoverer_3914,src_Political-Region_4171
src_Abstract-Notion_1658,src_Politician_1670
src_Structure_845,src_Criminal_4054
src_Treaty_3587,src_Astronaut_854
src_Meeting_4033,src_University_1914
src_Military-Person_2462,src_Journalist_1905
src_Person_1867,src_Management-Organisation_3717
src_Military-Unit_890,src_Head-of-Government_3707
src_Idea_3287,src_Trade-Association_1393
src_Philanthropist_3748,src_Population-Movement_3089
src_Economic-Symbol_977,src_Political-Organisation_1945
src_Population-Movement_4640,src_Ecclesiarch_1467
src_Military-Organisation_2175,src_Public-Oration_4176
src_Masonic-Lodge_3414,src_Ideology_2052
src_Artistic-Style_4296,src_Geographical-Feature_4894
src_Cleric_2518,src_Organisation_1783
src_Economic-Enterprise_4823,src_Representative-Institution_4540
src_National-Symbol_4308,src_TemporalInterval_1289
src_Period_3543,src_Vehicle_868
src_Head-of-Government_1996,src_Secular-Leader_4
src_Economic-Enterprise_3160,src_Disaster_1380
src_Field-of-Knowledge_614,src_Creator_1007
src_Other-Religious-Person_520,src_Meeting_273
src_Masonic-Lodge_4411,src_Abbey_3656
src_Movement_1795,src_Geographer_2550
src_Physician_2181,src_Artefact_3612
src_Journal_2660,src_Symbol_3172
src_Entertainer_3306,src_Governmental-Organisation_2355
src_Stereotype-Group_1864,src_Engineer_2329
src_Disaster_3594,src_Political-Organisation_943
src_Discoverer_2569,src_Disaster_731
src_Publisher_252,src_Masonic-Lodge_3443
src_Meeting_873,src_Political-Organisation_460
src_Educational-Organisation_1108,src_Election_613
src_Cultural-Agreement_3082,src_Saint_3621
src_Movement_2520,src_Board_526
src_Period-in-Office_3324,src_Language_524
src_Psychologist_1077,src_Secular-Ideology_510
src_Pastime_791,src_Landmark_4296
src_Environment_1022,src_Journalist_2554
src_Actor_4108,src_Book_3625
src_Cultural-Organisation_2101,src_Religious-Movement_4480
src_Period-in-Office_999,src_Secular-Leader_1531
src_Time-Dependent_4056,src_Entertainer_831
src_Person-Role_1663,src_Structure_3841
src_Category_5,src_Economic-Symbol_74
src_Geographical-Discovery_2420,src_Time-Dependent-Relation_3539
src_Train_4493,src_Political-Region_435
src_Religious-Symbol_3904,src_Religious-Practice_4602
src_Philanthropist_4164,src_Technical-Scientific-Advance_249
src_Saint_959,src_Prince_1233
src_Political-Symbol_1319,src_Governmental-Organisation_4324
src_Creator_3318,src_Ship_763
src_Trades-Unionist_4348,src_Entertainer_2797
src_Movement_1382,src_Sportsman_3817
src_Food_3621,src_Artistic-Movement_1009
src_Artist_4010,src_Disaster_4787
src_Train_1124,src_Entertainer_1620
src_Journal_1164,src_Philosopher_243
src_Election_2184,src_Village_2488
src_Period_436,src_Physician_2951
src_International-Alliance_3119,src_Creator_4101
src_Country_4536,src_Saint_3110
src_Minister_121,src_Time_312
src_Criminal_3076,src_City_2767
src_Magnate_4107,src_Publisher_2814
src_Field-of-Knowledge_3964,src_Meeting_4943
src_Scientist_712,src_Secular-Ideology_4087
src_War_3573,src_Musician_4897
src_Ritual_3705,src_Building_2917
src_Cathedral_1863,src_Pope_4469
src_Train_3702,src_Geographical-Discovery_2668
src_Secular-Ideology_1541,src_Criminal_4859
src_Artefact_1059,src_Trades-Union_26
src_Public-Oration_4706,src_Fictional-Event_3015
src_Professor_4764,src_Trade-Association_1597
src_Religious-Movement_509,src_Monastery_3844
src_Foreign-Minister_1160,src_Journal_1313
src_Religious-Order_4038,src_Politician_2491
src_Intra-State-Group_1888,src_Organisation_3994
src_Religious-Leader_2294,src_Time_875
src_Secular-Leader_3681,src_Functionary_2571
src_Astronaut_4026,src_Sculptor_160
src_Military-Person_4021,src_Person_15
src_Abbey_3008,src_Diplomat_573
src_Artist_4702,src_Cathedral_3214
src_Book_1649,src_Social-Stratum_1323
src_Disease_2923,src_Disaster_1756
src_Book_341,src_Individual_4778
src_Train_1944,src_Geographical-Discovery_4855
src_Professor_3913,src_Environment_1805
src_Movement_3106,src_Social-Group_3360
src_Conceptual-Object_1459,src_Board_856
src_Engineer_3288,src_Painter_4190
src_FuzzyTemporalInterval_860,src_Educational-Organisation_2643
src_Public-Oration_491,src_Trades-Union_712
src_Party_3413,src_Natural-Object_4349
src_War_478,src_Settlement_3281
src_Clerical-Leader_850,src_Movement_2331
src_Artistic-Style_2134,src_Secular-Ideology_163
src_Time-Dependent-Relation_161,src_Person-Role_480
src_Person-Role_4746,src_Theologian_3055
src_Movement_1251,src_Organisation_2997
src_Politician_163,src_Foreign-Minister_297
src_Masonic-Lodge_90,src_Leader_1016
src_Population-Movement_1189,src_Election_3326
src_Event_1793,src_Philanthropist_1870
src_Masonic-Lodge_3028,src_Uprising_2342
src_Painting_623,src_Writing_2834
src_Treaty_4103,src_Book_468
src_Film-Maker_1867,src_Journal_4637
src_Philanthropist_2792,src_Badge_3331
src_Architect_4136,src_Environment_3822
src_Geographical-Discovery_4642,src_Cultural-Organisation_2496
src_Flavour_4522,src_TemporalInterval_1153
src_Discoverer_3689,src_League_4940
src_Architect_2263,src_Building_1282
src_Time-Dependent-Relation_4413,src_Armament_2993
src_Stereotype-Group_2143,src_Life-Event_3960
src_Person-Role_4910,src_Board_3954
src_Artistic-Style_3380,src_Work-of-Art_1268
src_Philosopher_785,src_Structure_3989
src_Scientist_3658,src_Conceptual-Object_2177
