src_Location-Part-Relation_2721,src_Journalist_4145
src_Cleric_2786,src_Economic-Process_1919
src_Movement_374,src_VicodiOI_4608
src_Book_4899,src_Armament_2089
src_Military-Organisation_4044,src_Monastery_4509
src_Military-Organisation_1010,src_Saint_4266
src_National-Symbol_2328,src_Ship_2902
src_Sculptor_1324,src_Relic_3414
src_Religious-Movement_1602,src_Entertainer_4844
src_Work-of-Art_1235,src_Masonic-Lodge_3108
src_National-Symbol_186,src_Educational-Organisation_99
src_Religious-Leader_2255,src_Head-of-State_4461
src_Painting_2469,src_Election_1689
src_Person_1198,src_Object_603
src_International-Organisation_926,src_Professor_2271
src_Head-of-State_1628,src_Economist_4189
src_Diplomat_501,src_Armament_1413
src_Flavour_4387,src_Trades-Union_847
src_Other-Religious-Leader_3571,src_Inventor_3871
src_Composer_3332,src_Painter_4724
src_Cultural-Organisation_1531,src_Trades-Unionist_1540
src_Structure_4852,src_Fictional-Event_1814
src_FuzzyTemporalInterval_4723,src_Sculpture_1131
src_Intra-State-Group_2456,src_FuzzyTemporalInterval_1529
src_Religious-Leader_904,src_Representative-Institution_118
src_Other-Religious-Leader_576,src_Theologian_789
src_Building_3629,src_Functionary_2104
src_Theologian_1663,src_Pamphlet_1595
src_Business-Leader_2932,src_Scandal_4264
src_Building_4040,src_Economic-Enterprise_4373
src_Cleric_2458,src_Creator_3030
src_Illness_954,src_Religious-Community_1535
src_Other-Religious-Leader_4071,src_Pamphlet_4443
src_Religious-Ideology_3141,src_Military-Organisation_3298
src_Journalist_2011,src_Measurable-Trend_2642
src_Period-in-Office_667,src_Dramaturge_4453
src_Fictional-Person_3754,src_Social-Group_4059
src_Author_1559,src_Artefact_244
src_City_1576,src_Economic-Enterprise_2828
src_Individual_4552,src_National-Symbol_2795
src_Diplomat_4054,src_Organisation_40
src_Secular-Ideology_207,src_Philanthropist_2169
src_Economic-Process_122,src_Pamphlet_1922
src_Battle_2452,src_Sultan_4112
src_Trades-Unionist_3682,src_Pope_2448
src_Life-Event_2684,src_Intra-State-Group_4048
src_Professor_3818,src_Badge_4226
src_Crime_277,src_Ethnic-Group_3081
src_Intra-State-Group_3920,src_Military-Person_2497
src_Ethnic-Group_3200,src_War_2655
src_Journal_3078,src_Trade-Association_4434
src_Journalist_1758,src_Fictional-Event_701
src_Engineer_1632,src_Time_339
src_Religious-Symbol_2395,src_Scientific-Instrument_165
src_Scientist_833,src_Time_3978
src_Trades-Union_2022,src_Abbey_3948
src_Politician_418,src_Physician_3539
src_Non-Military-Conflict_2958,src_Treaty_2096
src_Period-in-Office_2563,src_Train_2496
src_Cleric_1054,src_Religious-Practice_1451
src_Leader_2959,src_Technical-Scientific-Advance_1592
src_Sculptor_4337,src_Measurable-Trend_1471
src_Minister_4740,src_Crime_1794
src_Object_1630,src_Dynasty_2081
src_Time-Dependent-Relation_2832,src_Cultural-Organisation_1129
src_Country_4572,src_Flavour_1336
src_Diplomat_4053,src_VicodiOI_975
src_Engineer_775,src_Inventor_4228
src_Location_1901,src_Public-Oration_4235
src_Artefact_249,src_Religious-Movement_2065
src_Ship_989,src_Clothing_3397
src_Economic-Enterprise_4689,src_Organisation_3667
src_Crime_814,src_Conceptual-Object_4486
src_Management-Organisation_2935,src_Pastime_98
src_Philanthropist_4975,src_Scientist_2195
src_Time_1661,src_Cultural-Agreement_4085
src_Religious-Order_532,src_Technical-Scientific-Advance_209
src_Educational-Organisation_2487,src_Business-Leader_688
src_Building_1994,src_Astronaut_2383
src_Battle_2979,src_Art-Form_1335
src_Artistic-Movement_463,src_Pope_1248
src_Disease_1210,src_Ecclesiarch_1258
src_Badge_3718,src_Conductor_3504
src_League_4940,src_Sportsman_2865
src_Sculpture_2553,src_Board_332
src_Diplomat_2143,src_Minister_4071
src_Film-Maker_2253,src_Flavour_2132
src_Fictional-Person_2441,src_Period-in-Office_65
src_Representative-Institution_2497,src_Economic-Process_355
src_City_1761,src_Disaster_3670
src_Art-Form_926,src_Economic-Enterprise_1091
src_Religious-Community_1369,src_Religious-Order_2350
src_Saint_3999,src_Artistic-Style_3746
src_Magnate_4998,src_Ethnic-Group_164
src_Scientific-Instrument_2346,src_Individual_4625
src_Trade-Association_4686,src_Life-Event_1605
src_Party_2438,src_Prince_1137
src_Relic_1360,src_Period_3880
src_Time-Dependent_4347,src_Individual_1742
src_Journalist_1895,src_Ritual_2629
src_Public-Oration_132,src_Trades-Unionist_1758
src_Theologian_1031,src_Geographer_1977
src_Landmark_2671,src_Emperor_4312
src_International-Organisation_4438,src_Architect_3678
src_Secular-Movement_2771,src_Fictional-Event_4207
src_Conductor_3444,src_Military-Unit_3700
src_University_560,src_Leader_447
src_Battle_698,src_Conductor_2669
src_Sultan_1546,src_Period-in-Office_4684
src_Object_2582,src_Abbey_3322
src_Economist_2798,src_Person_375
src_Scandal_4165,src_Work-of-Art_1881
src_Conceptual-Object_355,src_Educational-Organisation_2474
src_Artefact_4647,src_Crime_2488
src_International-Alliance_2426,src_Entertainer_2417
src_Scientific-Instrument_1207,src_Author_280
src_Role_3758,src_Philosopher_1744
src_Crime_2424,src_Clerical-Leader_2876
src_Psychologist_1524,src_Flavour_2961
src_Artistic-Movement_1936,src_Time-Dependent_4073
src_Movement_4452,src_City_1253
src_Movement_3800,src_Dynasty_1750
src_Religious-Leader_837,src_Period_1232
src_Military-Organisation_4617,src_Dynasty_507
src_Movement_3716,src_Cultural-Organisation_1783
src_Period-in-Office_72,src_Village_1763
src_Representative-Institution_3485,src_Ecclesiarch_1050
src_Writing_1874,src_Functionary_1923
src_Head-of-State_416,src_Ritual_3636
src_Theologian_192,src_Geographer_818
src_Work-of-Art_4765,src_Religious-Movement_592
src_Commodity_1260,src_Painter_3553
src_Economic-Process_3840,src_Country_1915
src_King_1122,src_Clothing_3370
src_Book_2277,src_Geographical-Feature_3486
src_Monastery_2023,src_Prince_3723
src_Sportsman_2244,src_Publisher_3883
src_Treaty_2141,src_Painting_3778
src_Period_2094,src_Relic_4485
src_Military-Unit_3124,src_Social-Group_2879
src_Population-Movement_285,src_Social-Stratum_1594
src_Flavour_4010,src_Armament_1559
src_Time-Dependent-Relation_2031,src_Pollution_2450
src_Other-Religious-Leader_3740,src_Sportsman_172
src_Minister_1604,src_Badge_1198
src_Representative-Institution_2402,src_TemporalInterval_416
src_Commodity_507,src_Period-in-Office_4075
src_Military-Organisation_4350,src_Badge_3249
src_FuzzyTemporalInterval_624,src_Creator_1487
src_Cultural-Organisation_4261,src_Educational-Organisation_563
src_Geographical-Region_4145,src_Battle_504
src_Social-Stratum_916,src_Train_3732
src_Water_4491,src_Building_2346
src_Foreign-Minister_2115,src_Relic_2360
src_Psychologist_2809,src_Head-of-Government_2599
src_Religious-Order_3157,src_Battle_1778
src_Inventor_2917,src_International-Organisation_1294
src_Sportsman_2102,src_Philosopher_2477
src_Ethnic-Group_4221,src_Diplomat_1566
src_Secular-Leader_731,src_Location_4996
src_Political-Region_191,src_Treaty_1945
src_Cleric_4437,src_Intra-State-Group_128
src_Scientific-Instrument_948,src_Economic-Process_1980
src_Role_933,src_Event_695
src_Object_144,src_Leader_4267
src_Leader_2569,src_Event_1959
src_Religious-Community_1463,src_Cultural-Organisation_855
src_Jurist_461,src_Dancer_4531
src_University_3266,src_FuzzyTemporalInterval_2553
src_Board_1979,src_Social-Stratum_2649
src_Masonic-Lodge_1232,src_FuzzyTemporalInterval_1510
src_Actor_51,src_Sultan_4452
src_Leader_2916,src_FuzzyTemporalInterval_666
src_Pastime_330,src_Book_1102
src_Village_1933,src_Sculptor_527
src_Artist_1351,src_Author_779
src_Life-Event_689,src_FuzzyTemporalInterval_4717
src_Theologian_417,src_War_3938
src_Relic_1080,src_Trades-Unionist_1897
src_Meeting_1954,src_Secular-Movement_4901
src_Social-Group_3775,src_Queen_4680
src_Field-of-Knowledge_1590,src_Object_1525
src_Emperor_193,src_Sculptor_4418
src_Political-Organisation_4076,src_Entertainer_3840
src_National-Symbol_1055,src_Emperor_3985
src_University_4963,src_Head-of-State_1949
src_Author_81,src_Queen_1913
src_Newspaper_2214,src_Scandal_2709
src_Water_2595,src_Time-Dependent-Relation_3111
src_Inventor_2880,src_Other-Religious-Person_2697
src_War_1992,src_Scientific-Instrument_3340
src_Life-Event_3440,src_Movement_456
src_Movement_1234,src_Religious-Community_3833
src_TemporalInterval_4358,src_Religious-Community_1343
src_Liturgical-Object_287,src_Scientist_1634
src_Sculpture_2619,src_Geographical-Discovery_896
src_Organisation_877,src_Business-Leader_3349
src_Armament_4765,src_Country_3710
src_Church-Reformer_1814,src_Settlement_1786
src_King_1016,src_Battle_1485
src_Military-Organisation_4972,src_Leader_674
src_Book_2317,src_Social-Stratum_1556
src_Relic_2702,src_Disaster_1521
src_Organisation_2118,src_Individual_20
src_Movement_4312,src_Economist_1749
src_Abstract-Notion_135,src_Philanthropist_3983
src_Leader_4575,src_Person_3958
src_Monastery_1199,src_Abstract-Notion_315
src_Sportsman_10,src_Discoverer_62
src_Relic_4612,src_Management-Organisation_655
src_Writing_4362,src_Artefact_2273
src_Ecclesiarch_3850,src_Piece-of-Music_67
src_Pope_4770,src_Creator_2243
src_International-Alliance_1476,src_Village_4849
src_Person-Role_2191,src_Dramaturge_1902
src_VicodiOI_2377,src_Time-Dependent-Relation_1880
src_Stereotype-Group_3912,src_Social-Group_1875
src_Journal_3200,src_Dancer_4509
src_Scandal_2422,src_Architect_3101
src_University_91,src_Language_2649
src_Political-Region_4613,src_Conductor_4012
src_Secular-Leader_2719,src_Cultural-Organisation_4936
src_Category_1177,src_Environment_3085
src_Discoverer_698,src_Battle_4358
src_Trial_1105,src_Masonic-Lodge_3980
src_Politician_3276,src_Abstract-Notion_3497
src_Psychologist_1671,src_Artistic-Style_1315
src_Dancer_4230,src_Scandal_3964
src_Painter_438,src_Religious-Order_4786
src_City_4661,src_Category_2783
src_Symbol_1346,src_Time_2375
src_Representative-Institution_711,src_Economic-Enterprise_2969
src_Architect_3643,src_Business-Leader_2581
src_Social-Group_492,src_Legislation_2368
src_Governmental-Organisation_401,src_Stereotype-Group_319
src_Geographer_3894,src_Symbol_3990
src_Village_89,src_Meeting_3219
src_Intellectual-Construct_1321,src_Queen_4739
src_Painter_254,src_Head-of-Government_232
src_Role_899,src_Other-Religious-Person_4975
src_Educational-Organisation_3168,src_Painter_3354
src_Discoverer_4748,src_Ethnic-Group_750
src_Idea_2408,src_Discoverer_2979
src_Technical-Scientific-Advance_4631,src_Public-Oration_515
src_Business-Leader_4497,src_Natural-Object_121
src_Religious-Movement_2975,src_Village_904
src_Sultan_912,src_Trades-Union_1237
src_Intellectual-Construct_2442,src_Trades-Unionist_3242
src_Technical-Scientific-Advance_789,src_Clothing_3719
src_Dynasty_3329,src_Functionary_1271
src_Religious-Order_55,src_Vehicle_2596
src_Relic_2981,src_Structure_752
src_Other-Religious-Leader_3747,src_Social-Group_3234
src_Management-Organisation_2963,src_Pastime_1353
src_Political-Region_662,src_Work-of-Art_3296
src_Criminal_4224,src_Symbol_3190
src_Trial_4381,src_Theologian_2385
src_Person-Role_78,src_Management-Organisation_3054
src_Ritual_1172,src_Symbol_3167
src_Organisation_1045,src_Geographer_1961
src_Scientist_4315,src_Painting_1401
src_Governmental-Organisation_4282,src_Scientist_3
src_Management-Organisation_4378,src_Theologian_3671
src_Water_2954,src_Religious-Organisation_1544
src_Vehicle_4742,src_Secular-Ideology_3138
src_Pamphlet_2975,src_Governmental-Organisation_3640
src_Social-Group_3081,src_Time-Dependent_2375
src_Military-Unit_850,src_Fictional-Event_4538
src_Foreign-Minister_941,src_Fictional-Event_2682
src_Scientific-Instrument_894,src_Disease_1050
src_Political-Organisation_4121,src_Settlement_4733
src_Building_4403,src_Language_2108
src_Village_2002,src_Ethnic-Group_912
src_Settlement_1937,src_Natural-Object_336
src_Theologian_2099,src_Location_232
src_Movement_2920,src_Musician_590
src_Economist_2509,src_Composer_4578
src_Period_3294,src_Scientific-Instrument_4273
src_Church-Reformer_2303,src_Relic_1006
src_Business-Leader_4888,src_Piece-of-Music_2814
src_Military-Organisation_766,src_Jurist_334
src_Pope_4478,src_Religious-Leader_2827
src_Clerical-Leader_1109,src_Economic-Symbol_854
src_Ritual_2883,src_Disaster_3498
src_University_670,src_Religious-Leader_75
src_Organisation_3499,src_Public-Oration_4397
src_Measurable-Trend_887,src_Person-Role_2422
src_Clerical-Leader_4275,src_Conductor_2625
src_Queen_1454,src_Village_2776
src_Physician_2140,src_War_1437
src_Conceptual-Object_29,src_Prince_829
src_Monastery_2280,src_Water_2146
src_Battle_2886,src_King_4867
src_Abstract-Notion_3235,src_International-Organisation_4850
src_Trade-Association_4390,src_Environment_1969
src_Actor_994,src_Military-Person_4178
src_FuzzyTemporalInterval_902,src_Secular-Leader_2906
src_Prince_2887,src_Religious-Order_4482
src_Legislation_1389,src_Emperor_1130
src_Governmental-Organisation_4170,src_Jurist_3433
src_Entertainer_3335,src_Event_4445
src_Geographical-Feature_2897,src_Political-Region_3971
src_City_2280,src_Artistic-Movement_1852
src_Military-Person_457,src_Board_1813
src_Symbol_2689,src_City_3609
src_Cleric_3857,src_Cultural-Organisation_2221
src_Environment_3938,src_Trades-Unionist_3447
src_Clerical-Leader_1182,src_City_3388
src_Geographer_1765,src_Actor_4661
src_Building_4361,src_Sculpture_4933
src_Jurist_4641,src_Artist_3098
src_Natural-Object_74,src_Church-Reformer_1157
src_Clothing_2668,src_Abstract-Notion_3111
src_Artistic-Style_3208,src_Dramaturge_2474
src_Leader_4192,src_Cathedral_4002
src_Scientific-Instrument_118,src_Other-Religious-Leader_1278
src_Representative-Institution_2102,src_Military-Person_4055
src_University_680,src_Political-Organisation_3923
src_Economic-Enterprise_4941,src_Ecclesiarch_3270
src_Representative-Institution_3915,src_Treaty_3695
src_Military-Organisation_163,src_Publisher_4666
src_Politician_4192,src_Queen_2967
src_Disease_746,src_Meeting_1494
src_Structure_4952,src_Stereotype-Group_4084
src_Clerical-Leader_2100,src_Religious-Community_3167
src_City_4337,src_Social-Group_3395
src_Village_247,src_VicodiOI_3574
src_Film-Maker_839,src_Trades-Unionist_1534
src_Physician_1666,src_Theologian_2493
src_Technical-Scientific-Advance_2915,src_Liturgical-Object_4390
src_Abbey_853,src_Religious-Community_2399
src_Food_1911,src_Geographical-Discovery_1674
src_Trade-Association_597,src_Head-of-State_3858
src_Engineer_2800,src_Object_463
src_Treaty_1125,src_Illness_1637
src_Functionary_514,src_Film-Maker_3511
src_Intellectual-Construct_1020,src_Actor_2036
src_Trades-Unionist_3623,src_Fictional-Person_603
src_Fictional-Person_1925,src_Intellectual-Movement_2297
src_Train_3232,src_Psychologist_2340
src_Theologian_266,src_Jurist_1554
src_Musician_1689,src_Painting_1187
src_Art-Form_4105,src_Painting_2464
src_Representative-Institution_2377,src_Leader_142
src_Psychologist_1695,src_Geographer_4315
src_Economic-Organisation_2375,src_Pollution_1036
src_Person_3950,src_Trades-Unionist_3600
src_Intra-State-Group_2190,src_Head-of-Government_4981
src_Ritual_3386,src_Public-Oration_1973
src_Food_4425,src_Artistic-Movement_1892
src_Meeting_3839,src_Political-Organisation_2361
src_Idea_1119,src_Dancer_1671
src_Battle_4189,src_Discoverer_406
src_Abstract-Notion_415,src_Musician_3739
src_Liturgical-Object_76,src_Journal_665
src_Trade-Association_3685,src_Badge_706
src_Natural-Object_120,src_Artist_4006
src_Other-Religious-Leader_4363,src_Magnate_422
src_Artist_4997,src_Astronaut_3614
src_Physician_3360,src_Meeting_1853
src_Musician_4179,src_Train_2314
src_Conductor_2828,src_Legislation_4293
src_City_1626,src_Person-Role_1838
src_Economic-Organisation_977,src_Economic-Enterprise_2022
src_Religious-Symbol_1847,src_Individual_2081
src_Treaty_1243,src_Physician_2677
src_Clothing_3021,src_Time-Dependent-Relation_4961
src_Religious-Symbol_1256,src_Ethnic-Group_4837
src_University_2148,src_Dynasty_450
src_Ethnic-Group_937,src_Illness_901
src_King_62,src_Musician_3765
src_Time-Dependent-Relation_3510,src_Journal_2798
src_Political-Organisation_3500,src_Language_2394
src_Engineer_3238,src_Fictional-Event_1252
src_Creator_4636,src_City_4176
src_Political-Symbol_404,src_Film-Maker_3186
src_Party_518,src_Functionary_2249
src_Geographical-Feature_2698,src_Astronaut_2504
src_Environment_1890,src_Illness_2753
src_Journalist_2649,src_Technical-Scientific-Advance_1222
src_Church-Reformer_531,src_Publisher_4966
src_Food_1550,src_Fictional-Event_4896
src_Trade-Association_326,src_Discoverer_2390
src_Vehicle_4399,src_Military-Organisation_353
src_Trades-Union_1443,src_Physician_357
src_Intellectual-Construct_2779,src_Population-Movement_3209
src_Saint_3762,src_Representative-Institution_2862
src_Object_1333,src_Non-Military-Conflict_3122
src_Geographical-Feature_2463,src_Professor_511
src_Cultural-Organisation_617,src_Educational-Organisation_1420
src_Trade-Association_207,src_Badge_4984
src_Treaty_4917,src_Event_1182
src_Field-of-Knowledge_224,src_Painting_1946
src_Armament_1985,src_Musician_4614
src_Location-Part-Relation_2820,src_Train_4705
src_Life-Event_4223,src_Educational-Organisation_4229
src_Location_798,src_Artistic-Style_4491
src_Publisher_731,src_Engineer_1837
src_Meeting_2002,src_Life-Event_2872
src_Intellectual-Construct_4803,src_Organisation_3212
src_Economic-Enterprise_3977,src_Scandal_994
src_Time-Dependent-Relation_15,src_Symbol_4033
src_Settlement_330,src_Religious-Symbol_4612
src_Trades-Unionist_3242,src_Fictional-Person_915
src_Geographical-Feature_3370,src_Religious-Organisation_3269
src_City_574,src_Idea_4431
src_Jurist_2692,src_Country_4540
src_Pope_1396,src_Technical-Scientific-Advance_4128
src_Economic-Process_2265,src_Criminal_610
src_Life-Event_1217,src_Intellectual-Movement_1566
src_Educational-Organisation_577,src_Treaty_1813
src_Trade-Association_3610,src_Stereotype-Group_1226
src_Other-Religious-Leader_4008,src_King_1913
src_Philosopher_3816,src_Building_333
src_Landmark_2801,src_Foreign-Minister_4286
src_Person-Role_1260,src_Geographical-Feature_950
src_Sculptor_2054,src_Queen_4127
src_Secular-Ideology_3140,src_Ecclesiarch_3483
src_Foreign-Minister_4525,src_Newspaper_1382
src_Masonic-Lodge_3795,src_Political-Symbol_860
src_Movement_3235,src_Vehicle_3699
src_Fictional-Event_3853,src_Clerical-Leader_4165
src_Ecclesiarch_2597,src_Fictional-Person_4868
src_Natural-Object_1223,src_Art-Form_3609
src_Head-of-State_562,src_Secular-Leader_1644
src_Social-Stratum_4555,src_Political-Symbol_2674
src_Religious-Symbol_4546,src_Economic-Symbol_4797
src_Intellectual-Movement_2025,src_Person_4326
src_Masonic-Lodge_2385,src_Category_4087
src_VicodiOI_2199,src_Conductor_3472
src_Vehicle_1212,src_Trades-Unionist_3649
src_Abstract-Notion_2170,src_Intellectual-Construct_1087
src_Masonic-Lodge_3794,src_Artistic-Style_1292
src_Artistic-Movement_746,src_Pastime_303
src_Church-Reformer_3387,src_Animal_4373
src_Trial_1593,src_Saint_635
src_Language_644,src_Engineer_330
src_League_1796,src_Pamphlet_2165
src_Representative-Institution_3337,src_Artistic-Movement_441
src_Uprising_2256,src_Individual_2465
src_Board_3913,src_Sculpture_4598
src_Leader_3269,src_Composer_1543
src_Crime_4870,src_Technical-Scientific-Advance_1787
src_TemporalInterval_14,src_Queen_3760
src_Measurable-Trend_2681,src_Period_550
src_Theologian_1255,src_Artist_1110
src_Relic_3713,src_Natural-Object_2912
src_Non-Military-Conflict_4765,src_Dynasty_958
src_Geographical-Feature_4053,src_Treaty_1147
src_Period_3457,src_Head-of-State_2782
src_Structure_4101,src_Conductor_1705
src_Symbol_1165,src_Religious-Ideology_2505
src_Role_1628,src_Journal_473
src_Journalist_1724,src_Newspaper_4895
src_Astronaut_4192,src_Dynasty_443
src_Functionary_2150,src_Settlement_552
src_TemporalInterval_1968,src_Ritual_3992
src_Country_3377,src_Philanthropist_3864
src_Discoverer_2661,src_Category_3685
src_Legislation_3441,src_Clerical-Leader_2153
src_Piece-of-Music_1161,src_Armament_4902
src_Scientific-Instrument_2936,src_Trial_3054
src_Dramaturge_482,src_Clothing_1621
src_Cathedral_2950,src_Emperor_3867
src_Disease_1663,src_Time-Dependent-Relation_4618
src_Population-Movement_1609,src_Representative-Institution_3280
src_Astronaut_2897,src_Building_1473
src_Artist_3598,src_Film-Maker_4461
src_Ship_1995,src_TemporalInterval_905
src_Emperor_2686,src_Building_2445
src_Artistic-Style_1874,src_Food_1817
src_Social-Stratum_1657,src_Cultural-Organisation_2637
src_Geographical-Discovery_1974,src_Train_3915
src_Location-Part-Relation_4590,src_Abstract-Notion_1915
src_Secular-Movement_3414,src_Non-Military-Conflict_451
src_Queen_4040,src_Treaty_4425
src_Geographer_2199,src_Church-Reformer_471
src_Fictional-Event_626,src_Foreign-Minister_4105
src_Person-Role_2006,src_Musician_885
src_Ecclesiarch_2403,src_Educational-Organisation_1152
src_Object_4472,src_Ethnic-Group_2321
src_Ritual_67,src_Natural-Object_3796
src_Author_2985,src_Sculpture_1254
src_International-Organisation_2011,src_Psychologist_520
src_Theologian_3145,src_Painting_1090
src_Clerical-Leader_4009,src_Head-of-State_2605
src_TemporalInterval_1248,src_Physician_1876
src_Scientific-Instrument_593,src_Non-Military-Conflict_3280
src_Dynasty_4275,src_Governmental-Organisation_959
src_Stereotype-Group_2476,src_Head-of-State_529
src_Scientist_4044,src_Theologian_2350
src_Badge_1828,src_Head-of-Government_2943
src_Foreign-Minister_3333,src_Clerical-Leader_407
src_Physician_4093,src_Management-Organisation_3118
src_Landmark_2429,src_Train_163
src_Head-of-State_654,src_Religious-Practice_2450
src_Train_3817,src_Uprising_1945
src_FuzzyTemporalInterval_1781,src_Writing_435
src_Person_4331,src_Work-of-Art_4336
src_Geographical-Discovery_2662,src_Intellectual-Construct_1802
src_Water_3927,src_Leader_1091
src_Creator_580,src_Cultural-Agreement_456
src_Public-Oration_3184,src_Intra-State-Group_1004
src_Clothing_3902,src_Politician_1554
src_Cleric_4535,src_Prince_2940
src_Entertainer_1531,src_Cultural-Organisation_313
src_Legislation_2172,src_Field-of-Knowledge_350
src_Public-Oration_1126,src_Inventor_68
src_Location_3386,src_Person-Role_1937
src_Representative-Institution_4282,src_Village_4462
src_Prince_695,src_Fictional-Person_2517
src_Magnate_4950,src_Church_2708
src_Pastime_3681,src_Food_4786
src_Trades-Union_3081,src_Settlement_3501
src_Role_3417,src_Creator_102
src_Conductor_2238,src_Symbol_4594
src_Social-Group_2459,src_Liturgical-Object_1213
src_War_521,src_Idea_2917
src_Geographical-Feature_348,src_Musician_3848
src_Ethnic-Group_392,src_Political-Region_3155
src_Person_3762,src_Sultan_4065
src_International-Organisation_923,src_Role_3548
src_King_1343,src_Film-Maker_4603
src_Conceptual-Object_604,src_Secular-Leader_1607
src_Management-Organisation_4750,src_Film-Maker_4219
src_Sportsman_4143,src_Clothing_1608
src_Person_2196,src_Professor_2811
src_Train_98,src_Book_2508
src_Person-Role_1991,src_Sculptor_1308
src_Composer_406,src_Time-Dependent_3377
src_Social-Stratum_2546,src_Fictional-Person_3032
src_Economist_787,src_Other-Religious-Leader_553
src_Political-Organisation_2927,src_Meeting_4032
src_Political-Region_935,src_Clothing_1509
src_Astronaut_1874,src_Environment_201
src_Public-Oration_2792,src_Philanthropist_187
src_Conductor_3300,src_Philosopher_1422
src_Religious-Practice_333,src_Social-Stratum_3289
src_Geographer_2678,src_Emperor_1260
src_Discoverer_3024,src_Musician_241
src_Military-Unit_2929,src_Scientific-Instrument_3886
src_Religious-Movement_790,src_War_822
src_Geographical-Region_2964,src_Governmental-Organisation_4390
src_Secular-Movement_2628,src_Location_1899
src_Geographical-Discovery_2013,src_Philanthropist_1262
src_Life-Event_3364,src_Artefact_3800
src_Sportsman_70,src_Disaster_3024
src_Stereotype-Group_2190,src_Geographical-Region_1054
src_Engineer_1929,src_Organisation_3971
src_TemporalInterval_1871,src_Battle_2375
src_Time-Dependent_1388,src_Ritual_1255
src_Dynasty_196,src_Creator_4561
src_Religious-Community_4790,src_Other-Religious-Leader_1029
src_Secular-Ideology_2111,src_International-Alliance_2978
src_Event_15,src_Cultural-Organisation_3185
src_Social-Stratum_1161,src_Battle_1210
src_Actor_1995,src_Book_3914
src_Political-Region_2206,src_Engineer_758
src_Head-of-State_1383,src_Governmental-Organisation_2614
src_Non-Military-Conflict_4100,src_Clerical-Leader_2016
src_Composer_4114,src_Social-Stratum_4312
src_Physician_2755,src_Trade-Association_1322
src_Symbol_2877,src_Military-Unit_3100
src_Head-of-State_2021,src_Head-of-Government_4218
src_Fictional-Person_4395,src_Religious-Movement_1159
src_Engineer_3487,src_Geographical-Region_4924
src_Criminal_3505,src_Ideology_4473
src_Public-Oration_2246,src_Country_1494
src_Pollution_1574,src_Commodity_3844
src_Geographical-Discovery_171,src_Painter_3716
src_Period-in-Office_156,src_Person-Role_3596
src_Cleric_2071,src_Disaster_3914
src_Physician_1365,src_Economic-Symbol_2742
src_Trades-Unionist_1630,src_Artefact_2848
src_King_4206,src_Governmental-Organisation_2955
src_Head-of-State_4384,src_Board_4917
src_Church-Reformer_4926,src_Foreign-Minister_4275
src_Economic-Process_3691,src_Functionary_2702
src_Religious-Organisation_4791,src_Sultan_3316
src_Animal_4978,src_Monastery_2973
src_Village_4460,src_Pollution_1067
src_Economist_488,src_Publisher_4620
src_Pamphlet_969,src_Other-Religious-Person_3560
src_Educational-Organisation_565,src_Diplomat_1489
src_Cultural-Agreement_4542,src_Economic-Symbol_4587
src_Head-of-State_4503,src_Trades-Union_170
src_Educational-Organisation_4012,src_Diplomat_3186
src_Business-Leader_3082,src_Food_1312
src_Functionary_373,src_Criminal_2675
src_Church-Reformer_1096,src_City_965
src_Monastery_495,src_Commodity_3652
src_Trial_3153,src_Object_2839
src_Train_2698,src_Church_3735
src_Disease_1796,src_Secular-Movement_2141
src_Clerical-Leader_3181,src_Painting_2594
src_Sculpture_4435,src_Intellectual-Construct_2958
src_University_2796,src_Scandal_1008
src_Entertainer_3819,src_Scientific-Instrument_207
src_Dancer_2036,src_Economic-Organisation_4211
src_Party_3001,src_Social-Group_2955
src_Secular-Leader_357,src_Economic-Enterprise_932
src_Object_541,src_Object_2906
src_Military-Person_431,src_Other-Religious-Person_2766
src_Leader_3698,src_Ritual_2812
src_Social-Group_525,src_Illness_1768
src_Technical-Scientific-Advance_3580,src_Cathedral_4573
src_Religious-Order_2708,src_Governmental-Organisation_4689
src_Church_1336,src_Economic-Process_4456
src_Trial_3276,src_Discoverer_4700
src_Water_1262,src_Organisation_3606
src_King_941,src_Geographical-Feature_796
src_Settlement_3586,src_Journalist_1878
src_City_2427,src_Legislation_3486
src_Organisation_4622,src_Trades-Unionist_3324
src_Sculpture_4435,src_Painting_2259
src_Minister_946,src_Party_3716
src_Uprising_67,src_Ideology_492
src_Trial_2260,src_Journalist_1117
src_Crime_2821,src_Secular-Movement_2742
src_Diplomat_1655,src_Conductor_2792
src_Treaty_2299,src_Period-in-Office_3110
src_Event_3360,src_Food_1031
src_Ritual_572,src_Actor_3628
src_Time-Dependent_4835,src_Disaster_3664
src_Geographical-Discovery_1878,src_Symbol_41
src_Philanthropist_2058,src_Leader_834
src_Theologian_3169,src_Work-of-Art_1442
src_Governmental-Organisation_2230,src_Book_3413
src_Head-of-Government_2882,src_Public-Oration_4924
src_Journal_1819,src_Sultan_3091
src_King_516,src_Economic-Organisation_3544
src_Secular-Leader_4992,src_Religious-Community_3155
src_Clothing_3624,src_Religious-Ideology_902
src_Secular-Leader_2956,src_Astronaut_4898
src_King_1150,src_Artist_2987
src_Masonic-Lodge_1650,src_Structure_305
src_Educational-Organisation_169,src_Fictional-Event_829
src_Train_1757,src_Dancer_1516
src_Role_2639,src_Scandal_4107
src_Economic-Process_1052,src_Period_2655
