src_Location_4978,src_Abbey_597
src_Sportsman_4619,src_Criminal_4966
src_Religious-Community_1387,src_Relic_4985
src_Composer_1200,src_Party_1464
src_Artistic-Movement_3355,src_Artefact_906
src_Liturgical-Object_2221,src_Minister_310
src_Piece-of-Music_2778,src_Geographical-Feature_4874
src_Disaster_1029,src_Village_4358
src_Foreign-Minister_1653,src_Religious-Symbol_2690
src_International-Alliance_2853,src_Environment_969
src_Commodity_586,src_Category_1521
src_Geographical-Feature_4029,src_Trades-Union_4840
src_Head-of-Government_2104,src_Treaty_2693
src_Crime_4365,src_Location_2591
src_Economic-Symbol_2386,src_Illness_918
src_Fictional-Person_1817,src_Painter_884
src_Head-of-State_2716,src_Geographer_3592
src_Artist_2470,src_Legislation_2447
src_Secular-Ideology_4628,src_Prince_1815
src_Disease_2906,src_Pastime_3177
src_Cultural-Agreement_3657,src_Religious-Symbol_4890
src_Period_2255,src_Painter_1726
src_Criminal_1895,src_Individual_266
src_Dynasty_2039,src_Uprising_1933
src_Relic_641,src_Symbol_1994
src_War_1273,src_Discoverer_2028
src_Architect_3797,src_Scientific-Instrument_1046
src_Author_1986,src_Person-Role_358
src_Battle_419,src_International-Alliance_797
src_Religious-Organisation_109,src_Leader_255
src_Military-Unit_2038,src_International-Organisation_4265
src_Symbol_3611,src_Foreign-Minister_35
src_Economic-Symbol_3680,src_Functionary_1212
src_Stereotype-Group_763,src_Sculptor_4212
src_Non-Military-Conflict_4386,src_Intellectual-Construct_1299
src_Scientific-Instrument_2442,src_Religious-Community_379
src_VicodiOI_4145,src_International-Organisation_2660
src_Cathedral_2467,src_Painter_4012
src_Environment_3545,src_Work-of-Art_3288
src_Country_865,src_Water_1148
src_Location-Part-Relation_3142,src_Economic-Organisation_987
src_Church-Reformer_3855,src_TemporalInterval_1220
src_Trades-Union_2326,src_Professor_4641
src_League_719,src_Architect_4157
src_Scandal_2584,src_Religious-Symbol_697
src_Life-Event_3047,src_Saint_1203
src_Person-Role_2230,src_Philanthropist_4715
src_Environment_4684,src_Armament_1755
src_Pope_2446,src_Location_2827
src_Other-Religious-Leader_2627,src_Badge_4862
src_Vehicle_3005,src_Flavour_4645
src_Natural-Object_762,src_Diplomat_1246
src_Religious-Movement_4386,src_Book_2449
src_Astronaut_4252,src_Legislation_422
src_Business-Leader_4401,src_Church_3918
src_Clerical-Leader_4106,src_Uprising_188
src_Battle_2532,src_Time-Dependent-Relation_4688
src_Pastime_4105,src_Object_4352
src_Time_851,src_Trial_467
src_Natural-Object_42,src_Diplomat_3708
src_Flavour_4781,src_Religious-Order_1015
src_Ecclesiarch_517,src_Magnate_4459
src_Board_2828,src_Functionary_1956
src_Religious-Organisation_2205,src_Dancer_3427
src_Religious-Movement_3125,src_Public-Oration_1941
src_Economist_270,src_Period-in-Office_1613
src_Newspaper_3621,src_Field-of-Knowledge_4495
src_Armament_4409,src_Astronaut_698
src_Military-Unit_4516,src_Geographical-Discovery_88
src_Legislation_2311,src_Philanthropist_3989
src_Clerical-Leader_2517,src_Time-Dependent-Relation_4922
src_Geographer_393,src_Sportsman_2709
src_Cathedral_3180,src_Art-Form_4975
src_Scandal_2862,src_League_4161
src_Village_4566,src_Painter_2964
src_Journalist_2693,src_Newspaper_2908
src_Geographer_3212,src_Art-Form_2343
src_Author_3022,src_Scientific-Instrument_3808
src_Religious-Community_3503,src_Clothing_403
src_Board_1060,src_Church_1372
src_Language_2877,src_Artistic-Movement_2137
src_Armament_637,src_Secular-Ideology_4264
src_Philanthropist_1730,src_City_1494
src_Stereotype-Group_2840,src_Representative-Institution_566
src_Scandal_4632,src_Queen_1386
src_Category_2981,src_Trial_720
src_Saint_1975,src_Educational-Organisation_3428
src_Conceptual-Object_1320,src_Commodity_702
src_Trades-Unionist_3164,src_King_4312
src_Sculpture_3598,src_Ritual_4727
src_Scandal_534,src_Field-of-Knowledge_891
src_Abbey_1974,src_Political-Organisation_4396
src_Scandal_3124,src_Pope_1771
src_Newspaper_1249,src_City_2738
src_Period-in-Office_3016,src_Crime_345
src_Economic-Process_2946,src_VicodiOI_582
src_Diplomat_1310,src_Economic-Symbol_3488
src_Animal_3863,src_Fictional-Event_2304
src_Religious-Symbol_245,src_Trade-Association_973
src_Event_2469,src_Geographer_3786
src_League_2924,src_Book_3398
src_Building_3183,src_Event_3048
src_Diplomat_3022,src_Ecclesiarch_2181
src_Liturgical-Object_982,src_Person_568
src_Theologian_3598,src_Fictional-Event_3900
src_Business-Leader_1202,src_Dancer_2745
src_Church-Reformer_4683,src_Head-of-State_4801
src_Philanthropist_39,src_Party_2917
src_Scandal_924,src_Social-Stratum_1153
src_Organisation_4944,src_Event_2056
src_University_3333,src_Religious-Practice_3237
src_Head-of-State_2720,src_Engineer_2536
src_Social-Stratum_4440,src_Inventor_282
src_Religious-Symbol_3867,src_Criminal_757
src_Economic-Organisation_1404,src_Commodity_1746
src_Intra-State-Group_1225,src_Publisher_4096
src_Inventor_3657,src_Individual_3630
src_Conductor_563,src_Political-Symbol_4317
src_Badge_3945,src_Astronaut_2397
src_Artistic-Movement_900,src_Military-Unit_506
src_Cathedral_4929,src_Scientific-Instrument_3275
src_Trades-Union_3152,src_Political-Region_4304
src_Person_1877,src_Structure_957
src_King_1415,src_Meeting_1351
src_Relic_1798,src_Artist_2521
src_War_2691,src_Dramaturge_2067
src_Functionary_3439,src_Flavour_2784
src_Sculpture_2957,src_Work-of-Art_3523
src_Religious-Symbol_4155,src_Election_1958
src_Representative-Institution_931,src_Non-Military-Conflict_590
src_Scientist_1489,src_Writing_4614
src_Individual_2661,src_Ritual_2990
src_Artefact_4832,src_Philanthropist_959
src_Queen_1035,src_Public-Oration_1886
src_Cultural-Agreement_338,src_National-Symbol_1843
src_Field-of-Knowledge_1920,src_Engineer_174
src_Astronaut_4972,src_Ship_2581
src_Category_2426,src_VicodiOI_2443
src_Writing_140,src_Social-Group_2928
src_Piece-of-Music_4870,src_Social-Group_1305
src_Artistic-Movement_938,src_National-Symbol_2236
src_Ethnic-Group_1664,src_Economic-Organisation_2955
src_Country_2575,src_Philosopher_1650
src_Location-Part-Relation_241,src_Religious-Organisation_1166
src_Field-of-Knowledge_4408,src_Fictional-Person_4012
src_Legislation_4110,src_Actor_1260
src_Military-Unit_1315,src_Vehicle_288
src_Minister_3144,src_Church_1652
src_Battle_2576,src_TemporalInterval_1948
src_Person-Role_3982,src_Idea_2500
src_Theologian_1496,src_Event_2760
src_Work-of-Art_3259,src_Time-Dependent_3137
src_Public-Oration_4745,src_Monastery_4401
src_Military-Organisation_494,src_Diplomat_3051
src_Trade-Association_1201,src_Legislation_2738
src_Head-of-Government_4301,src_Armament_972
src_Military-Unit_3926,src_Minister_514
src_Time_2352,src_Landmark_135
src_Creator_1275,src_Intellectual-Construct_4770
src_Theologian_2084,src_Clothing_2274
src_Clerical-Leader_4797,src_Structure_2646
src_Inventor_3341,src_Educational-Organisation_3886
src_Educational-Organisation_3178,src_Painting_2417
src_Creator_3738,src_Party_3388
src_International-Alliance_4688,src_Abstract-Notion_2771
src_Technical-Scientific-Advance_2028,src_Idea_1679
src_Sculptor_2860,src_Leader_3932
src_Functionary_4750,src_Disaster_2414
src_Period_80,src_Masonic-Lodge_3392
src_Secular-Leader_2054,src_Village_2896
src_Art-Form_1946,src_Party_3874
src_Cleric_2826,src_Badge_2543
src_Measurable-Trend_2907,src_Secular-Leader_4698
src_Time-Dependent-Relation_2964,src_Geographical-Discovery_3224
src_TemporalInterval_2381,src_Train_185
src_Meeting_1798,src_Time-Dependent-Relation_2951
src_Conceptual-Object_2644,src_Person-Role_3306
src_Economic-Symbol_3270,src_Trades-Unionist_4269
src_Religious-Community_1006,src_Pastime_2337
src_Trade-Association_2458,src_Sultan_1019
src_Person-Role_1858,src_Armament_997
src_Diplomat_773,src_Time_1446
src_Philosopher_4236,src_Military-Person_2318
src_Settlement_3240,src_Structure_4747
src_Badge_3871,src_Trade-Association_2105
src_Composer_257,src_Object_1809
src_Geographer_1385,src_Environment_3321
src_Pollution_3207,src_Party_4188
src_Language_146,src_Religious-Ideology_4669
src_Natural-Object_1378,src_Ship_101
src_Scientist_1604,src_Philanthropist_2823
src_Badge_2239,src_Functionary_564
src_Religious-Leader_4748,src_Religious-Order_2161
src_Secular-Ideology_4354,src_Artist_593
src_Religious-Order_1295,src_Artist_4327
src_Conductor_147,src_Religious-Leader_2500
src_Category_3029,src_Scandal_2457
src_Crime_2273,src_Battle_1954
src_Religious-Order_2714,src_Liturgical-Object_2359
src_Professor_4369,src_Party_2968
src_Writing_3167,src_Ethnic-Group_1093
src_Field-of-Knowledge_2855,src_Functionary_1727
src_Educational-Organisation_1628,src_Religious-Symbol_4095
src_Crime_3354,src_Art-Form_3752
src_Author_1553,src_Time_1051
src_Writing_4492,src_Military-Person_3111
src_Conceptual-Object_360,src_Diplomat_2971
src_Head-of-State_4800,src_Time_2570
src_Astronaut_4525,src_Commodity_2002
src_Sportsman_4050,src_Minister_561
src_Organisation_2381,src_Ship_428
src_Secular-Leader_3194,src_Painting_1893
src_Liturgical-Object_3850,src_Intra-State-Group_4440
src_Book_4712,src_Head-of-State_2386
src_Role_4060,src_Train_375
src_Category_1201,src_Inventor_4807
src_Military-Unit_409,src_Political-Region_739
src_Saint_2368,src_VicodiOI_1106
src_University_1677,src_Scientist_43
src_Intellectual-Construct_1685,src_National-Symbol_3510
src_Role_4242,src_Philanthropist_2571
src_Other-Religious-Leader_1177,src_Commodity_1302
src_Economic-Symbol_865,src_Representative-Institution_2422
src_Painter_1735,src_Secular-Movement_177
src_Fictional-Event_2759,src_Economic-Organisation_2710
src_Creator_2437,src_Representative-Institution_390
src_Religious-Community_4497,src_Cultural-Organisation_1575
src_Actor_4480,src_Conductor_1399
src_Social-Group_2103,src_Diplomat_4793
src_Politician_1763,src_Scientific-Instrument_2647
src_Church-Reformer_1516,src_Religious-Organisation_1101
src_Scandal_4712,src_Secular-Leader_2069
src_Trades-Union_3819,src_Head-of-State_4413
src_Author_2292,src_Environment_4841
src_Relic_4283,src_Philosopher_4262
src_Journalist_1751,src_Commodity_276
src_Party_1468,src_Religious-Practice_3262
src_Measurable-Trend_209,src_Composer_2098
src_Clerical-Leader_4440,src_Symbol_2471
src_Geographical-Region_2926,src_Head-of-Government_1288
src_Magnate_3450,src_Writing_1276
src_Film-Maker_642,src_Uprising_4303
src_Religious-Organisation_3977,src_Conductor_4241
src_Management-Organisation_4686,src_Animal_1457
src_Educational-Organisation_685,src_Architect_4238
src_Religious-Symbol_4616,src_Film-Maker_3257
src_Party_4961,src_Emperor_266
src_Water_3710,src_Newspaper_3573
src_Scientist_3583,src_Ethnic-Group_1713
src_Secular-Leader_443,src_Settlement_4157
src_Non-Military-Conflict_206,src_League_719
src_Landmark_1712,src_Saint_1442
src_Trade-Association_2007,src_Public-Oration_292
src_VicodiOI_2756,src_Political-Organisation_1714
src_Other-Religious-Leader_1131,src_Food_3240
src_Sculpture_1380,src_Political-Organisation_3824
src_Architect_2742,src_Food_37
src_TemporalInterval_2883,src_Military-Unit_4406
src_Period_2031,src_Party_3802
src_Secular-Leader_4106,src_Physician_412
src_Party_1621,src_Pollution_3644
src_FuzzyTemporalInterval_2225,src_Time-Dependent-Relation_2103
src_Social-Group_1939,src_Relic_4837
src_Public-Oration_1739,src_Art-Form_1557
src_Disaster_412,src_Musician_4391
src_Water_2806,src_Ship_645
src_Minister_551,src_Secular-Ideology_4495
src_Structure_1200,src_War_1922
src_Geographical-Region_979,src_Composer_3932
src_Idea_3075,src_Crime_2302
src_Ship_2140,src_Other-Religious-Leader_1198
src_Location-Part-Relation_3169,src_Piece-of-Music_4416
src_Social-Group_3356,src_Abstract-Notion_3929
src_Philosopher_767,src_Prince_1056
src_Commodity_1178,src_Ideology_4890
src_Movement_4974,src_Trades-Unionist_3328
src_Village_4102,src_Dancer_878
src_Armament_4213,src_Sculpture_3866
src_Philosopher_2298,src_Religious-Organisation_4591
src_Individual_4232,src_Ethnic-Group_86
src_Ritual_3546,src_Secular-Ideology_480
src_City_3828,src_Governmental-Organisation_682
src_Abstract-Notion_3252,src_Representative-Institution_2934
src_FuzzyTemporalInterval_3967,src_International-Alliance_1594
src_Sportsman_4696,src_Liturgical-Object_3975
src_Idea_4172,src_Psychologist_951
src_Ideology_2617,src_International-Organisation_1668
src_Country_3813,src_Author_4089
src_Secular-Leader_1282,src_Clothing_3248
src_Military-Person_4863,src_Disease_3216
src_Uprising_842,src_Non-Military-Conflict_4695
src_City_4561,src_Election_3884
src_Other-Religious-Person_736,src_Saint_3546
src_Head-of-State_644,src_Minister_2242
src_Emperor_1982,src_Event_3776
src_Head-of-Government_3179,src_Philosopher_3287
src_Sculptor_2089,src_Religious-Practice_1092
src_Functionary_4260,src_Location-Part-Relation_3996
src_City_479,src_Politician_947
src_Artistic-Movement_2518,src_Sculptor_834
src_Landmark_4663,src_Pastime_3820
src_Ship_4385,src_Category_1893
src_Church_1324,src_Disaster_4112
src_Building_4224,src_Secular-Ideology_2427
src_Musician_2986,src_Cultural-Agreement_969
src_Clothing_4065,src_Social-Stratum_4292
src_Object_3319,src_Leader_148
src_Fictional-Person_2027,src_Food_3665
src_Leader_3355,src_Book_4961
src_Period-in-Office_3646,src_Religious-Symbol_2542
src_Treaty_2607,src_Armament_3151
src_Train_3814,src_Economic-Organisation_4633
src_Party_241,src_Conductor_2722
src_Film-Maker_1928,src_Language_3554
src_Board_3702,src_Religious-Practice_2511
src_Engineer_2579,src_Book_731
src_University_598,src_Composer_2772
src_Pastime_2160,src_Emperor_1384
src_Environment_1196,src_Trades-Unionist_4162
src_International-Organisation_138,src_Functionary_4541
src_Scientist_1091,src_Clothing_1796
src_Natural-Object_3454,src_Inventor_660
src_Time-Dependent_3489,src_Environment_1279
src_Economic-Symbol_1588,src_Political-Region_3582
src_Individual_1495,src_Magnate_4530
src_Idea_4411,src_Other-Religious-Person_3855
src_Ship_2078,src_Religious-Ideology_1589
src_Ritual_2864,src_Location_3892
src_Military-Organisation_3163,src_Time-Dependent-Relation_1411
src_Artefact_3279,src_Period_3661
src_Liturgical-Object_627,src_Non-Military-Conflict_3329
src_Ethnic-Group_1728,src_Artist_3141
src_Board_2615,src_Trades-Union_1543
src_Cultural-Agreement_2163,src_Food_791
src_Trade-Association_2177,src_Time_3443
src_Trades-Union_3124,src_Geographical-Feature_304
src_Functionary_4349,src_Cultural-Organisation_3195
src_Religious-Order_1431,src_Economic-Organisation_690
src_Ritual_2960,src_Landmark_4689
src_Cathedral_244,src_Architect_3636
src_League_28,src_Religious-Practice_2430
src_Economic-Process_3403,src_Sculpture_1300
src_Stereotype-Group_2873,src_Badge_4529
src_International-Organisation_2185,src_Religious-Symbol_3103
src_Religious-Symbol_3621,src_Military-Organisation_4983
src_Pastime_3553,src_Relic_2613
src_Philanthropist_325,src_Geographical-Discovery_1859
src_Intellectual-Construct_2164,src_University_3136
src_Field-of-Knowledge_4305,src_Piece-of-Music_428
src_Time-Dependent_529,src_Scientific-Instrument_4243
src_Trade-Association_3611,src_Religious-Symbol_4363
src_Battle_2780,src_Journalist_844
src_International-Organisation_688,src_Cultural-Organisation_3020
src_Military-Person_1691,src_Painting_2787
src_Flavour_2013,src_Object_4682
src_Economic-Enterprise_475,src_Professor_3459
src_Management-Organisation_1762,src_Political-Symbol_468
src_Structure_3367,src_Pollution_3126
src_Trades-Unionist_306,src_Architect_2405
src_Settlement_1417,src_Cathedral_3187
src_Abstract-Notion_1441,src_Writing_3085
src_Artefact_3935,src_FuzzyTemporalInterval_4377
src_Relic_1044,src_Sculpture_4202
src_Movement_2918,src_Political-Organisation_2771
src_Scientific-Instrument_2556,src_Sultan_4340
src_Illness_4146,src_Crime_835
src_Flavour_2954,src_Philanthropist_1226
src_Entertainer_1332,src_Party_2304
src_Time-Dependent-Relation_228,src_Natural-Object_2375
src_Politician_4353,src_Person-Role_1250
src_Diplomat_1102,src_Natural-Object_3961
src_Monastery_2090,src_International-Alliance_3362
src_Natural-Object_954,src_Work-of-Art_2102
src_Movement_1766,src_Trial_2493
src_National-Symbol_1280,src_Geographical-Region_3622
src_Emperor_1680,src_Environment_4447
src_Scandal_213,src_Educational-Organisation_846
src_National-Symbol_1655,src_Queen_4018
src_Fictional-Event_4872,src_Dynasty_3849
src_Ship_808,src_Head-of-Government_766
src_Theologian_4760,src_Ethnic-Group_1454
src_Cleric_3142,src_Artistic-Movement_4920
src_Geographical-Discovery_3639,src_Economic-Process_87
src_Badge_2651,src_Pope_1461
src_Physician_4745,src_Population-Movement_3717
src_TemporalInterval_2595,src_Magnate_3429
src_Criminal_445,src_Economic-Enterprise_1183
src_Population-Movement_3095,src_Composer_2650
src_Engineer_26,src_Trade-Association_1601
src_Dramaturge_2375,src_Clerical-Leader_984
src_Water_315,src_Treaty_223
src_Pamphlet_3703,src_Entertainer_2173
src_Management-Organisation_1683,src_Other-Religious-Person_3441
src_Religious-Practice_2082,src_Technical-Scientific-Advance_255
src_Masonic-Lodge_3721,src_Scientist_1502
src_Individual_4466,src_Train_802
src_VicodiOI_4101,src_Economic-Enterprise_67
src_Ecclesiarch_229,src_Economic-Enterprise_1082
src_Engineer_608,src_Secular-Movement_338
src_Other-Religious-Leader_1376,src_League_4010
src_Author_1160,src_Economic-Organisation_1886
src_Language_1008,src_Vehicle_3757
src_Geographer_641,src_Other-Religious-Leader_1179
src_International-Alliance_2428,src_Social-Stratum_1139
src_Social-Stratum_1668,src_Writing_2656
src_Board_1436,src_Ideology_1272
src_Emperor_2835,src_Illness_4574
src_Artistic-Movement_1044,src_Trades-Union_4090
src_Diplomat_226,src_Cathedral_1575
src_Geographer_3073,src_Meeting_2714
src_Individual_4056,src_Journal_2994
src_Political-Region_3466,src_Theologian_2615
src_Political-Symbol_4939,src_Economist_419
src_Economic-Process_2720,src_Sculpture_840
src_Crime_1359,src_Religious-Ideology_4501
src_Dancer_2006,src_Prince_4712
src_Theologian_1471,src_Armament_385
src_Landmark_4465,src_Leader_1793
src_Secular-Ideology_1378,src_Military-Organisation_2038
src_Pastime_1296,src_Political-Symbol_644
src_Dynasty_3319,src_Musician_3417
src_Ritual_2828,src_Functionary_3805
src_Artistic-Style_4776,src_Economic-Symbol_3611
src_Jurist_1401,src_Disease_4553
src_Writing_3114,src_Non-Military-Conflict_2872
src_Conductor_107,src_Military-Organisation_896
src_Uprising_4163,src_Geographical-Region_4180
src_Magnate_1481,src_Magnate_2525
src_Artefact_4923,src_Politician_1077
src_Sculptor_2749,src_Object_267
src_Individual_1947,src_Intra-State-Group_278
src_Religious-Organisation_2946,src_Artistic-Style_3447
src_Religious-Organisation_1184,src_Time_592
src_Water_596,src_Political-Organisation_3074
src_Social-Stratum_4288,src_Entertainer_800
src_Election_3675,src_Discoverer_2382
src_Geographical-Region_2035,src_Painter_165
src_Abstract-Notion_639,src_Artistic-Movement_2646
src_Cultural-Agreement_1883,src_Writing_1008
src_Journalist_4356,src_Religious-Symbol_576
src_Discoverer_1820,src_Ethnic-Group_940
src_Sculpture_1112,src_Environment_428
src_Educational-Organisation_3004,src_Creator_2437
src_Secular-Ideology_3992,src_Book_4059
src_Diplomat_2603,src_Social-Group_4883
src_International-Organisation_4766,src_Composer_3106
src_Publisher_1612,src_Educational-Organisation_3117
src_Organisation_1077,src_Cleric_1238
src_Public-Oration_2010,src_Role_800
src_Cultural-Agreement_3722,src_Trades-Unionist_2632
src_Scientific-Instrument_2123,src_Fictional-Person_64
src_Church_1237,src_Jurist_3928
src_Object_672,src_Building_939
src_Art-Form_1573,src_Pastime_3580
src_Musician_1954,src_Artefact_3235
src_Symbol_455,src_Country_4735
src_League_46,src_Political-Symbol_4121
src_Battle_3960,src_Entertainer_739
src_Political-Symbol_3897,src_Location_3380
src_Crime_2853,src_Category_4898
src_Magnate_965,src_Book_2154
src_Ritual_1226,src_Category_1566
src_Educational-Organisation_3850,src_Environment_2796
src_Artefact_4927,src_Water_1782
src_Population-Movement_2117,src_Trades-Union_3075
src_Scientist_2676,src_Art-Form_2666
src_Masonic-Lodge_2083,src_Geographical-Feature_4159
src_Building_2022,src_Time-Dependent-Relation_3443
src_Entertainer_1054,src_Measurable-Trend_3324
src_Uprising_3399,src_Battle_4886
src_Population-Movement_4615,src_Economic-Organisation_2612
src_Treaty_4833,src_Artistic-Movement_736
src_Trades-Unionist_4969,src_Trades-Union_850
src_Person-Role_1635,src_Functionary_4488
src_Military-Unit_1420,src_Pamphlet_131
src_Masonic-Lodge_2186,src_Location_4729
src_Economic-Enterprise_4567,src_Art-Form_3868
src_Country_2313,src_Political-Organisation_2615
src_Queen_565,src_Ethnic-Group_912
src_Country_3761,src_Structure_3351
src_Secular-Ideology_3361,src_Economic-Enterprise_601
src_Crime_1144,src_Intra-State-Group_4241
src_Head-of-State_2225,src_Language_3924
src_Foreign-Minister_430,src_Foreign-Minister_4807
src_Composer_2389,src_Scandal_1256
src_Board_4715,src_Intellectual-Construct_3213
src_Life-Event_2272,src_Professor_3436
src_Trades-Unionist_410,src_Business-Leader_1240
src_Sculpture_3982,src_Leader_1165
src_Field-of-Knowledge_1145,src_Board_2473
src_Commodity_2044,src_Military-Unit_2671
src_Artist_1526,src_Disaster_4961
src_Other-Religious-Person_2603,src_Water_1689
src_War_3051,src_International-Organisation_596
src_Badge_1725,src_Person-Role_4836
src_Economic-Symbol_2986,src_Secular-Leader_3088
src_Crime_3358,src_Population-Movement_4874
src_War_1912,src_Diplomat_3541
src_Cathedral_1611,src_Abbey_3352
src_Religious-Practice_3534,src_Food_3668
src_Clothing_4374,src_Art-Form_3686
src_Flavour_1987,src_Other-Religious-Leader_1585
src_Political-Region_1583,src_Functionary_4019
src_Religious-Leader_107,src_Philosopher_3098
src_Religious-Movement_4924,src_Entertainer_243
src_Military-Organisation_2810,src_Management-Organisation_2175
src_Astronaut_3265,src_Pollution_4475
src_Ship_3129,src_Politician_3810
src_Pastime_2864,src_VicodiOI_2561
src_Trade-Association_1608,src_Military-Person_4406
src_Abbey_931,src_Leader_3374
src_Jurist_1009,src_Saint_3442
src_Composer_2244,src_Commodity_821
src_Landmark_3899,src_Stereotype-Group_3629
src_Diplomat_435,src_Magnate_1603
src_University_4780,src_Intra-State-Group_2104
src_Actor_263,src_Individual_2807
src_War_3837,src_Country_1689
src_Physician_3123,src_Theologian_2472
src_Entertainer_2802,src_Measurable-Trend_1460
src_Intellectual-Construct_1539,src_Scandal_796
src_Building_4111,src_Pamphlet_4498
src_Economic-Organisation_124,src_Pastime_1389
src_Head-of-State_1947,src_League_2835
src_Discoverer_270,src_Geographical-Feature_2323
src_Life-Event_528,src_Criminal_4229
src_Ecclesiarch_4189,src_Religious-Order_655
src_Time-Dependent-Relation_3768,src_Dynasty_44
src_Representative-Institution_4811,src_Pope_1763
src_Head-of-Government_3761,src_Intellectual-Movement_4826
src_Other-Religious-Person_2808,src_Work-of-Art_1468
src_Sculpture_4834,src_Political-Organisation_3798
src_Flavour_3562,src_Non-Military-Conflict_3594
src_Economic-Enterprise_3555,src_Entertainer_2766
src_Treaty_1972,src_Economic-Symbol_1388
src_Religious-Symbol_1024,src_Flavour_4535
src_Economic-Process_531,src_Treaty_1663
src_Painting_1742,src_Building_481
src_Secular-Ideology_3451,src_Time-Dependent_4142
src_Sculpture_1516,src_Economic-Process_1149
src_Landmark_1310,src_Sportsman_776
src_Religious-Practice_507,src_Election_536
src_Dramaturge_421,src_Discoverer_918
src_Ship_1518,src_Clothing_2799
src_Geographical-Feature_1260,src_Religious-Practice_819
src_Book_2050,src_Stereotype-Group_459
src_Journalist_1410,src_Saint_1452
src_Religious-Movement_1567,src_Uprising_3220
src_Artistic-Style_1974,src_Technical-Scientific-Advance_1560
src_Religious-Ideology_3860,src_Head-of-State_3423
src_Movement_1378,src_Business-Leader_2743
src_Technical-Scientific-Advance_4142,src_Artefact_66
src_Foreign-Minister_604,src_Artist_1500
src_Food_2289,src_Food_2572
src_Board_2272,src_Sculpture_4053
src_Vehicle_3053,src_Pollution_4184
src_League_3854,src_Time-Dependent_2119
src_Treaty_3858,src_Economist_2648
src_Clothing_4761,src_Criminal_2868
src_Economic-Symbol_1132,src_Trades-Union_51
src_Flavour_1694,src_Technical-Scientific-Advance_934
src_Disaster_2455,src_Life-Event_3657
src_Queen_4937,src_Time-Dependent_523
src_Sculptor_2851,src_Governmental-Organisation_1683
src_Measurable-Trend_4563,src_Population-Movement_1417
src_Painter_2584,src_Representative-Institution_590
src_Religious-Leader_2054,src_Field-of-Knowledge_344
src_Criminal_2875,src_Election_4078
src_Pamphlet_2286,src_Trades-Unionist_141
src_Musician_159,src_Artefact_3165
src_Flavour_4817,src_Scandal_2363
src_Ecclesiarch_460,src_Meeting_2019
src_International-Organisation_312,src_Trades-Union_897
src_Economic-Symbol_108,src_Time-Dependent-Relation_4964
src_Fictional-Person_75,src_Writing_1289
src_Sultan_2416,src_University_551
src_Author_456,src_Entertainer_4868
src_Queen_2078,src_Flavour_4924
src_Cleric_4037,src_Trade-Association_2960
src_National-Symbol_542,src_Dynasty_1595
src_Public-Oration_2121,src_Dynasty_1652
src_Geographical-Region_616,src_Time-Dependent-Relation_320
src_Emperor_4014,src_Secular-Leader_2376
src_Social-Group_4311,src_Population-Movement_2419
src_Disaster_553,src_Clerical-Leader_4104
src_Fictional-Person_80,src_King_4986
src_Disaster_1808,src_Trades-Unionist_63
src_Journal_3011,src_Crime_3623
src_Public-Oration_3322,src_Masonic-Lodge_206
src_Building_4936,src_Crime_998
src_Relic_194,src_Artistic-Movement_924
src_Dramaturge_2235,src_Journalist_4988
src_Social-Stratum_2452,src_Business-Leader_1636
src_Head-of-Government_2097,src_Stereotype-Group_755
src_Scientist_990,src_Conceptual-Object_2636
src_Church_96,src_Time_4739
src_Building_2912,src_Book_426
src_Sculpture_3458,src_Period-in-Office_4112
src_Conceptual-Object_1756,src_Physician_4855
src_Other-Religious-Person_538,src_Military-Unit_2680
src_Church_2014,src_Organisation_2485
src_Composer_508,src_Train_1867
src_Geographical-Feature_2940,src_Natural-Object_2162
src_Election_1769,src_Crime_115
src_Economic-Symbol_3438,src_Political-Symbol_3517
src_Political-Symbol_4896,src_Language_2779
src_Church_2311,src_Organisation_326
src_Governmental-Organisation_1302,src_Armament_1538
src_Trades-Union_3897,src_Writing_2383
src_Landmark_678,src_Jurist_4391
src_Disaster_3949,src_Author_2391
src_Life-Event_4617,src_Trial_4707
src_Pamphlet_272,src_Structure_4267
src_City_591,src_Village_588
src_Monastery_1567,src_Other-Religious-Leader_460
src_Flavour_2244,src_Pope_1622
src_Public-Oration_2467,src_Idea_2942
src_Election_4299,src_Ritual_3257
src_Idea_2397,src_Painting_2580
src_Management-Organisation_4502,src_National-Symbol_1776
src_Disease_2587,src_Religious-Movement_655
src_Conceptual-Object_4931,src_Foreign-Minister_4958
src_Other-Religious-Leader_280,src_Cultural-Organisation_3094
src_Dynasty_1879,src_Book_4216
src_Trial_3576,src_Cathedral_1349
src_Social-Group_999,src_Secular-Ideology_1663
src_Environment_1960,src_Movement_4728
src_Criminal_4410,src_Field-of-Knowledge_4301
src_Economic-Symbol_3010,src_Political-Region_4438
src_Pastime_616,src_Village_1341
src_Party_3526,src_Vehicle_1112
src_Idea_1469,src_Other-Religious-Person_4860
src_Social-Group_2266,src_Economic-Enterprise_3456
src_Church-Reformer_294,src_Election_1812
src_Religious-Practice_4051,src_Treaty_4293
src_Foreign-Minister_1634,src_Management-Organisation_4078
src_Journal_2633,src_Abstract-Notion_3203
src_Other-Religious-Leader_1273,src_Economic-Organisation_3197
src_Scandal_2894,src_Role_3957
src_Location_3288,src_Astronaut_255
src_Masonic-Lodge_415,src_Discoverer_3157
src_Publisher_4099,src_Management-Organisation_3164
