src_Religious-Organisation_1208,src_Politician_919
src_Secular-Ideology_2694,src_Religious-Community_1156
src_Governmental-Organisation_1365,src_Actor_4823
src_Secular-Leader_475,src_Discoverer_1432
src_Criminal_3844,src_Ecclesiarch_3002
src_Train_4908,src_Religious-Ideology_4247
src_Vehicle_4245,src_TemporalInterval_1603
src_Party_1324,src_Liturgical-Object_4056
src_Disaster_3781,src_Management-Organisation_2859
src_Country_1431,src_Movement_643
src_Masonic-Lodge_1737,src_Object_4761
src_Battle_2452,src_Location-Part-Relation_488
src_Trades-Union_3963,src_City_1299
src_Clerical-Leader_1204,src_Secular-Leader_3469
src_Uprising_2490,src_Intellectual-Movement_4041
src_Economist_3172,src_Measurable-Trend_190
src_Trades-Unionist_4861,src_Philosopher_1150
src_Professor_654,src_Religious-Community_2540
src_Governmental-Organisation_1473,src_Foreign-Minister_3224
src_Board_3372,src_Intellectual-Construct_3905
src_International-Organisation_1653,src_Cathedral_2869
src_Trades-Union_3917,src_Politician_1080
src_International-Organisation_1389,src_Painting_3790
src_National-Symbol_1565,src_Musician_575
src_Sculptor_188,src_Abstract-Notion_3310
src_League_3065,src_Book_1981
src_Minister_2904,src_Field-of-Knowledge_2489
src_Trade-Association_2584,src_Journal_3838
src_Social-Stratum_2857,src_Sculptor_2463
src_Person-Role_2338,src_Commodity_4468
src_Ship_2457,src_Business-Leader_224
src_Ritual_1028,src_Non-Military-Conflict_2429
src_Ship_92,src_Ethnic-Group_2535
src_Ritual_4146,src_Inventor_4786
src_Idea_1938,src_Geographical-Region_2288
src_Professor_4627,src_Settlement_3
src_Journal_2896,src_Illness_4283
src_Foreign-Minister_1729,src_Author_3589
src_Time-Dependent_4594,src_Period-in-Office_1881
src_Work-of-Art_3397,src_Cleric_4870
src_Management-Organisation_140,src_Philanthropist_4932
src_Work-of-Art_4422,src_Criminal_3341
src_Architect_35,src_Vehicle_656
src_Symbol_3163,src_Board_2524
src_Legislation_4104,src_Engineer_742
src_Theologian_1836,src_Sculptor_3847
src_Publisher_748,src_Piece-of-Music_2222
src_Clerical-Leader_3444,src_Ideology_3277
src_Church_1573,src_Social-Stratum_4993
src_Conductor_3753,src_Food_3227
src_Meeting_71,src_Conceptual-Object_2407
src_Election_3746,src_Object_102
src_Stereotype-Group_4548,src_Natural-Object_4100
src_Intra-State-Group_3368,src_Battle_95
src_Film-Maker_1548,src_Natural-Object_2154
src_Event_2373,src_Diplomat_4486
src_Military-Unit_541,src_Social-Stratum_4052
src_Dancer_2199,src_Book_3353
src_Fictional-Event_83,src_Pamphlet_158
src_Philosopher_389,src_Meeting_3563
src_Creator_1040,src_Business-Leader_4016
src_Sculpture_56,src_Flavour_3296
src_Artistic-Style_2317,src_Population-Movement_2794
src_Film-Maker_2083,src_Location-Part-Relation_1797
src_Relic_2638,src_Other-Religious-Leader_839
src_Conceptual-Object_2923,src_Scandal_482
src_National-Symbol_2658,src_Discoverer_1643
src_Governmental-Organisation_2856,src_Economic-Symbol_3257
src_Political-Organisation_2305,src_Ethnic-Group_1231
src_Pope_970,src_Monastery_2494
src_Village_2187,src_War_410
src_Commodity_827,src_Engineer_4862
src_Philanthropist_3399,src_Building_158
src_Organisation_2483,src_VicodiOI_1330
src_Journal_4097,src_Artistic-Movement_2682
src_Musician_3558,src_King_4123
src_Landmark_1553,src_Architect_2028
src_Creator_2064,src_Meeting_3909
src_FuzzyTemporalInterval_2819,src_Foreign-Minister_3893
src_Artistic-Movement_169,src_Entertainer_4389
src_TemporalInterval_3689,src_Functionary_2311
src_Cultural-Organisation_2337,src_Period-in-Office_4589
src_Dynasty_1922,src_Psychologist_4671
src_Idea_3965,src_Painting_4197
src_Train_446,src_Natural-Object_1252
src_Pamphlet_1223,src_Event_745
src_Religious-Organisation_2456,src_Sculpture_360
src_Relic_1041,src_Head-of-Government_375
src_Trade-Association_4298,src_Secular-Leader_1852
src_International-Alliance_1394,src_Artist_1743
src_Military-Unit_403,src_Measurable-Trend_4093
src_Intellectual-Construct_2775,src_Governmental-Organisation_2555
src_Other-Religious-Person_4348,src_Church-Reformer_2331
src_Crime_1058,src_Time_1606
src_Creator_4182,src_Role_2334
src_Animal_3807,src_Vehicle_4335
src_Social-Stratum_1653,src_Church_3993
src_Head-of-Government_4649,src_Conceptual-Object_3884
src_Politician_2944,src_Diplomat_193
src_Representative-Institution_369,src_Management-Organisation_1633
src_Diplomat_2614,src_Religious-Leader_37
src_Physician_2495,src_Economic-Process_2737
src_Architect_3033,src_Non-Military-Conflict_2117
src_Religious-Community_2958,src_Economic-Process_2641
src_Scandal_3262,src_Art-Form_3172
src_Artistic-Movement_2580,src_Location_1785
src_University_2075,src_Individual_4671
src_Secular-Leader_2983,src_Natural-Object_1692
src_Uprising_584,src_Geographical-Discovery_253
src_International-Alliance_3536,src_Legislation_220
src_Religious-Leader_2438,src_Landmark_975
src_Location_4747,src_Economic-Enterprise_4801
src_Uprising_2530,src_Religious-Movement_1831
src_Environment_149,src_Train_2377
src_Creator_2802,src_Psychologist_1298
src_Person_3844,src_Astronaut_2894
src_Social-Stratum_2142,src_Pollution_592
src_Fictional-Person_1802,src_Secular-Movement_4245
src_Military-Organisation_2624,src_Location-Part-Relation_2816
src_Battle_4170,src_Religious-Practice_3379
src_Religious-Practice_460,src_Secular-Ideology_2318
src_Badge_1569,src_Relic_4968
src_Book_1528,src_VicodiOI_799
src_Author_1333,src_Cathedral_3997
src_Idea_204,src_Political-Region_1257
src_Intellectual-Movement_4137,src_Intra-State-Group_4143
src_Settlement_2411,src_Intellectual-Construct_3501
src_Sportsman_3943,src_Economic-Enterprise_1563
src_Trades-Union_1328,src_Functionary_4535
src_International-Alliance_1563,src_Sculptor_2386
src_War_2113,src_Geographical-Region_2002
src_Pastime_4230,src_Discoverer_948
src_Building_4255,src_Jurist_813
src_Journal_1873,src_Newspaper_1974
src_Public-Oration_2155,src_Social-Group_2874
src_Religious-Movement_2701,src_Cathedral_1838
src_Professor_3890,src_Natural-Object_4804
src_Work-of-Art_497,src_Governmental-Organisation_99
src_Saint_2922,src_Head-of-Government_4198
src_Psychologist_4803,src_Architect_3983
src_League_810,src_Geographical-Region_440
src_Sultan_333,src_Political-Region_4998
src_Settlement_4133,src_Event_3787
src_Meeting_4377,src_Ritual_1894
src_Environment_1023,src_Location_3201
src_TemporalInterval_1949,src_Social-Stratum_4855
src_Technical-Scientific-Advance_998,src_Newspaper_240
src_International-Organisation_1688,src_Creator_4506
src_Armament_1338,src_Battle_4854
src_Flavour_3178,src_Ethnic-Group_4396
src_Head-of-Government_3540,src_Clerical-Leader_2491
src_Food_2335,src_Head-of-Government_4889
src_TemporalInterval_3266,src_Author_1699
src_University_2396,src_TemporalInterval_2115
src_Educational-Organisation_4529,src_Functionary_4083
src_Religious-Symbol_1144,src_Film-Maker_1946
src_Book_809,src_Representative-Institution_1714
src_Church_3156,src_Conceptual-Object_2058
src_Work-of-Art_2061,src_Magnate_4263
src_Pope_3203,src_Natural-Object_3698
src_Ship_3783,src_Fictional-Person_1710
src_Train_3618,src_Trades-Union_4353
src_Intellectual-Construct_2848,src_City_421
src_Time-Dependent_4864,src_Author_393
src_Water_1949,src_Event_3640
src_Meeting_1879,src_Time-Dependent-Relation_3502
src_Country_2458,src_Sultan_3379
src_Badge_465,src_TemporalInterval_3573
src_Illness_1819,src_Commodity_1910
src_Meeting_579,src_Abbey_4231
src_Flavour_2957,src_Other-Religious-Person_1463
src_Time_4804,src_Disease_2797
src_Period-in-Office_113,src_Fictional-Person_1422
src_Economic-Symbol_1006,src_Film-Maker_1683
src_FuzzyTemporalInterval_201,src_Conductor_3986
src_Clerical-Leader_1396,src_TemporalInterval_2983
src_Painting_401,src_Governmental-Organisation_462
src_Pastime_2850,src_Monastery_264
src_Philosopher_1710,src_Film-Maker_2704
src_Movement_2272,src_Physician_4657
src_Train_218,src_Individual_3478
src_Landmark_975,src_Journalist_1933
src_Party_4885,src_Food_3441
src_Person_241,src_Writing_2314
src_Diplomat_1061,src_Diplomat_1707
src_Crime_1508,src_Religious-Order_2896
src_Monastery_1399,src_Ideology_3938
src_Economic-Symbol_3224,src_Social-Stratum_681
src_Military-Person_3763,src_Stereotype-Group_3812
src_Time-Dependent-Relation_3556,src_Uprising_1320
src_Other-Religious-Person_2211,src_Religious-Ideology_2891
src_Professor_2308,src_Scientist_4412
src_Pastime_3339,src_Treaty_1305
src_Trade-Association_3757,src_Battle_1723
src_Battle_3698,src_Water_3322
src_Organisation_4983,src_Business-Leader_409
src_Religious-Movement_4384,src_Monastery_3390
src_Architect_2778,src_Political-Symbol_2904
src_Illness_350,src_Functionary_4381
src_Jurist_2953,src_Military-Unit_3103
src_Structure_768,src_Movement_3011
src_Building_2361,src_Trial_822
src_Architect_2029,src_Diplomat_467
src_Organisation_2818,src_Scandal_2333
src_Settlement_2149,src_King_1070
src_Landmark_4676,src_Religious-Ideology_1178
src_Religious-Symbol_106,src_Military-Unit_2091
src_Book_2611,src_Economist_3305
src_Economic-Process_2583,src_Work-of-Art_1742
src_Time-Dependent-Relation_3060,src_Ethnic-Group_2523
src_FuzzyTemporalInterval_4027,src_Vehicle_3387
src_Political-Symbol_1181,src_Ethnic-Group_634
src_Economic-Symbol_3959,src_Philosopher_2841
src_Time-Dependent_944,src_Public-Oration_2401
src_Cultural-Organisation_691,src_Symbol_96
src_Flavour_647,src_Discoverer_4781
src_University_156,src_Field-of-Knowledge_2861
src_Conceptual-Object_4369,src_Head-of-Government_1056
src_Church_4321,src_Individual_2587
src_Publisher_2508,src_Landmark_818
src_Theologian_4169,src_Crime_2906
src_Field-of-Knowledge_4928,src_Political-Region_2880
src_Movement_4421,src_Dynasty_4138
src_Treaty_4970,src_Discoverer_4776
src_Religious-Movement_4972,src_Newspaper_2629
src_Train_4421,src_Religious-Order_4224
src_Commodity_3362,src_Relic_2386
src_Saint_682,src_Building_4331
src_Church_911,src_Disease_1310
src_Battle_713,src_Clothing_4981
src_Population-Movement_3789,src_Film-Maker_3274
src_Scandal_2093,src_Religious-Ideology_1340
src_Military-Organisation_1858,src_Diplomat_818
src_Environment_2612,src_Politician_895
src_Cleric_2378,src_Uprising_2354
src_Artefact_3820,src_Location_712
src_Relic_3861,src_Artefact_1529
src_Pamphlet_3607,src_Magnate_1076
src_Sculptor_1103,src_Journal_1367
src_Prince_4455,src_International-Organisation_3495
src_Representative-Institution_522,src_Uprising_1376
src_Sultan_3162,src_Religious-Organisation_3289
src_Trades-Union_4381,src_Artist_4760
src_Secular-Leader_3606,src_Economic-Organisation_2909
src_Time-Dependent-Relation_3240,src_Pamphlet_134
src_Creator_2765,src_Actor_1447
src_Non-Military-Conflict_1853,src_Badge_2499
src_Astronaut_466,src_Legislation_3843
src_Church_1400,src_Natural-Object_4314
src_International-Organisation_4426,src_Other-Religious-Leader_1427
src_Geographical-Discovery_2775,src_Environment_4847
src_Geographer_2596,src_Movement_15
src_Saint_1203,src_Religious-Symbol_4002
src_Work-of-Art_761,src_Religious-Practice_1619
src_Military-Organisation_1597,src_Symbol_819
src_Intellectual-Construct_1691,src_Religious-Practice_1542
src_Location_2233,src_Conceptual-Object_3348
src_Trades-Unionist_2417,src_Astronaut_3319
src_International-Alliance_1837,src_Trades-Unionist_628
src_Journalist_777,src_Sportsman_3152
src_Organisation_3930,src_Animal_2960
src_Economic-Enterprise_2045,src_Monastery_4581
src_Location-Part-Relation_4266,src_Composer_2026
src_Psychologist_190,src_Cathedral_147
src_Economic-Organisation_3824,src_International-Alliance_172
src_Life-Event_1427,src_Religious-Community_4619
src_Sculptor_2906,src_Organisation_3883
src_Meeting_2267,src_War_3918
src_Village_3402,src_Crime_4446
src_Emperor_3358,src_Business-Leader_952
src_King_2104,src_Journalist_4813
src_Secular-Ideology_2855,src_Economic-Organisation_1222
src_Commodity_4233,src_Pamphlet_4604
src_Minister_1564,src_Idea_1714
src_Pastime_3115,src_Queen_543
src_Role_3276,src_Intellectual-Movement_1787
src_Sculpture_4462,src_Religious-Symbol_358
src_Artefact_3031,src_Meeting_4584
src_Idea_1756,src_Other-Religious-Leader_2472
src_Water_1450,src_Conductor_2292
src_Film-Maker_3632,src_Religious-Organisation_1785
src_Crime_4744,src_Relic_1040
src_Military-Unit_107,src_Liturgical-Object_933
src_Artistic-Style_2385,src_Military-Organisation_4077
src_Geographer_1978,src_Queen_2812
src_FuzzyTemporalInterval_1830,src_Time-Dependent-Relation_1513
src_Social-Group_4552,src_Religious-Symbol_1750
src_Military-Organisation_4642,src_Election_679
src_Life-Event_3410,src_Crime_118
src_Saint_1370,src_Cultural-Organisation_2377
src_Conceptual-Object_4294,src_Treaty_337
src_Event_198,src_Pope_279
src_City_586,src_Author_3445
src_Period-in-Office_4445,src_Piece-of-Music_2583
src_Economic-Enterprise_659,src_Educational-Organisation_4708
src_Population-Movement_204,src_Book_4805
src_Abbey_530,src_Journal_1920
src_Diplomat_2511,src_Business-Leader_1065
src_Stereotype-Group_2232,src_Entertainer_4422
src_League_1430,src_Economist_2318
src_Commodity_2235,src_Other-Religious-Person_261
src_Dramaturge_769,src_Jurist_1182
src_Treaty_2134,src_Intellectual-Movement_4046
src_Conceptual-Object_3388,src_Creator_425
src_Religious-Symbol_3845,src_Environment_4691
src_Political-Organisation_3835,src_Liturgical-Object_4205
src_Journalist_1997,src_Representative-Institution_2697
src_Religious-Symbol_846,src_Governmental-Organisation_2164
src_Pollution_4960,src_Public-Oration_2088
src_Technical-Scientific-Advance_3638,src_Fictional-Person_4651
src_Movement_2023,src_Emperor_3319
src_Astronaut_3173,src_Geographer_4863
src_Religious-Order_2957,src_King_1850
src_Piece-of-Music_3690,src_Creator_4831
src_Environment_1442,src_Prince_1822
src_Philosopher_810,src_Ship_4023
src_Economist_1757,src_Philosopher_2873
src_Leader_536,src_Party_3632
src_Social-Group_2233,src_Landmark_4276
src_Engineer_509,src_Ritual_243
src_League_3096,src_Geographical-Discovery_4762
src_Time-Dependent_2815,src_Political-Region_4669
src_Liturgical-Object_1282,src_Public-Oration_600
src_Sportsman_1614,src_Intra-State-Group_4537
src_Dynasty_1095,src_Head-of-Government_1293
src_Abbey_826,src_Ecclesiarch_4435
src_Author_4048,src_National-Symbol_433
src_Author_1438,src_Journalist_2417
src_Jurist_2537,src_Ship_4503
src_VicodiOI_624,src_Head-of-State_1210
src_Language_4714,src_Public-Oration_772
src_Theologian_2198,src_Time-Dependent_3664
src_Actor_761,src_VicodiOI_735
src_Category_1945,src_Saint_943
src_Badge_4600,src_Country_473
src_Vehicle_205,src_Economic-Symbol_2541
src_Time-Dependent-Relation_1573,src_Artist_2620
src_VicodiOI_3391,src_Environment_3778
src_Scientific-Instrument_3492,src_War_3950
src_Criminal_3645,src_Religious-Community_991
src_Geographical-Feature_4167,src_Criminal_3525
src_Religious-Community_2065,src_Stereotype-Group_760
src_Structure_846,src_Head-of-Government_1945
src_Artistic-Style_486,src_Village_292
src_Psychologist_2551,src_Location-Part-Relation_4062
src_Cultural-Agreement_2385,src_Stereotype-Group_4049
src_Settlement_2150,src_Book_1649
src_Pamphlet_1592,src_Religious-Practice_426
src_Pastime_117,src_Political-Organisation_3888
src_Cleric_1590,src_Management-Organisation_2667
src_Train_3813,src_Trial_2205
src_Religious-Practice_3076,src_Language_4729
src_Landmark_1995,src_University_3561
src_Entertainer_4721,src_Criminal_4484
src_Geographical-Discovery_2196,src_Food_1594
src_Creator_2891,src_Settlement_3038
src_Geographer_4496,src_Ship_3687
src_Queen_843,src_Settlement_3026
src_Geographical-Feature_1578,src_Legislation_880
src_Astronaut_1989,src_Non-Military-Conflict_320
src_Measurable-Trend_4205,src_Settlement_1888
src_Business-Leader_3212,src_Geographical-Region_4453
src_Dramaturge_2560,src_Politician_4157
src_Measurable-Trend_4298,src_Intra-State-Group_1501
src_Religious-Symbol_4475,src_Conceptual-Object_1884
src_Conductor_4701,src_Physician_2027
src_Inventor_4807,src_Educational-Organisation_2287
src_Ritual_2539,src_Business-Leader_741
src_Dancer_2882,src_Other-Religious-Leader_4216
src_Cleric_2183,src_Conductor_1170
src_Masonic-Lodge_3808,src_Person_2085
src_Village_2304,src_Pamphlet_2573
src_Clerical-Leader_3826,src_Church-Reformer_4612
src_Sultan_4233,src_Scientific-Instrument_225
src_Church-Reformer_4682,src_Dynasty_3142
src_Diplomat_3787,src_Magnate_1076
src_Dramaturge_4229,src_Trial_1997
src_Legislation_4980,src_Geographical-Feature_1014
src_Artistic-Movement_3055,src_Political-Organisation_4831
src_Person-Role_3107,src_Church_3592
src_Artefact_1162,src_Field-of-Knowledge_2906
src_Musician_4056,src_Queen_4512
src_Functionary_4326,src_Animal_1040
src_Prince_2024,src_Population-Movement_1185
src_Location-Part-Relation_1194,src_Masonic-Lodge_3834
src_Cleric_695,src_Architect_533
src_Technical-Scientific-Advance_3593,src_Trade-Association_2519
src_Intra-State-Group_3717,src_Ritual_3772
src_Period_629,src_Badge_2107
src_Religious-Movement_769,src_Minister_332
src_Geographical-Region_728,src_Language_938
src_Time-Dependent-Relation_376,src_Geographical-Region_3137
src_Scandal_2021,src_Fictional-Person_1100
src_Geographical-Region_2454,src_Journalist_267
src_University_4691,src_Non-Military-Conflict_48
src_Clerical-Leader_98,src_Pastime_3980
src_Trades-Unionist_2833,src_Magnate_155
src_Political-Region_1550,src_Economic-Symbol_489
src_City_3819,src_Other-Religious-Leader_4287
src_Leader_925,src_Individual_2510
src_Event_347,src_University_2135
src_Functionary_4091,src_Dancer_3244
src_Intra-State-Group_2576,src_Secular-Movement_2471
src_Musician_1856,src_Measurable-Trend_85
src_Theologian_4562,src_Treaty_382
src_Building_4373,src_Military-Unit_3443
src_Politician_2931,src_Pamphlet_1172
src_Artefact_3772,src_Church_3230
src_Trades-Unionist_3663,src_Time_4022
src_Liturgical-Object_4347,src_Life-Event_229
src_Philosopher_4300,src_Sculpture_3055
src_Dynasty_297,src_Village_2905
src_Sportsman_90,src_Architect_3199
src_Scientist_3392,src_Pollution_87
src_Flavour_820,src_Discoverer_917
src_Object_4561,src_Life-Event_2212
src_Other-Religious-Leader_1973,src_Political-Organisation_3766
src_Management-Organisation_3914,src_Country_3008
src_Pollution_1308,src_Discoverer_2365
src_Dynasty_1699,src_Entertainer_4838
src_Management-Organisation_2239,src_Event_4858
src_Other-Religious-Person_4995,src_VicodiOI_2584
src_Pastime_4123,src_Period-in-Office_2582
src_Conceptual-Object_4879,src_Trial_4836
src_Secular-Leader_354,src_Politician_3803
src_Clerical-Leader_4996,src_Food_251
src_Structure_3306,src_Non-Military-Conflict_157
src_Conceptual-Object_296,src_Legislation_4158
src_Pope_413,src_Sultan_773
src_Natural-Object_1740,src_Minister_4522
src_Military-Unit_971,src_Journal_3522
src_Abstract-Notion_4652,src_Architect_2531
src_Criminal_1169,src_Population-Movement_3392
src_Idea_1964,src_Non-Military-Conflict_49
src_Commodity_4956,src_Secular-Leader_1939
src_Secular-Movement_3364,src_Astronaut_2223
src_Cathedral_1630,src_Public-Oration_778
src_Geographer_3829,src_Political-Organisation_1777
src_Political-Region_2744,src_Population-Movement_3654
src_Author_2122,src_Emperor_1995
src_Organisation_190,src_Religious-Community_2994
src_Vehicle_879,src_Social-Stratum_2326
src_Church_3270,src_Country_514
src_Film-Maker_1845,src_Location-Part-Relation_1588
src_Badge_3952,src_Monastery_3958
src_Economist_2131,src_Politician_2801
src_Military-Unit_1222,src_Foreign-Minister_1429
src_Author_1110,src_Church_1130
src_Commodity_1021,src_Artist_2100
src_University_1865,src_Artistic-Style_3343
src_Author_4306,src_Educational-Organisation_2319
src_Language_2645,src_Sportsman_2025
src_Monastery_4246,src_Trades-Unionist_4596
src_Religious-Community_2666,src_Politician_3270
src_Natural-Object_2042,src_Astronaut_1053
src_Period-in-Office_2339,src_Liturgical-Object_4842
src_Trial_723,src_Religious-Leader_4235
src_Secular-Movement_3590,src_Individual_4654
src_Religious-Ideology_46,src_Religious-Order_909
src_Water_545,src_Liturgical-Object_163
src_Time-Dependent-Relation_3884,src_Geographical-Region_2561
src_Magnate_3294,src_Language_2045
src_Geographical-Region_4087,src_Emperor_3167
src_Geographical-Discovery_3391,src_Creator_4321
src_Structure_2387,src_Ecclesiarch_4595
src_Disaster_4250,src_FuzzyTemporalInterval_3225
src_Inventor_4557,src_Trial_777
src_Art-Form_21,src_Treaty_2020
src_Sculpture_2303,src_Church-Reformer_1297
src_Pollution_2690,src_Trades-Unionist_4192
src_Time-Dependent-Relation_185,src_Other-Religious-Person_2194
src_Religious-Movement_4892,src_Crime_3890
src_Social-Stratum_2025,src_Religious-Leader_1080
src_Relic_1416,src_Cathedral_1938
src_Film-Maker_1692,src_Disaster_3727
src_Military-Organisation_317,src_Leader_1058
src_Architect_4026,src_Physician_4711
src_Clothing_3283,src_Disaster_3845
src_Pamphlet_909,src_Discoverer_1320
src_Writing_1407,src_Philosopher_2274
src_Military-Person_4298,src_Armament_1613
src_Location_2037,src_Economic-Process_4911
src_Badge_1262,src_Management-Organisation_579
src_Governmental-Organisation_3012,src_Pollution_2640
src_Church-Reformer_2201,src_City_320
src_Conceptual-Object_661,src_Technical-Scientific-Advance_2895
src_Religious-Symbol_342,src_Trial_4550
src_Commodity_3436,src_Religious-Organisation_3739
src_Emperor_4312,src_Monastery_1743
src_Sculpture_3189,src_Pamphlet_4019
src_Artistic-Movement_1207,src_Military-Unit_1784
src_Military-Organisation_3911,src_Sculpture_3194
src_Philanthropist_1416,src_Badge_3176
src_Organisation_996,src_National-Symbol_4522
src_Trades-Unionist_3344,src_Journalist_4111
src_Social-Group_2351,src_Monastery_2707
src_Head-of-Government_3801,src_Magnate_2585
src_Category_3796,src_Monastery_2114
src_Representative-Institution_947,src_Magnate_3906
src_Philosopher_2426,src_Architect_4844
src_Painting_3508,src_Secular-Ideology_2810
src_Religious-Community_4532,src_League_1083
src_Religious-Practice_2207,src_Physician_3160
src_Stereotype-Group_4147,src_Film-Maker_532
src_Country_2833,src_Ecclesiarch_4048
src_Flavour_341,src_Intellectual-Movement_2049
src_Landmark_1262,src_Village_3535
src_Economic-Symbol_1505,src_Functionary_1090
src_Governmental-Organisation_3464,src_Military-Unit_19
src_Intra-State-Group_4664,src_Fictional-Person_4660
src_Scientist_4808,src_Location-Part-Relation_2901
src_Economic-Organisation_2485,src_Artistic-Movement_3868
src_Geographical-Region_2251,src_Scandal_2048
src_Clerical-Leader_1253,src_Religious-Community_4146
src_Economic-Enterprise_2117,src_Building_2593
src_Political-Symbol_2888,src_International-Organisation_3905
src_Publisher_1560,src_City_1254
src_Train_101,src_Social-Group_2387
src_Saint_1614,src_Newspaper_1353
src_Language_4729,src_Art-Form_2086
src_Religious-Order_426,src_Political-Symbol_3709
src_Environment_3928,src_Building_3947
src_Meeting_659,src_Writing_3789
src_Individual_2498,src_Life-Event_4987
src_Geographical-Discovery_1945,src_Environment_1097
src_Theologian_3839,src_Astronaut_3074
src_Scandal_3781,src_Relic_3833
src_Criminal_2147,src_Religious-Symbol_3166
src_Period_1021,src_Representative-Institution_610
src_Board_1778,src_Religious-Order_415
src_Organisation_813,src_Location-Part-Relation_3814
src_Election_92,src_Trades-Unionist_862
src_Geographical-Region_1918,src_Dynasty_3558
src_Dancer_3458,src_Technical-Scientific-Advance_2263
src_Dancer_3346,src_Person-Role_81
src_City_406,src_Life-Event_281
src_Cathedral_1533,src_Organisation_3795
src_Magnate_2567,src_Trades-Unionist_4698
src_Discoverer_4398,src_Conceptual-Object_329
src_Scientific-Instrument_1466,src_Jurist_2821
src_Time-Dependent_1027,src_Minister_649
src_Art-Form_1881,src_Animal_3989
src_Other-Religious-Leader_4376,src_Economic-Enterprise_805
src_Natural-Object_4360,src_Trial_3321
src_Location-Part-Relation_4624,src_Clothing_350
src_Sculptor_4066,src_Engineer_3944
src_Creator_1138,src_Water_346
src_Relic_1680,src_Period-in-Office_2724
src_Diplomat_2493,src_Location-Part-Relation_1671
src_Dancer_2569,src_Role_153
src_Sculpture_1755,src_Artefact_1816
src_Person_3403,src_Conductor_4364
src_Entertainer_2521,src_Legislation_2141
src_Country_4520,src_Composer_797
src_Idea_4253,src_Trades-Unionist_2804
src_Population-Movement_2193,src_Pope_2167
src_Piece-of-Music_390,src_Building_1804
src_Trade-Association_1655,src_Meeting_125
src_Physician_1871,src_Governmental-Organisation_4342
src_Village_307,src_Geographical-Feature_653
src_Religious-Movement_1492,src_Professor_4909
src_Masonic-Lodge_3797,src_Country_2694
src_FuzzyTemporalInterval_2235,src_Intellectual-Construct_4436
src_Life-Event_4962,src_Theologian_3450
src_Piece-of-Music_2940,src_Object_3028
src_Ritual_2084,src_Painting_790
src_Population-Movement_3105,src_Period_765
src_Sportsman_1574,src_Psychologist_2055
src_Theologian_1574,src_Artefact_1281
src_Sculpture_573,src_Commodity_2501
src_Time_3913,src_Artist_230
src_Head-of-Government_3151,src_Abbey_802
src_Cultural-Organisation_4130,src_Abstract-Notion_3810
src_National-Symbol_4839,src_Journalist_2641
src_Artist_2404,src_Writing_1399
src_Journalist_4775,src_FuzzyTemporalInterval_1985
src_Role_4730,src_Architect_4950
src_Period-in-Office_1147,src_League_1664
src_Village_642,src_Magnate_4885
src_Dramaturge_2860,src_Ritual_3682
src_Religious-Leader_1445,src_Location-Part-Relation_3291
src_Religious-Ideology_1210,src_Secular-Movement_897
src_Painting_3420,src_Geographer_888
src_Political-Symbol_249,src_Measurable-Trend_4140
src_Fictional-Event_3548,src_Foreign-Minister_4848
src_Clothing_1589,src_Functionary_3210
src_Economic-Process_3139,src_Meeting_3054
src_Religious-Movement_2005,src_Location-Part-Relation_3710
src_Public-Oration_4760,src_Pastime_1659
src_Conceptual-Object_3506,src_Actor_514
src_Time_1678,src_International-Organisation_1054
src_Idea_3849,src_Philanthropist_2589
src_Period_2961,src_Life-Event_4946
src_Cleric_1917,src_Professor_1039
src_Field-of-Knowledge_4494,src_Food_2741
src_Treaty_2917,src_Structure_2194
src_International-Alliance_399,src_Artistic-Movement_3133
src_Person-Role_4931,src_Disaster_2312
src_Ritual_2653,src_Religious-Organisation_4290
src_Battle_1738,src_Professor_1041
src_Economic-Symbol_1683,src_Disease_4465
src_Politician_503,src_Publisher_1243
src_Vehicle_1073,src_National-Symbol_2077
src_Church-Reformer_209,src_Water_3170
src_Dancer_822,src_Prince_3790
src_Event_3961,src_Party_1895
src_Secular-Ideology_1885,src_Location-Part-Relation_4779
src_Battle_2186,src_Trial_1267
src_Cultural-Agreement_4256,src_Artist_3297
src_Discoverer_921,src_Sculptor_2003
src_Time_1352,src_Pastime_2907
src_Clothing_3301,src_Symbol_154
src_Physician_10,src_Business-Leader_4697
src_Scandal_64,src_Psychologist_3212
src_Artist_1650,src_City_4707
src_Pastime_3059,src_Cleric_3830
src_Discoverer_4284,src_Religious-Symbol_2429
src_Philanthropist_4413,src_Meeting_4697
src_Fictional-Event_2229,src_Location-Part-Relation_2747
src_Discoverer_1101,src_Religious-Ideology_1646
src_Geographer_4478,src_Religious-Order_4891
src_Trade-Association_4731,src_Political-Symbol_3962
src_Intellectual-Construct_2777,src_Trades-Unionist_4375
src_Economic-Organisation_778,src_Secular-Ideology_2281
src_Business-Leader_3273,src_Abbey_1346
src_Disaster_1297,src_International-Alliance_1171
src_Time-Dependent_1934,src_Military-Organisation_312
src_Clothing_404,src_Country_1699
src_Religious-Practice_4046,src_Secular-Movement_1552
src_Monastery_2759,src_Psychologist_2124
src_Period-in-Office_4501,src_Minister_4483
src_Artefact_507,src_Governmental-Organisation_741
src_Scientist_549,src_Ecclesiarch_3132
src_FuzzyTemporalInterval_1094,src_Diplomat_1396
src_Structure_2566,src_Language_3607
src_Village_3616,src_Physician_4644
src_Astronaut_3239,src_Uprising_3131
src_Train_4936,src_Ship_2856
