src_Non-Military-Conflict_2618,src_Measurable-Trend_215
src_Badge_1365,src_Crime_3355
src_Landmark_1569,src_Ecclesiarch_1232
src_Building_3626,src_Organisation_3658
src_Symbol_860,src_Language_1774
src_Crime_1678,src_Meeting_1793
src_Trades-Unionist_333,src_Painter_3482
src_Scientific-Instrument_4517,src_FuzzyTemporalInterval_4952
src_Newspaper_2289,src_Pamphlet_2628
src_Time-Dependent_3387,src_Person_2269
src_Illness_616,src_Piece-of-Music_3766
src_International-Alliance_203,src_Person-Role_1110
src_Sportsman_1265,src_Religious-Community_532
src_Idea_2044,src_Flavour_2813
src_Social-Group_4169,src_Religious-Ideology_4044
src_Church-Reformer_3165,src_Environment_4076
src_Cathedral_3324,src_Secular-Ideology_1973
src_Symbol_3346,src_Economic-Enterprise_1296
src_Educational-Organisation_3562,src_Artistic-Movement_3081
src_Cultural-Agreement_4987,src_Philanthropist_4768
src_Religious-Community_2739,src_Magnate_852
src_Sportsman_4844,src_Trades-Union_4829
src_Trades-Unionist_2891,src_Theologian_3924
src_Leader_4471,src_Ethnic-Group_2425
src_Management-Organisation_3582,src_Secular-Movement_3441
src_University_115,src_Clothing_4762
src_Artistic-Style_924,src_Actor_3052
src_Entertainer_4328,src_Actor_1453
src_Inventor_4910,src_Environment_4377
src_Conceptual-Object_2880,src_Monastery_2717
src_Discoverer_4198,src_Discoverer_3838
src_Head-of-State_767,src_Journal_3491
src_Stereotype-Group_2355,src_League_388
src_Film-Maker_2164,src_Battle_197
src_Ecclesiarch_922,src_Pope_882
src_Geographical-Region_4805,src_Clerical-Leader_329
src_Meeting_3125,src_Other-Religious-Leader_2039
src_Functionary_3222,src_Artefact_3080
src_Foreign-Minister_1232,src_Social-Stratum_2487
src_Landmark_4954,src_Life-Event_3981
src_Religious-Practice_670,src_Location_4722
src_Conductor_4856,src_VicodiOI_2005
src_Badge_2296,src_Ship_2370
src_Social-Stratum_2079,src_Cultural-Organisation_2319
src_Ethnic-Group_406,src_Functionary_3834
src_Astronaut_3561,src_Field-of-Knowledge_683
src_Sportsman_4283,src_Queen_129
src_Military-Person_1131,src_Food_3916
src_Diplomat_404,src_Artist_1935
src_Economic-Symbol_2395,src_Publisher_2408
src_Disaster_89,src_Sultan_1605
src_Political-Organisation_1184,src_Period_460
src_Cathedral_1875,src_Military-Unit_2207
src_Emperor_1678,src_Abstract-Notion_2002
src_Discoverer_3276,src_Newspaper_3050
src_Flavour_4199,src_Criminal_716
src_Entertainer_1249,src_Fictional-Event_399
src_Train_1361,src_Animal_3936
src_Religious-Order_3802,src_Economist_2352
src_Ship_3878,src_Time_412
src_Masonic-Lodge_3904,src_Author_3720
src_Person-Role_391,src_Settlement_424
src_Discoverer_3118,src_Philanthropist_477
src_Journalist_2696,src_Other-Religious-Person_2625
src_Painter_2081,src_Environment_2415
src_Period-in-Office_3199,src_Sportsman_3265
src_Measurable-Trend_3103,src_League_1976
src_Social-Stratum_3501,src_Person-Role_3258
src_Church-Reformer_2627,src_Minister_1227
src_Writing_4138,src_Diplomat_1274
src_Pope_3751,src_Magnate_4150
src_Object_1964,src_Conductor_4366
src_Religious-Leader_3831,src_Functionary_4650
src_Scientific-Instrument_4392,src_Religious-Practice_2953
src_City_1444,src_Ethnic-Group_3927
src_Management-Organisation_4055,src_Other-Religious-Person_2931
src_Artistic-Style_2974,src_Social-Stratum_4451
src_Astronaut_346,src_Composer_1316
src_Secular-Ideology_2785,src_Party_1417
src_Religious-Organisation_2430,src_Journalist_1191
src_Building_689,src_Publisher_740
src_Intellectual-Construct_1665,src_Time-Dependent-Relation_4098
src_Water_757,src_Newspaper_4547
src_Secular-Movement_4106,src_Food_3882
src_Food_3975,src_Other-Religious-Leader_1348
src_Cultural-Organisation_2716,src_Uprising_1729
src_Location-Part-Relation_953,src_Field-of-Knowledge_3147
src_Intra-State-Group_795,src_Meeting_3274
src_Emperor_4817,src_Armament_2745
src_Sultan_4868,src_International-Organisation_968
src_Sculptor_2293,src_Food_4367
src_Political-Region_2593,src_Religious-Leader_1236
src_Non-Military-Conflict_4575,src_Language_4770
src_Object_2539,src_Cultural-Agreement_438
src_Painting_1907,src_Train_982
src_Emperor_2006,src_Intra-State-Group_1857
src_Musician_3868,src_Inventor_301
src_Religious-Order_175,src_Entertainer_201
src_Ritual_1249,src_Fictional-Event_2375
src_Cultural-Organisation_1353,src_Discoverer_2797
src_Stereotype-Group_4245,src_Sculptor_1257
src_Representative-Institution_571,src_Sculpture_2095
src_Artefact_2658,src_Physician_4136
src_Dramaturge_2651,src_Badge_3736
src_University_1477,src_Dramaturge_4572
src_Economic-Organisation_3102,src_Geographer_1959
src_Technical-Scientific-Advance_773,src_University_4248
src_Other-Religious-Leader_4964,src_Sultan_4889
src_Settlement_1116,src_Commodity_3374
src_Military-Unit_1944,src_Diplomat_1471
src_Business-Leader_2427,src_Ideology_1876
src_Functionary_958,src_Economic-Organisation_3037
src_Ethnic-Group_682,src_Church-Reformer_1123
src_War_2395,src_Economist_4726
src_Organisation_2869,src_Pastime_3668
src_Other-Religious-Person_416,src_Other-Religious-Leader_3979
src_Economic-Enterprise_719,src_Pollution_931
src_Scientific-Instrument_2039,src_Sultan_1395
src_King_3891,src_Ecclesiarch_830
src_Symbol_1580,src_Trade-Association_4554
src_TemporalInterval_4373,src_Minister_1365
src_War_4420,src_Secular-Movement_4892
src_Author_2332,src_Political-Region_2081
src_Inventor_2464,src_Event_4968
src_Economic-Enterprise_787,src_Sculpture_4814
src_Object_1339,src_Ship_3559
src_Clerical-Leader_131,src_War_3114
src_Treaty_1447,src_Scientist_211
src_Writing_2731,src_Religious-Symbol_630
src_Scientist_3404,src_Dynasty_1186
src_Time_4472,src_Governmental-Organisation_4234
src_Physician_441,src_Religious-Order_3499
src_Relic_420,src_Population-Movement_1578
src_Physician_1784,src_Foreign-Minister_222
src_Settlement_1826,src_Creator_2517
src_Role_3118,src_Economic-Enterprise_3030
src_Religious-Practice_1751,src_Person_1986
src_Time-Dependent_3815,src_Military-Organisation_1751
src_Water_2083,src_Field-of-Knowledge_2690
src_Idea_1702,src_Book_345
src_National-Symbol_3558,src_Dynasty_1595
src_Queen_2795,src_TemporalInterval_4325
src_Philanthropist_3,src_Landmark_3673
src_Pollution_1890,src_Political-Region_1908
src_Intellectual-Movement_2527,src_Saint_1805
src_Time_3858,src_Piece-of-Music_2813
src_Economic-Enterprise_3634,src_Settlement_1248
src_VicodiOI_299,src_Scientist_2390
src_Masonic-Lodge_4804,src_Saint_549
src_Creator_1750,src_Physician_2255
src_Building_1329,src_Work-of-Art_652
src_Abbey_3249,src_Board_4460
src_Astronaut_141,src_Natural-Object_4187
src_Film-Maker_968,src_Trade-Association_937
src_Ship_1112,src_Secular-Leader_965
src_Natural-Object_2572,src_Object_4589
src_Location-Part-Relation_4683,src_Masonic-Lodge_4605
src_Foreign-Minister_903,src_Pastime_969
src_Role_2217,src_Church-Reformer_2713
src_Political-Symbol_2190,src_Party_120
src_Cultural-Organisation_4670,src_Flavour_785
src_Object_2893,src_Minister_3239
src_Piece-of-Music_3955,src_Board_1990
src_Professor_2150,src_Leader_1107
src_Artistic-Style_4543,src_Relic_2573
src_Pastime_2674,src_Environment_1823
src_Trades-Unionist_1271,src_Event_3940
src_Religious-Symbol_4221,src_VicodiOI_2661
src_Secular-Movement_982,src_Fictional-Event_425
src_Religious-Community_3198,src_Management-Organisation_2522
src_Political-Symbol_1949,src_Trades-Union_168
src_TemporalInterval_924,src_Time_1892
src_Population-Movement_3060,src_Head-of-Government_1627
src_Role_2041,src_Artistic-Movement_2405
src_Artist_2030,src_Measurable-Trend_1937
src_Architect_3251,src_National-Symbol_815
src_Cleric_3753,src_Pope_3601
src_Location-Part-Relation_3165,src_Sportsman_2679
src_Structure_4091,src_Dramaturge_381
src_Philanthropist_1730,src_Creator_36
src_International-Organisation_221,src_Fictional-Event_2434
src_Art-Form_434,src_Church-Reformer_78
src_Technical-Scientific-Advance_3115,src_Physician_4860
src_Period_4386,src_Musician_3169
src_Vehicle_4930,src_Masonic-Lodge_4588
src_Pamphlet_16,src_Location_3065
src_Party_881,src_Political-Symbol_219
src_Environment_4300,src_Jurist_1614
src_Abbey_3728,src_Animal_1358
src_Treaty_3064,src_Liturgical-Object_823
src_Dancer_3539,src_Military-Organisation_2106
src_Sculpture_2681,src_Masonic-Lodge_4416
src_Language_62,src_FuzzyTemporalInterval_1542
src_Philosopher_987,src_Religious-Organisation_437
src_Food_4586,src_Life-Event_1189
src_Abstract-Notion_3735,src_City_3198
src_Party_2055,src_Environment_1675
src_Journal_2224,src_Management-Organisation_3843
src_Architect_4191,src_Head-of-Government_1573
src_Social-Group_841,src_Ship_2759
src_Non-Military-Conflict_2073,src_Economic-Organisation_3283
src_Field-of-Knowledge_1016,src_Clothing_807
src_Emperor_115,src_Saint_2016
src_Water_2782,src_Abbey_1034
src_Religious-Ideology_3991,src_Location_1445
src_Language_2805,src_Ritual_3768
src_Representative-Institution_446,src_Scandal_1811
src_Measurable-Trend_1128,src_Geographer_4900
src_Settlement_1607,src_Fictional-Event_1480
src_Ideology_2781,src_Social-Group_1971
src_Social-Stratum_616,src_Sculpture_150
src_Secular-Ideology_286,src_International-Organisation_1404
src_International-Organisation_2003,src_Abstract-Notion_4865
src_Conceptual-Object_3779,src_Monastery_4967
src_Entertainer_2155,src_Masonic-Lodge_2215
src_Dancer_2033,src_Sportsman_2712
src_Village_4412,src_Philanthropist_2095
src_Water_77,src_Object_1900
src_Conceptual-Object_1517,src_Musician_4292
src_Jurist_201,src_Landmark_1312
src_Armament_4097,src_City_1218
src_Inventor_2182,src_Religious-Ideology_2119
src_Ritual_4353,src_Economic-Enterprise_3517
src_Badge_2512,src_Village_3450
src_Treaty_4347,src_Astronaut_3590
src_Geographical-Region_4749,src_Church_4159
src_Entertainer_1054,src_Management-Organisation_535
src_Journal_3133,src_Military-Organisation_892
src_Symbol_723,src_Scandal_1363
src_Meeting_2779,src_Natural-Object_586
src_Saint_901,src_Criminal_3625
src_Emperor_3985,src_Business-Leader_3804
src_King_2489,src_Economic-Symbol_4104
src_Criminal_3600,src_Illness_127
src_Economic-Process_1534,src_Economic-Enterprise_4234
src_Social-Stratum_4917,src_Commodity_1530
src_Object_2478,src_Cleric_4658
src_Author_637,src_Language_341
src_Disaster_3291,src_Governmental-Organisation_512
src_Sculptor_833,src_Head-of-State_3027
src_Idea_2394,src_Meeting_2969
src_Management-Organisation_4794,src_Ritual_4601
src_Person_3443,src_Book_3617
src_Dynasty_302,src_Social-Stratum_4782
src_Emperor_2854,src_Cleric_2875
src_Economist_2088,src_Other-Religious-Leader_3355
src_Social-Group_1038,src_Cathedral_3284
src_Educational-Organisation_2435,src_Art-Form_2210
src_International-Organisation_4162,src_Publisher_1205
src_Trades-Unionist_2479,src_Event_2665
src_Painting_3927,src_Uprising_1288
src_Religious-Community_155,src_Time-Dependent_2006
src_Conceptual-Object_14,src_Writing_3608
src_Newspaper_2656,src_Work-of-Art_1289
src_Pollution_2244,src_Scandal_4771
src_Election_4932,src_Event_1143
src_Astronaut_68,src_Diplomat_529
src_Meeting_1716,src_Engineer_2362
src_Pope_830,src_Ritual_3947
src_VicodiOI_2824,src_Church-Reformer_308
src_Illness_388,src_Foreign-Minister_278
src_Organisation_1202,src_Life-Event_4891
src_Economic-Symbol_1679,src_Vehicle_4048
src_Commodity_4118,src_Election_507
src_Fictional-Person_2645,src_Sculpture_4455
src_Trades-Union_4459,src_VicodiOI_4865
src_Secular-Leader_2054,src_Party_2711
src_Religious-Practice_4841,src_Religious-Organisation_3276
src_Trades-Union_3042,src_Intra-State-Group_1210
src_Crime_89,src_VicodiOI_3692
src_Badge_3100,src_Queen_4791
src_Creator_2119,src_Artistic-Movement_1661
src_Religious-Order_2569,src_FuzzyTemporalInterval_621
src_Painter_1667,src_Painting_3682
src_Economic-Process_865,src_Pamphlet_1646
src_Trade-Association_498,src_Period_4787
src_Field-of-Knowledge_4245,src_VicodiOI_711
src_Cathedral_1441,src_Train_2825
src_Idea_439,src_Uprising_612
src_Emperor_3435,src_Magnate_2159
src_Flavour_756,src_Diplomat_1678
src_Ship_4693,src_Animal_3657
src_Category_2484,src_Artistic-Style_4614
src_Settlement_2936,src_Secular-Ideology_1237
src_Writing_792,src_Dancer_2345
src_Head-of-State_495,src_Vehicle_1078
src_Cultural-Agreement_107,src_Structure_811
src_Period_2060,src_Religious-Movement_2102
src_Painter_2562,src_Cleric_2278
src_Fictional-Person_1463,src_Commodity_1713
src_Economic-Enterprise_2563,src_Category_3970
src_Scientific-Instrument_454,src_FuzzyTemporalInterval_3334
src_League_1353,src_Cultural-Organisation_1628
src_Head-of-Government_2742,src_Work-of-Art_2423
src_Trial_4349,src_Geographical-Region_537
src_Leader_1912,src_Governmental-Organisation_693
src_Minister_3894,src_Economic-Process_4225
src_Landmark_1804,src_Clothing_94
src_Art-Form_4106,src_Ethnic-Group_1222
src_Crime_4337,src_Time_1185
src_Newspaper_4282,src_Disaster_2140
src_Artist_4930,src_Time-Dependent-Relation_1079
src_Battle_2593,src_Political-Organisation_3936
src_Sculpture_1690,src_VicodiOI_505
src_Architect_373,src_Location-Part-Relation_2307
src_War_3216,src_Uprising_4998
src_Prince_3172,src_Creator_3606
src_Art-Form_3788,src_Legislation_299
src_Ritual_2104,src_Measurable-Trend_1597
src_Clothing_3911,src_Object_2754
src_Clerical-Leader_3443,src_Minister_3070
src_Badge_3454,src_Criminal_1958
src_International-Organisation_3403,src_Diplomat_1409
src_Landmark_3383,src_Newspaper_939
src_Theologian_2615,src_Non-Military-Conflict_3151
src_Meeting_3731,src_Political-Organisation_4656
src_Painter_1519,src_Ideology_1340
src_Church-Reformer_2178,src_Psychologist_1182
src_Cultural-Organisation_895,src_TemporalInterval_3590
src_Foreign-Minister_1457,src_Religious-Organisation_2263
src_Trial_4700,src_Jurist_245
src_Dramaturge_822,src_Geographical-Region_4977
src_Fictional-Person_1765,src_VicodiOI_179
src_Piece-of-Music_4594,src_Artistic-Style_4211
src_Time-Dependent-Relation_4666,src_Pastime_1595
src_Military-Unit_2598,src_Election_1901
src_Film-Maker_1728,src_Jurist_1052
src_Uprising_2518,src_Time-Dependent_529
src_Astronaut_2323,src_University_437
src_Writing_4288,src_Person-Role_3974
src_Religious-Leader_3746,src_Intra-State-Group_4840
src_Disaster_2381,src_Battle_4473
src_Artistic-Movement_2271,src_Building_288
src_Geographical-Feature_4303,src_Vehicle_2563
src_Illness_2659,src_Person-Role_1292
src_Cathedral_1121,src_Religious-Community_3272
src_Field-of-Knowledge_1926,src_Dancer_2740
src_Population-Movement_66,src_Sportsman_348
src_Professor_3332,src_Time-Dependent_1721
src_Trade-Association_1137,src_Masonic-Lodge_1045
src_Board_2504,src_Person-Role_1678
src_Clothing_1425,src_Newspaper_3190
src_Engineer_3948,src_Minister_619
src_Water_2535,src_Trial_143
src_King_2335,src_Time-Dependent_374
src_Commodity_438,src_Intra-State-Group_3167
src_Scientific-Instrument_3237,src_Commodity_1954
src_Symbol_2049,src_Battle_2060
src_Functionary_1450,src_Actor_2066
src_Badge_817,src_Geographical-Feature_1719
src_Trades-Unionist_4247,src_Badge_3995
src_Artistic-Movement_1874,src_Disaster_4123
src_Political-Region_818,src_Person_1271
src_Flavour_2338,src_Queen_1797
src_University_147,src_Theologian_295
src_Artist_4002,src_Sculpture_2874
src_Trades-Unionist_3217,src_Village_1398
src_Head-of-State_2082,src_Political-Organisation_3981
src_Organisation_4200,src_Religious-Order_3170
src_Economic-Process_376,src_Field-of-Knowledge_1520
src_Artistic-Style_2685,src_Non-Military-Conflict_252
src_Natural-Object_2050,src_Religious-Ideology_3520
src_Food_4991,src_Sportsman_4692
src_Settlement_4006,src_League_1483
src_Settlement_296,src_Trades-Union_3703
src_Cultural-Agreement_4297,src_Object_4362
src_Astronaut_1154,src_Foreign-Minister_4147
src_Emperor_3965,src_Saint_81
src_Train_4210,src_Religious-Leader_3767
src_Flavour_216,src_Diplomat_76
src_Economic-Enterprise_3088,src_Military-Unit_2590
src_Sultan_435,src_Fictional-Event_130
src_Ecclesiarch_4644,src_Prince_4242
src_Pastime_984,src_Head-of-State_83
src_Geographical-Feature_50,src_Leader_1362
src_Individual_787,src_Secular-Movement_3675
src_Business-Leader_2199,src_Painting_798
src_Saint_4666,src_Liturgical-Object_878
src_Clerical-Leader_1105,src_Psychologist_4311
src_Actor_2485,src_Measurable-Trend_1820
src_Religious-Organisation_3345,src_Life-Event_202
src_Election_4077,src_Illness_1580
src_Period_2588,src_Clerical-Leader_4443
src_Cleric_1584,src_Social-Stratum_4266
src_Ritual_1870,src_City_2796
src_Queen_2595,src_Leader_4322
src_Cleric_4421,src_Other-Religious-Leader_1829
src_Religious-Movement_1086,src_Management-Organisation_3020
src_Pamphlet_3771,src_Structure_4339
src_Author_3836,src_Role_1896
src_Conceptual-Object_276,src_Structure_2491
src_Physician_783,src_Trial_1273
src_Business-Leader_1787,src_TemporalInterval_3429
src_King_2455,src_Discoverer_1188
src_Religious-Practice_4561,src_Disaster_3667
src_Population-Movement_2812,src_Person-Role_1679
src_Artistic-Movement_1438,src_League_4457
src_Commodity_4103,src_Cultural-Organisation_2316
src_Economic-Symbol_477,src_Time-Dependent_2012
src_Intellectual-Construct_1373,src_Religious-Practice_2285
src_Economic-Enterprise_764,src_Time-Dependent_893
src_Idea_1555,src_Sultan_3303
src_Masonic-Lodge_2297,src_Physician_2485
src_Disaster_1706,src_Idea_3321
src_Sculpture_1005,src_Sultan_16
src_Leader_820,src_Pastime_4172
src_Religious-Practice_2972,src_Time-Dependent_1308
src_Political-Organisation_908,src_Church_4114
src_Psychologist_2339,src_Category_1504
src_Geographical-Region_3770,src_Disease_368
src_Intellectual-Movement_1488,src_Foreign-Minister_1503
src_Psychologist_332,src_Intellectual-Movement_1509
src_Philanthropist_4157,src_Piece-of-Music_2156
src_Trade-Association_334,src_Physician_4595
src_City_461,src_Military-Organisation_398
src_Religious-Organisation_1834,src_Criminal_2651
src_Country_701,src_Diplomat_4507
src_Pamphlet_1616,src_Functionary_3803
src_Object_4820,src_Illness_3606
src_Other-Religious-Leader_2527,src_Disease_2209
src_Organisation_4962,src_Intellectual-Movement_978
src_Landmark_4337,src_Religious-Movement_4926
src_Disease_2412,src_Masonic-Lodge_3342
src_Artistic-Style_3755,src_Theologian_901
src_FuzzyTemporalInterval_4590,src_Building_736
src_Religious-Order_1674,src_Scientific-Instrument_923
src_Criminal_271,src_Religious-Ideology_2524
src_Conductor_4830,src_Vehicle_4526
src_Film-Maker_3720,src_Emperor_3941
src_Queen_4882,src_Cleric_3880
src_Political-Region_1373,src_Field-of-Knowledge_4216
src_Trade-Association_3257,src_Non-Military-Conflict_4995
src_Role_2770,src_Economic-Symbol_1277
src_Monastery_2074,src_Astronaut_4509
src_Treaty_4614,src_Flavour_4815
src_Diplomat_3677,src_Writing_2931
src_Artefact_3571,src_Military-Person_2337
src_Religious-Leader_4668,src_Political-Organisation_4318
src_Dancer_2219,src_Train_1424
src_Pastime_4746,src_Discoverer_3259
src_Newspaper_4244,src_Flavour_2677
src_Philosopher_1862,src_Conductor_1220
src_Idea_4277,src_Pastime_1210
src_Individual_457,src_Trade-Association_2202
src_Religious-Organisation_2478,src_Head-of-State_1714
src_Religious-Organisation_2539,src_Church-Reformer_1124
src_Time-Dependent-Relation_2515,src_Artefact_2019
src_Pollution_2065,src_Organisation_2846
src_Film-Maker_1801,src_Jurist_4860
src_Public-Oration_3490,src_Philanthropist_3109
src_Idea_2007,src_Political-Symbol_2409
src_Conceptual-Object_4085,src_Religious-Practice_4927
src_Economic-Organisation_4326,src_Legislation_1724
src_Political-Organisation_475,src_League_1742
src_Economic-Symbol_3513,src_Crime_2595
src_Other-Religious-Person_187,src_Individual_4435
src_Church_1781,src_Scientist_3303
src_Landmark_2184,src_Book_3516
src_Dancer_2257,src_Uprising_3304
src_Illness_93,src_Pamphlet_3368
src_FuzzyTemporalInterval_1743,src_Economic-Enterprise_331
src_Cathedral_4033,src_Intellectual-Movement_4303
src_Economic-Symbol_4561,src_Intellectual-Movement_2366
src_Scientist_2154,src_Governmental-Organisation_428
src_Masonic-Lodge_4340,src_Artistic-Style_2144
src_Village_3734,src_Professor_3765
src_Geographical-Discovery_4536,src_Masonic-Lodge_3531
src_Religious-Symbol_3181,src_Armament_2103
src_Animal_1277,src_Painter_2444
src_Economic-Enterprise_1168,src_Period_3284
src_Movement_2206,src_Ideology_2399
src_Writing_2164,src_Geographer_678
src_Diplomat_2234,src_Queen_4269
src_Category_623,src_Religious-Order_4651
src_Time-Dependent-Relation_1549,src_Abstract-Notion_4567
src_Educational-Organisation_2098,src_Philanthropist_584
src_Social-Group_1115,src_Measurable-Trend_4793
src_Military-Unit_3437,src_Train_992
src_Religious-Ideology_3654,src_Pollution_1626
src_Train_2421,src_Queen_3613
src_Creator_634,src_Fictional-Event_4080
src_Religious-Symbol_3472,src_Vehicle_4675
src_Foreign-Minister_4247,src_Social-Stratum_447
src_Dancer_2166,src_Population-Movement_2289
src_Field-of-Knowledge_3046,src_Person-Role_4704
src_Scientist_2058,src_Religious-Symbol_1584
src_Discoverer_2619,src_Politician_4019
src_FuzzyTemporalInterval_4775,src_Life-Event_3524
src_International-Alliance_1281,src_Sultan_3727
src_Legislation_2996,src_Non-Military-Conflict_4008
src_Religious-Ideology_2184,src_Armament_30
src_Battle_3792,src_Writing_3364
src_Religious-Symbol_74,src_Composer_3348
src_Sculptor_949,src_Stereotype-Group_3616
src_Settlement_1833,src_Role_3759
src_Time_4384,src_King_432
src_Technical-Scientific-Advance_1315,src_Measurable-Trend_541
src_Pastime_4975,src_Criminal_4671
src_Idea_1734,src_Role_1538
src_Functionary_1185,src_Sultan_4637
src_Book_699,src_Secular-Leader_4649
src_Functionary_3545,src_Geographical-Feature_1067
src_Sculptor_4302,src_Head-of-State_1696
src_Disease_4907,src_Badge_292
src_Vehicle_1443,src_Location-Part-Relation_4407
src_Entertainer_869,src_Individual_3332
src_League_1379,src_Time-Dependent_926
src_Treaty_439,src_Trades-Union_10
src_Person_3189,src_Ethnic-Group_1916
src_Geographical-Discovery_4427,src_Illness_4663
src_Saint_2964,src_Management-Organisation_4404
src_Pope_3021,src_Economic-Organisation_3725
src_Sportsman_679,src_Fictional-Person_2567
src_Person-Role_2667,src_Geographical-Region_4370
src_Trade-Association_2555,src_Food_1055
src_Pastime_933,src_Educational-Organisation_3205
src_Sultan_291,src_Theologian_3767
src_Secular-Leader_1621,src_Governmental-Organisation_3141
src_Management-Organisation_185,src_Field-of-Knowledge_3038
src_Economic-Organisation_3528,src_Newspaper_2255
src_Head-of-State_4465,src_Period-in-Office_2194
src_Ship_2563,src_Vehicle_4214
src_Category_820,src_Person_3471
src_Dynasty_1495,src_Religious-Symbol_370
src_Pastime_1234,src_Uprising_4960
src_Time-Dependent_2637,src_Intra-State-Group_1052
src_Astronaut_4982,src_War_4786
src_War_674,src_Pope_4013
src_Meeting_3838,src_Population-Movement_397
src_Intellectual-Movement_4580,src_Military-Unit_3236
src_Idea_2152,src_Treaty_3692
src_Illness_2194,src_Musician_2927
src_Measurable-Trend_3094,src_Artefact_2041
src_Publisher_3063,src_Other-Religious-Leader_2438
src_Professor_3866,src_Leader_1964
src_Author_1406,src_Intra-State-Group_604
src_Newspaper_2570,src_Military-Person_1451
src_Other-Religious-Leader_63,src_Prince_2031
src_Ritual_4868,src_Prince_4913
src_Dramaturge_473,src_Scandal_4910
src_Author_4171,src_Sultan_3496
src_Public-Oration_1725,src_Political-Organisation_2527
src_Time_4408,src_Event_864
src_Religious-Movement_4713,src_Saint_1672
src_Book_473,src_Composer_4304
src_Vehicle_3370,src_Dramaturge_2148
src_League_1388,src_Piece-of-Music_2105
src_Architect_624,src_Event_971
src_Social-Group_4844,src_Psychologist_3240
src_Dramaturge_1405,src_International-Alliance_2893
src_Category_3235,src_Book_3787
src_Building_3574,src_Church-Reformer_1445
src_Event_1318,src_Pope_3120
src_International-Alliance_1840,src_Relic_1607
src_International-Alliance_1428,src_Ideology_3194
src_Time-Dependent_3011,src_Time_3875
src_Disaster_3142,src_King_2790
src_Location_4882,src_Masonic-Lodge_146
src_Liturgical-Object_952,src_Dramaturge_3935
src_Secular-Leader_1913,src_Ecclesiarch_2982
src_Author_158,src_Idea_4983
src_Scandal_1893,src_Newspaper_3108
src_Physician_991,src_Monastery_3320
src_Structure_3519,src_Secular-Leader_2242
src_Battle_2381,src_King_3540
src_Architect_3833,src_Minister_3515
src_Cultural-Agreement_2291,src_Clerical-Leader_4442
src_Painter_110,src_Fictional-Person_1287
src_Military-Person_3501,src_Minister_3754
src_Idea_1181,src_Person-Role_4734
src_Natural-Object_2379,src_Diplomat_4829
src_War_863,src_Other-Religious-Leader_3196
src_Illness_2573,src_Cultural-Agreement_4072
src_Pastime_636,src_International-Alliance_2843
src_Artefact_616,src_Trade-Association_3495
src_Dancer_3346,src_Period-in-Office_478
src_Relic_4295,src_Person-Role_2971
src_Artefact_3749,src_Church_1865
src_Cleric_274,src_Crime_2119
src_Trades-Union_1015,src_Functionary_1204
src_Pamphlet_2962,src_Functionary_4988
src_Field-of-Knowledge_3161,src_Discoverer_2231
src_Author_2938,src_Actor_226
src_Governmental-Organisation_136,src_Category_2517
src_Social-Group_2063,src_Country_1264
src_Country_2600,src_Dynasty_2251
src_Sportsman_4513,src_Disease_32
src_Illness_3548,src_Idea_879
src_Fictional-Person_4399,src_Work-of-Art_3526
src_Military-Person_1107,src_National-Symbol_3155
src_Social-Stratum_3470,src_Vehicle_1015
src_Geographical-Region_2476,src_Painter_825
src_Location_4610,src_Military-Unit_3564
src_Social-Group_2035,src_Ethnic-Group_806
src_Geographer_3395,src_Political-Organisation_222
src_Geographical-Feature_2793,src_Clothing_3264
src_Crime_3537,src_Sultan_9
src_Piece-of-Music_3847,src_Time-Dependent_4298
src_Period-in-Office_4984,src_Magnate_1019
src_Animal_1178,src_Illness_4765
src_Animal_4468,src_University_1715
src_Event_4280,src_Politician_2038
src_Period-in-Office_437,src_Secular-Ideology_3772
src_Composer_1458,src_Secular-Leader_3381
src_Religious-Community_636,src_City_2185
src_Person_360,src_Category_1553
src_Ethnic-Group_3172,src_Astronaut_3280
src_Secular-Movement_3631,src_Journal_4286
src_Philosopher_4209,src_Disaster_2650
src_Economic-Enterprise_4005,src_Country_2864
src_Actor_1260,src_Measurable-Trend_4614
src_Inventor_1635,src_Cleric_4367
src_Time_540,src_Illness_2227
src_Public-Oration_1610,src_Dancer_2155
src_Religious-Community_2053,src_Village_4140
src_Pastime_3638,src_Author_1792
src_Engineer_4205,src_Jurist_547
src_Non-Military-Conflict_4958,src_Fictional-Event_4680
src_Management-Organisation_802,src_Creator_4081
src_Trades-Union_2985,src_Cultural-Organisation_3829
src_Philosopher_1732,src_Ethnic-Group_2681
src_Author_3537,src_Business-Leader_1694
src_Intellectual-Movement_2385,src_Jurist_3394
src_Time-Dependent_4627,src_Role_238
src_Religious-Practice_4659,src_Organisation_3859
src_Role_709,src_Period-in-Office_2714
src_Geographer_4195,src_Head-of-State_431
src_Political-Organisation_2775,src_Theologian_2313
src_Journal_986,src_University_3609
src_Time-Dependent_2618,src_Time-Dependent-Relation_2012
src_Religious-Ideology_1114,src_Prince_1694
src_International-Alliance_2515,src_Masonic-Lodge_93
src_Actor_1976,src_Economic-Organisation_2543
src_Church-Reformer_1304,src_Author_1929
src_Period-in-Office_261,src_Structure_1278
src_Political-Region_4857,src_Dynasty_216
src_Secular-Ideology_1368,src_Political-Symbol_965
src_Period-in-Office_152,src_Political-Symbol_1577
src_Religious-Symbol_4653,src_Board_3644
src_Film-Maker_1657,src_Food_2648
src_Scientist_2104,src_Food_1226
